timestep,disc_med,disc_q05,disc_q95
22,61.21322125703645,48.63295341909943,79.82156268711788
23,59.558485330844306,48.58646565668433,78.32837036477068
24,59.61625688902594,47.639018223443685,78.51970732668225
25,56.738679709339706,39.1016568980979,76.04780732149304
26,46.965954716447925,34.441128599589526,64.9696686295682
27,50.959055954158266,38.26866754807726,70.70608534662885
28,45.63035517225566,28.22878218115933,65.64343805036748
29,44.756946877185,27.568435475385446,63.78706933038302
30,45.17951630140818,29.968473018062753,63.63654754736159
31,39.872833131860176,21.553671347342394,62.53686287639348
32,40.988700973523,27.88527774729264,58.95757723435193
33,38.283443567177294,23.367259053572408,58.13185989930098
34,38.58359910551975,22.067694329053907,59.6456508344891
35,36.34999441251983,24.02898307396748,56.81202619354807
36,34.06802028116886,19.46562636060836,54.00249186756726
37,30.28362208457144,15.925957489495259,49.319129129791605
38,31.182008412765747,18.92692899746808,52.578288490446035
39,24.467398205557185,13.722336611865659,46.146640668858836
40,27.53025659389553,10.04225582639491,46.46841094856025
41,27.673525887163173,10.574587019458054,49.72380391432881
42,25.641892531947,8.466020532503203,47.84112281802947
43,18.777132980276967,7.33280030707892,40.74713805654007
44,23.39472293668328,9.235247745950545,44.797386687452615
45,25.207187804162736,11.392980250485897,46.672486033869845
46,28.13578531447807,10.91830789530222,48.5317025375597
47,28.587874711418547,15.544810214923372,48.79164835651594
48,27.561050517517682,13.912971416873644,49.68571288856164
49,28.7445114668023,15.190585049317905,48.764300175155995
50,33.02078376486061,15.663539440768847,57.899063632508756
51,31.324909758927557,15.770649879795009,56.837125883231295
52,26.675748827477648,11.724404609979205,54.96061752625142
53,29.248681302453395,14.335972040633104,55.75615685004436
54,26.16713059834077,13.773259554676592,51.974835611666805
55,29.510341994041752,14.55345595110865,58.23280083239734
56,26.56394597379342,10.663327231886026,50.79526663217142
57,26.72558843846002,13.337689553725165,53.54293442512712
58,28.45930840793477,15.052969458416516,54.844611618523714
59,30.197998591533143,15.804278298479435,59.369672343368876
60,31.212922120096387,16.647991477596428,63.97693870502887
61,35.78939146249607,19.90962508591514,76.91924999064665
62,39.163059037604874,22.78757840627604,82.69094090157759
63,44.46898902614834,24.3119785566771,91.08606737700543
64,38.19273371294469,22.78737118983764,78.63616799526447
65,40.78402503973417,18.4962791111315,82.86166357188763
66,50.51639343768831,21.032837264416354,99.78492321043899
67,43.47767971045032,21.124840582777377,92.7904743409747
68,53.949135668099174,24.780513239022355,111.44925671139866
69,80.00358359489553,27.304309863381043,150.21960761841507
70,136.69334724313916,63.30925546380369,213.67858461898342
71,142.8203644989153,63.231748136944525,221.8260371300775
72,134.42070876713302,49.50749413679659,213.5469477339073
73,113.94029817421446,36.47945199747924,205.47661506779474
74,93.00869742030511,31.743393897893718,196.1567724214566
