model,k,max_loglik,AIC,delta_AIC,akaike_weight
Cell_num_prolif_cst_shed,7,-1310.015449659344,2634.030899318688,0.0,1.0
Cell_num_prolif_no_shed,6,-1660.5224811107614,3333.044962221523,699.0140629028347,1.6256417870330622e-152
no_prolif_no_shed,5,-1953.448524834938,3916.897049669876,1282.866150351188,2.686302653084834e-279
