time_min,total_area_um2,volume_counts_um3,volume_from_area_um3
7.000000000000000000e+01,3.892391008236864991e+02,9.150000000000000000e+02,9.149999999999997726e+02
7.100000000000000000e+01,3.874695523017619507e+02,9.160000000000000000e+02,9.159999999999997726e+02
7.200000000000000000e+01,3.879489058677547746e+02,9.180000000000000000e+02,9.179999999999997726e+02
7.300000000000000000e+01,3.872318586625582384e+02,9.200000000000000000e+02,9.199999999999997726e+02
7.400000000000000000e+01,3.877369958761354383e+02,9.220000000000000000e+02,9.219999999999997726e+02
7.500000000000000000e+01,3.804594520733094782e+02,9.260000000000000000e+02,9.259999999999996589e+02
7.600000000000000000e+01,3.805652888192131513e+02,9.300000000000000000e+02,9.299999999999997726e+02
7.700000000000000000e+01,3.814910464705452000e+02,9.340000000000000000e+02,9.339999999999997726e+02
7.800000000000000000e+01,3.818070980792501246e+02,9.380000000000000000e+02,9.379999999999997726e+02
7.900000000000000000e+01,3.803270517467466334e+02,9.420000000000000000e+02,9.419999999999997726e+02
8.000000000000000000e+01,3.807744351518811641e+02,9.440000000000000000e+02,9.439999999999998863e+02
8.100000000000000000e+01,3.796651445878453615e+02,9.500000000000000000e+02,9.499999999999997726e+02
8.200000000000000000e+01,3.757140517247070761e+02,9.530000000000000000e+02,9.529999999999997726e+02
8.300000000000000000e+01,3.765034185372085176e+02,9.560000000000000000e+02,9.559999999999997726e+02
8.400000000000000000e+01,3.767147209668568735e+02,9.570000000000000000e+02,9.569999999999997726e+02
8.500000000000000000e+01,3.734070231977170806e+02,9.580000000000000000e+02,9.579999999999996589e+02
8.600000000000000000e+01,3.736236606286705637e+02,9.590000000000000000e+02,9.589999999999996589e+02
8.700000000000000000e+01,3.750208574191185562e+02,9.630000000000000000e+02,9.629999999999996589e+02
8.800000000000000000e+01,3.704138122638720461e+02,9.660000000000000000e+02,9.659999999999997726e+02
8.900000000000000000e+01,3.720155453756811994e+02,9.720000000000000000e+02,9.719999999999996589e+02
9.000000000000000000e+01,3.695603240429248899e+02,9.760000000000000000e+02,9.759999999999996589e+02
9.100000000000000000e+01,3.705548780103965214e+02,9.800000000000000000e+02,9.799999999999997726e+02
9.200000000000000000e+01,3.724131642465777077e+02,9.870000000000000000e+02,9.869999999999997726e+02
9.300000000000000000e+01,3.711879652451065681e+02,9.890000000000000000e+02,9.889999999999997726e+02
9.400000000000000000e+01,3.719788402357747827e+02,9.920000000000000000e+02,9.919999999999996589e+02
9.500000000000000000e+01,3.725725355511377757e+02,9.940000000000000000e+02,9.939999999999996589e+02
9.600000000000000000e+01,3.719999961878695558e+02,9.960000000000000000e+02,9.959999999999997726e+02
9.700000000000000000e+01,3.723502615218916958e+02,9.980000000000000000e+02,9.979999999999996589e+02
9.800000000000000000e+01,3.729986805509116721e+02,1.001000000000000000e+03,1.000999999999999773e+03
9.900000000000000000e+01,3.718587992124716379e+02,1.002000000000000000e+03,1.001999999999999773e+03
1.000000000000000000e+02,3.658348294510760184e+02,1.004000000000000000e+03,1.003999999999999773e+03
1.010000000000000000e+02,3.644899593529086701e+02,1.010000000000000000e+03,1.009999999999999773e+03
1.020000000000000000e+02,3.659158972554870388e+02,1.015000000000000000e+03,1.014999999999999773e+03
1.030000000000000000e+02,3.673897550100957119e+02,1.021000000000000000e+03,1.020999999999999659e+03
1.040000000000000000e+02,3.636510174364086652e+02,1.024000000000000000e+03,1.023999999999999545e+03
1.050000000000000000e+02,3.637856625561029205e+02,1.025000000000000000e+03,1.024999999999999545e+03
1.060000000000000000e+02,3.583420417755112339e+02,1.027000000000000000e+03,1.026999999999999773e+03
1.070000000000000000e+02,3.595308727528555437e+02,1.031000000000000000e+03,1.030999999999999773e+03
1.080000000000000000e+02,3.517767245231652282e+02,1.036000000000000000e+03,1.035999999999999545e+03
1.090000000000000000e+02,3.523344656459694875e+02,1.039000000000000000e+03,1.038999999999999773e+03
1.100000000000000000e+02,3.511412256297389831e+02,1.042000000000000000e+03,1.041999999999999773e+03
1.110000000000000000e+02,3.420583693254823743e+02,1.049000000000000000e+03,1.048999999999999773e+03
1.120000000000000000e+02,3.425723161795017973e+02,1.052000000000000000e+03,1.051999999999999773e+03
1.130000000000000000e+02,3.407987484549167334e+02,1.056000000000000000e+03,1.056000000000000000e+03
1.140000000000000000e+02,3.413001957021940029e+02,1.059000000000000000e+03,1.059000000000000000e+03
1.150000000000000000e+02,3.423916274431147713e+02,1.064000000000000000e+03,1.063999999999999545e+03
1.160000000000000000e+02,3.436294865739476450e+02,1.070000000000000000e+03,1.069999999999999545e+03
1.170000000000000000e+02,3.365642161636163792e+02,1.072000000000000000e+03,1.071999999999999545e+03
1.180000000000000000e+02,3.244161712661180559e+02,1.080000000000000000e+03,1.079999999999999773e+03
1.190000000000000000e+02,3.251013563991882620e+02,1.084000000000000000e+03,1.083999999999999773e+03
1.200000000000000000e+02,3.245438098629521164e+02,1.088000000000000000e+03,1.087999999999999545e+03
1.210000000000000000e+02,3.254312623148680927e+02,1.092000000000000000e+03,1.091999999999999545e+03
1.220000000000000000e+02,3.259797697069142259e+02,1.096000000000000000e+03,1.095999999999999773e+03
1.230000000000000000e+02,3.265406480158606541e+02,1.099000000000000000e+03,1.098999999999999773e+03
1.240000000000000000e+02,3.274426315476580953e+02,1.103000000000000000e+03,1.103000000000000000e+03
1.250000000000000000e+02,3.288867357394973965e+02,1.109000000000000000e+03,1.108999999999999773e+03
1.260000000000000000e+02,3.294745615784416373e+02,1.112000000000000000e+03,1.111999999999999545e+03
1.270000000000000000e+02,3.304862161663672282e+02,1.116000000000000000e+03,1.115999999999999773e+03
1.280000000000000000e+02,3.310553733141018142e+02,1.119000000000000000e+03,1.118999999999999545e+03
1.290000000000000000e+02,3.311666990744117811e+02,1.120000000000000000e+03,1.119999999999999773e+03
1.300000000000000000e+02,3.321916182920298866e+02,1.125000000000000000e+03,1.124999999999999545e+03
1.310000000000000000e+02,3.337315574259428672e+02,1.132000000000000000e+03,1.131999999999999545e+03
1.320000000000000000e+02,3.345735572502695163e+02,1.136000000000000000e+03,1.135999999999999773e+03
1.330000000000000000e+02,3.346844946049967007e+02,1.137000000000000000e+03,1.136999999999999545e+03
1.340000000000000000e+02,3.351392694255454785e+02,1.140000000000000000e+03,1.139999999999999773e+03
1.350000000000000000e+02,3.360380716660802705e+02,1.145000000000000000e+03,1.144999999999999545e+03
1.360000000000000000e+02,3.366879715148797914e+02,1.149000000000000000e+03,1.148999999999999773e+03
1.370000000000000000e+02,3.319628148373515728e+02,1.153000000000000000e+03,1.152999999999999773e+03
1.380000000000000000e+02,3.324206085384449807e+02,1.155000000000000000e+03,1.154999999999999773e+03
1.390000000000000000e+02,3.333505585106349827e+02,1.159000000000000000e+03,1.158999999999999773e+03
1.400000000000000000e+02,3.341600732844921140e+02,1.163000000000000000e+03,1.162999999999999545e+03
1.410000000000000000e+02,3.356898050783414647e+02,1.169000000000000000e+03,1.168999999999999773e+03
1.420000000000000000e+02,3.363736717058854993e+02,1.173000000000000000e+03,1.172999999999999545e+03
1.430000000000000000e+02,3.375798797202039054e+02,1.179000000000000000e+03,1.178999999999999545e+03
1.440000000000000000e+02,3.368967272716505477e+02,1.182000000000000000e+03,1.181999999999999545e+03
1.450000000000000000e+02,3.373440298341479320e+02,1.185000000000000000e+03,1.184999999999999545e+03
1.460000000000000000e+02,3.383559862293394076e+02,1.190000000000000000e+03,1.189999999999999773e+03
1.470000000000000000e+02,3.394475401971880046e+02,1.196000000000000000e+03,1.195999999999999545e+03
1.480000000000000000e+02,3.408929777436339918e+02,1.201000000000000000e+03,1.200999999999999545e+03
1.490000000000000000e+02,3.411683973859202297e+02,1.203000000000000000e+03,1.202999999999999545e+03
1.500000000000000000e+02,3.419318913550433194e+02,1.206000000000000000e+03,1.205999999999999545e+03
1.510000000000000000e+02,3.428962354930557126e+02,1.211000000000000000e+03,1.210999999999999773e+03
1.520000000000000000e+02,3.432363612956816610e+02,1.213000000000000000e+03,1.212999999999999773e+03
1.530000000000000000e+02,3.435139070144229549e+02,1.215000000000000000e+03,1.214999999999999773e+03
1.540000000000000000e+02,3.457842355868131108e+02,1.221000000000000000e+03,1.220999999999999773e+03
1.550000000000000000e+02,3.428386132294230038e+02,1.227000000000000000e+03,1.226999999999999773e+03
1.560000000000000000e+02,3.437289592630099833e+02,1.232000000000000000e+03,1.231999999999999545e+03
1.570000000000000000e+02,3.449175305428040019e+02,1.237000000000000000e+03,1.236999999999999545e+03
1.580000000000000000e+02,3.469683338164835504e+02,1.245000000000000000e+03,1.245000000000000000e+03
1.590000000000000000e+02,3.472400533272298730e+02,1.247000000000000000e+03,1.246999999999999545e+03
1.600000000000000000e+02,3.485167034050385837e+02,1.253000000000000000e+03,1.252999999999999545e+03
1.610000000000000000e+02,3.489542674432976241e+02,1.256000000000000000e+03,1.255999999999999545e+03
1.620000000000000000e+02,3.506632022590728184e+02,1.263000000000000000e+03,1.262999999999999773e+03
1.630000000000000000e+02,3.513299390443602874e+02,1.267000000000000000e+03,1.266999999999999773e+03
1.640000000000000000e+02,3.526498924140499298e+02,1.273000000000000000e+03,1.272999999999999545e+03
1.650000000000000000e+02,3.520376788166519759e+02,1.276000000000000000e+03,1.275999999999999545e+03
1.660000000000000000e+02,3.526816668307436089e+02,1.280000000000000000e+03,1.279999999999999545e+03
1.670000000000000000e+02,3.529500667446673106e+02,1.282000000000000000e+03,1.281999999999999545e+03
1.680000000000000000e+02,3.535654739372704967e+02,1.286000000000000000e+03,1.285999999999999773e+03
1.690000000000000000e+02,3.540908382273851771e+02,1.289000000000000000e+03,1.288999999999999773e+03
1.700000000000000000e+02,3.545399791608309670e+02,1.292000000000000000e+03,1.291999999999999545e+03
1.710000000000000000e+02,3.554833463080437923e+02,1.297000000000000000e+03,1.296999999999999545e+03
1.720000000000000000e+02,3.554520007727892335e+02,1.301000000000000000e+03,1.300999999999999545e+03
1.730000000000000000e+02,3.554774456789162969e+02,1.307000000000000000e+03,1.306999999999999545e+03
1.740000000000000000e+02,3.561733705550274180e+02,1.311000000000000000e+03,1.310999999999999773e+03
1.750000000000000000e+02,3.568299083607099647e+02,1.315000000000000000e+03,1.314999999999999545e+03
1.760000000000000000e+02,3.579191177576232690e+02,1.320000000000000000e+03,1.319999999999999773e+03
1.770000000000000000e+02,3.595494851342255060e+02,1.327000000000000000e+03,1.326999999999999545e+03
1.780000000000000000e+02,3.591932235479361566e+02,1.334000000000000000e+03,1.333999999999999545e+03
1.790000000000000000e+02,3.593000499319953178e+02,1.335000000000000000e+03,1.334999999999999545e+03
1.800000000000000000e+02,3.605343204723044437e+02,1.341000000000000000e+03,1.340999999999999318e+03
1.810000000000000000e+02,3.571854260261304717e+02,1.344000000000000000e+03,1.343999999999999773e+03
1.820000000000000000e+02,3.579742341673819510e+02,1.348000000000000000e+03,1.347999999999999545e+03
1.830000000000000000e+02,3.590533261639447460e+02,1.354000000000000000e+03,1.353999999999999545e+03
1.840000000000000000e+02,3.562416894572878618e+02,1.357000000000000000e+03,1.356999999999999545e+03
1.850000000000000000e+02,3.578845922476349983e+02,1.363000000000000000e+03,1.362999999999999545e+03
1.860000000000000000e+02,3.583643112719640271e+02,1.366000000000000000e+03,1.365999999999999545e+03
1.870000000000000000e+02,3.589020289074928201e+02,1.369000000000000000e+03,1.368999999999999545e+03
1.880000000000000000e+02,3.600399984643306652e+02,1.375000000000000000e+03,1.374999999999999545e+03
1.890000000000000000e+02,3.561036709045107500e+02,1.379000000000000000e+03,1.378999999999999773e+03
1.900000000000000000e+02,3.568138359758062279e+02,1.383000000000000000e+03,1.382999999999999545e+03
1.910000000000000000e+02,3.576749061982919216e+02,1.387000000000000000e+03,1.386999999999999773e+03
1.920000000000000000e+02,3.587897793942599378e+02,1.393000000000000000e+03,1.392999999999999773e+03
1.930000000000000000e+02,3.593967801471984558e+02,1.397000000000000000e+03,1.396999999999999545e+03
1.940000000000000000e+02,3.603081949290046282e+02,1.402000000000000000e+03,1.401999999999999545e+03
1.950000000000000000e+02,3.611083638359853012e+02,1.406000000000000000e+03,1.405999999999999545e+03
1.960000000000000000e+02,3.626097183871058860e+02,1.414000000000000000e+03,1.413999999999999773e+03
1.970000000000000000e+02,3.635653742944916758e+02,1.419000000000000000e+03,1.418999999999999545e+03
1.980000000000000000e+02,3.643213748498045561e+02,1.423000000000000000e+03,1.422999999999999545e+03
1.990000000000000000e+02,3.652594680995456429e+02,1.428000000000000000e+03,1.427999999999999545e+03
2.000000000000000000e+02,3.663670962239690425e+02,1.434000000000000000e+03,1.433999999999999545e+03
2.010000000000000000e+02,3.676235245893852266e+02,1.441000000000000000e+03,1.440999999999999545e+03
2.020000000000000000e+02,3.688009765761448762e+02,1.447000000000000000e+03,1.446999999999999545e+03
2.030000000000000000e+02,3.698193960713826414e+02,1.453000000000000000e+03,1.452999999999999545e+03
2.040000000000000000e+02,3.705240130579601896e+02,1.457000000000000000e+03,1.456999999999999545e+03
2.050000000000000000e+02,3.714537559250342724e+02,1.462000000000000000e+03,1.461999999999999773e+03
2.060000000000000000e+02,3.729328308397066394e+02,1.470000000000000000e+03,1.469999999999999545e+03
2.070000000000000000e+02,3.737730980533993375e+02,1.475000000000000000e+03,1.474999999999999773e+03
2.080000000000000000e+02,3.743785786419081774e+02,1.478000000000000000e+03,1.477999999999999773e+03
2.090000000000000000e+02,3.750434469907925745e+02,1.482000000000000000e+03,1.481999999999999545e+03
2.100000000000000000e+02,3.758554864045576096e+02,1.487000000000000000e+03,1.486999999999999773e+03
2.110000000000000000e+02,3.766383769522892635e+02,1.491000000000000000e+03,1.490999999999999773e+03
2.120000000000000000e+02,3.777657044239235802e+02,1.497000000000000000e+03,1.496999999999999545e+03
2.130000000000000000e+02,3.789458630297843911e+02,1.504000000000000000e+03,1.503999999999999545e+03
2.140000000000000000e+02,3.800404363956220095e+02,1.510000000000000000e+03,1.509999999999999773e+03
2.150000000000000000e+02,3.810673235143872262e+02,1.516000000000000000e+03,1.515999999999999545e+03
2.160000000000000000e+02,3.827754240685641207e+02,1.524000000000000000e+03,1.523999999999999545e+03
2.170000000000000000e+02,3.837627095734964087e+02,1.529000000000000000e+03,1.528999999999999545e+03
2.180000000000000000e+02,3.847656675663008627e+02,1.535000000000000000e+03,1.534999999999999545e+03
2.190000000000000000e+02,3.818256756683113053e+02,1.539000000000000000e+03,1.538999999999999545e+03
2.200000000000000000e+02,3.829481278866564935e+02,1.545000000000000000e+03,1.544999999999999773e+03
2.210000000000000000e+02,3.844415213339269712e+02,1.549000000000000000e+03,1.548999999999999773e+03
2.220000000000000000e+02,3.862135804939066475e+02,1.557000000000000000e+03,1.556999999999999545e+03
2.230000000000000000e+02,3.871863131585351994e+02,1.563000000000000000e+03,1.562999999999999545e+03
2.240000000000000000e+02,3.847172906326526913e+02,1.568000000000000000e+03,1.567999999999999545e+03
2.250000000000000000e+02,3.862260901533148285e+02,1.576000000000000000e+03,1.575999999999999545e+03
2.260000000000000000e+02,3.873977197399307215e+02,1.583000000000000000e+03,1.582999999999999545e+03
2.270000000000000000e+02,3.880386820015723401e+02,1.587000000000000000e+03,1.586999999999999545e+03
2.280000000000000000e+02,3.759694777554223037e+02,1.592000000000000000e+03,1.591999999999999318e+03
2.290000000000000000e+02,3.765023461177049739e+02,1.596000000000000000e+03,1.595999999999999318e+03
2.300000000000000000e+02,3.769473271306492848e+02,1.599000000000000000e+03,1.598999999999999545e+03
2.310000000000000000e+02,3.723142618280222678e+02,1.604000000000000000e+03,1.603999999999999091e+03
2.320000000000000000e+02,3.732375177238266701e+02,1.610000000000000000e+03,1.609999999999999545e+03
2.330000000000000000e+02,3.744167660335646701e+02,1.617000000000000000e+03,1.616999999999999545e+03
2.340000000000000000e+02,3.754000775651091999e+02,1.623000000000000000e+03,1.622999999999999318e+03
2.350000000000000000e+02,3.759668798839052783e+02,1.627000000000000000e+03,1.626999999999999318e+03
2.360000000000000000e+02,3.767823404038258559e+02,1.632000000000000000e+03,1.631999999999999545e+03
2.370000000000000000e+02,3.692823283614546881e+02,1.638000000000000000e+03,1.637999999999999545e+03
2.380000000000000000e+02,3.707345176874769663e+02,1.646000000000000000e+03,1.645999999999999318e+03
2.390000000000000000e+02,3.714137157808864913e+02,1.651000000000000000e+03,1.650999999999999545e+03
2.400000000000000000e+02,3.717855636429886772e+02,1.654000000000000000e+03,1.653999999999999545e+03
2.410000000000000000e+02,3.727410009419540984e+02,1.660000000000000000e+03,1.659999999999999318e+03
2.420000000000000000e+02,3.736792609986833895e+02,1.666000000000000000e+03,1.665999999999999318e+03
2.430000000000000000e+02,3.742770388690183836e+02,1.670000000000000000e+03,1.669999999999999545e+03
2.440000000000000000e+02,3.749523138970364471e+02,1.675000000000000000e+03,1.674999999999999545e+03
2.450000000000000000e+02,3.756845876006978528e+02,1.680000000000000000e+03,1.679999999999999545e+03
2.460000000000000000e+02,3.761689293954715936e+02,1.683000000000000000e+03,1.682999999999999545e+03
2.470000000000000000e+02,3.769020109190763606e+02,1.688000000000000000e+03,1.687999999999999545e+03
2.480000000000000000e+02,3.779054219231085199e+02,1.694000000000000000e+03,1.693999999999999545e+03
2.490000000000000000e+02,3.786242183723002199e+02,1.699000000000000000e+03,1.698999999999999091e+03
2.500000000000000000e+02,3.789913891067704981e+02,1.702000000000000000e+03,1.701999999999999545e+03
2.510000000000000000e+02,3.799689956649407918e+02,1.708000000000000000e+03,1.707999999999999545e+03
2.520000000000000000e+02,3.808765108496522771e+02,1.714000000000000000e+03,1.713999999999999545e+03
2.530000000000000000e+02,3.820044792278499699e+02,1.721000000000000000e+03,1.720999999999999545e+03
2.540000000000000000e+02,3.830192406496728381e+02,1.727000000000000000e+03,1.726999999999999545e+03
2.550000000000000000e+02,3.841183902862412083e+02,1.733000000000000000e+03,1.732999999999999091e+03
2.560000000000000000e+02,3.846982241285538180e+02,1.737000000000000000e+03,1.736999999999999318e+03
2.570000000000000000e+02,3.862035143853485124e+02,1.744000000000000000e+03,1.743999999999999545e+03
2.580000000000000000e+02,3.869136301191695111e+02,1.749000000000000000e+03,1.748999999999999318e+03
2.590000000000000000e+02,3.876808356516404501e+02,1.754000000000000000e+03,1.753999999999999318e+03
2.600000000000000000e+02,3.884254840705912102e+02,1.759000000000000000e+03,1.758999999999999318e+03
2.610000000000000000e+02,3.891546200799492681e+02,1.764000000000000000e+03,1.763999999999999545e+03
2.620000000000000000e+02,3.898725621980475466e+02,1.769000000000000000e+03,1.768999999999999318e+03
2.630000000000000000e+02,3.907846148535505790e+02,1.775000000000000000e+03,1.774999999999999545e+03
2.640000000000000000e+02,3.915100579980478415e+02,1.780000000000000000e+03,1.779999999999999318e+03
2.650000000000000000e+02,3.928287862789758265e+02,1.788000000000000000e+03,1.787999999999999545e+03
2.660000000000000000e+02,3.942191388119973681e+02,1.796000000000000000e+03,1.795999999999999545e+03
2.670000000000000000e+02,3.953842958374447107e+02,1.803000000000000000e+03,1.802999999999999545e+03
2.680000000000000000e+02,3.962964601673908760e+02,1.809000000000000000e+03,1.808999999999999545e+03
2.690000000000000000e+02,3.969931284086783307e+02,1.814000000000000000e+03,1.813999999999999318e+03
2.700000000000000000e+02,3.975863787009594716e+02,1.818000000000000000e+03,1.817999999999999091e+03
2.710000000000000000e+02,3.985303370733108750e+02,1.824000000000000000e+03,1.823999999999999318e+03
2.720000000000000000e+02,3.993623171728370949e+02,1.830000000000000000e+03,1.829999999999999318e+03
2.730000000000000000e+02,4.000555137036135420e+02,1.835000000000000000e+03,1.834999999999999545e+03
2.740000000000000000e+02,4.011452364961260173e+02,1.842000000000000000e+03,1.841999999999999318e+03
2.750000000000000000e+02,4.018563722432228360e+02,1.847000000000000000e+03,1.846999999999999318e+03
2.760000000000000000e+02,3.925673563699981514e+02,1.853000000000000000e+03,1.852999999999999545e+03
2.770000000000000000e+02,3.934673391895270811e+02,1.859000000000000000e+03,1.858999999999999318e+03
2.780000000000000000e+02,3.941417711545423117e+02,1.864000000000000000e+03,1.863999999999999545e+03
2.790000000000000000e+02,3.946273619414290579e+02,1.868000000000000000e+03,1.867999999999999545e+03
2.800000000000000000e+02,3.955241752779037938e+02,1.874000000000000000e+03,1.873999999999999545e+03
2.810000000000000000e+02,3.874420862193650237e+02,1.879000000000000000e+03,1.878999999999999545e+03
2.820000000000000000e+02,3.879799298118362003e+02,1.883000000000000000e+03,1.882999999999999545e+03
2.830000000000000000e+02,3.886364908329045988e+02,1.888000000000000000e+03,1.887999999999999773e+03
2.840000000000000000e+02,3.896006359924463140e+02,1.894000000000000000e+03,1.893999999999999545e+03
2.850000000000000000e+02,3.905580696757713781e+02,1.900000000000000000e+03,1.899999999999999545e+03
2.860000000000000000e+02,3.917684125811445597e+02,1.907000000000000000e+03,1.906999999999999545e+03
2.870000000000000000e+02,3.925219817022975235e+02,1.912000000000000000e+03,1.911999999999999545e+03
2.880000000000000000e+02,3.934503279553582615e+02,1.918000000000000000e+03,1.917999999999999545e+03
2.890000000000000000e+02,3.852457993831468457e+02,1.924000000000000000e+03,1.923999999999999545e+03
