model,k,max_loglik,AIC,delta_AIC,akaike_weight
no_prolif_no_shed,5,-919.1825153425368,1848.3650306850736,0.0,1.0
Cell_num_prolif_cst_shed,7,-1227.6172592432208,2469.2345184864416,620.869487801368,1.5132257847473386e-135
Cell_num_prolif_no_shed,6,-1369.1420753858843,2750.2841507717685,901.9191200866949,1.4149839432234e-196
