S0
421.0
414.0
405.5
397.5
395.5
389.5
385.0
377.5
375.5
371.0
368.0
362.0
358.0
354.0
347.0
342.5
340.0
336.5
331.0
329.0
323.5
317.5
314.0
310.0
306.0
303.0
299.0
295.5
293.5
290.0
286.0
283.5
279.0
276.0
272.0
269.5
267.5
264.0
261.5
258.5
255.0
252.5
250.0
247.0
244.0
241.0
239.0
236.0
233.0
230.0
228.0
226.0
223.5
