model,k,max_loglik,AIC,delta_AIC,akaike_weight
Cell_num_prolif_no_shed,6,-1461.641257496386,2935.282514992772,0.0,0.7310586402483691
Cell_num_prolif_cst_shed,7,-1461.641257809787,2937.282515619574,2.0000006268019206,0.2689413597516309
