stage,merge_prob,adhesion,fragment_rate,heading_sigma,dist_s,dist_scale,nnd_rmse,s0_rrmse,s1_rrmse,s2_rrmse,penalty,score
4,0.949427213282757,0.9081120881103274,0.0008992540452356058,0.22152462223421276,0.8757911514136764,3.388267041254269,4.532711453637962,0.27209753800549946,0.11818026666953424,0.27552641501214153,1.4762395301764097,6.008950983814372
4,0.9178567897243238,0.8371020573279461,0.0002050430714179353,0.1615093759968633,0.8817040720704854,3.4008734657802213,5.468999120071006,0.24995839536627976,0.12103168384911561,0.28427164926247855,1.342300446287583,6.8112995663585885
4,0.801605099334705,0.8805060575733376,0.001719357555401163,0.18874115667048225,0.8674155377647289,3.477728057143534,5.802222225025314,0.2579639053075637,0.1245993091533762,0.29758310743087957,1.5554701273844325,7.357692352409747
4,0.7760379710338291,0.84742350617103,0.0014291030945203132,0.15220102482968817,0.8887393997279409,3.372735855962816,5.564224074348085,0.2541857410788997,0.13162348073301366,0.33912985357184255,1.9331559465074224,7.497380020855507
4,0.7461021512945026,0.9550993692067634,0.0011021485133597502,0.281059476626972,0.8847034449117533,3.389499292384561,6.208028742386317,0.2547822979755141,0.11681414789266414,0.2897137565881792,1.444960545636933,7.65298928802325
4,0.945810330541697,0.8634003640652573,0.000614381767349969,0.2984645607242964,0.8752935143038518,3.4439304858577016,5.875630135096849,0.25114649916108006,0.12391908374807609,0.3334087205188739,1.8455521967995392,7.721182331896388
4,0.8759023175897451,0.8739259910405116,0.0005793644968125418,0.1940185730978915,0.880575818842429,3.4233959390192514,6.16183811644383,0.2722787500007625,0.12270096370374496,0.2884393425496372,1.607180925503997,7.769019041947827
4,0.924587127758105,0.8253745484474707,0.001281389050089372,0.33745076702204496,0.8830062849398885,3.484327666660144,5.626600207924066,0.2697248618058384,0.12390336758552424,0.3465719394222914,2.162968012281298,7.789568220205364
4,0.930901256411681,0.8570169777368158,0.001086923640587405,0.17107267229559378,0.877046250197839,3.484542456690902,5.9006147449672435,0.2745138399126205,0.1256339910430637,0.33091464040248975,2.054284803151102,7.9548995481183455
4,0.9049107496024754,0.8750518331095356,0.0007395578452028472,0.1695103084450036,0.8685943536967142,3.4083734298229835,6.165483051109972,0.2637026965958725,0.12173438602719973,0.3165362218586675,1.8023891845453992,7.9678722356553715
4,0.9352134170877796,0.9492563371839242,0.0006786587376017111,0.14899253118497147,0.8867315315415115,3.4316878396219415,6.067649805191978,0.26774417096180864,0.1206497368330053,0.32755842057905665,1.9530259154086527,8.02067572060063
4,0.8594132903834155,0.9578162071216952,0.0003258440572400437,0.35461029119813986,0.8842668414862174,3.4415621479640355,6.5737960738926455,0.2601692188254292,0.11657926928463767,0.2929072475481547,1.5307646637358392,8.104560737628486
4,0.7985896475209971,0.9069633632952475,0.001056181453656026,0.1465215419640065,0.8584391564071221,3.453335595934943,6.828330571348211,0.23169834272936432,0.12868079777294658,0.29951820764746834,1.3121655037683264,8.140496075116538
4,0.7476011364411556,0.9497099847057914,0.0007196668196193985,0.3327174858514328,0.897104109661847,3.4575183986188427,6.3563076145807145,0.2694750033325076,0.13176478471453865,0.31110865466314147,1.8058365799564906,8.162144194537206
4,0.8524782754660485,0.8812338191225305,0.001136336385220772,0.29725065426920017,0.8713996932462679,3.427838700649524,6.728680978130926,0.26150511244043745,0.11212118128886481,0.2841619646878597,1.4566707712829712,8.185351749413897
4,0.8940522849435782,0.9515076736526855,0.0012269925241631128,0.367257048103471,0.8828995133341021,3.4028953581334753,6.170842777682042,0.2620786045634928,0.11822038909044172,0.3427362633703519,2.048148679338447,8.21899145702049
