stage,merge_prob,adhesion,fragment_rate,heading_sigma,dist_s,dist_scale,nnd_rmse,s0_rrmse,s1_rrmse,s2_rrmse,penalty,score
2,0.9452394933734732,0.8829704594680362,0.006067018333670508,0.6208115211113043,0.8691545801885951,3.366588615121675,9.550638027675516,0.18324567807788084,0.1535044027413057,0.3201323599480206,1.2013235994802058,10.751961627155723
2,0.9755175570207151,0.9009774555889127,0.0018348522163447365,0.3932992619777261,0.8423415351422124,3.253475233405265,11.977414241262364,0.21381720603885632,0.14575296363447063,0.29679724969310867,1.1061445573196496,13.083558798582015
2,0.8705036601766308,0.714962864241722,0.0003434786117443032,0.33976362974240215,0.8151316288576674,3.277141615201287,12.07700890310708,0.1885434078788743,0.16692302567163944,0.31399576834040943,1.139957683404094,13.216966586511173
2,0.9847699862274081,0.7834770460571534,0.0037734640842616144,0.3177076148029585,0.8655865226347269,2.8760594974796363,15.394649085158875,0.14938784125829682,0.21057149282611695,0.3984426548505151,2.0901414767663207,17.484790561925195
2,0.8702708656027335,0.8494800962169679,0.004033390495369135,0.19488925678024624,0.8422149850365885,3.4064458313078636,10.042712509286686,0.23821858760854964,0.12295952860617884,0.28930705026604286,1.2752563787459248,11.31796888803261
2,0.8923810102178699,0.756248235903768,0.004404339348252103,0.24950923619905271,0.7903910174270489,2.8734174439188993,16.334627341743722,0.1278051385527514,0.2560808938534924,0.4347498947452566,2.9083078859874902,19.242935227731213
2,0.9203246755996877,0.9323395856203914,0.004861853313696424,0.5037946372168293,0.8852772800826999,3.4504288825790694,10.06337583631126,0.23274184475648466,0.13840551420301708,0.2780511043304744,1.1079294908695905,11.171305327180852
2,0.8431799903957327,0.878418723950315,0.006329365411334283,0.38710133153173143,0.8097129525674076,3.457971753821441,12.177364472951732,0.20556423102932425,0.13926012053064155,0.2906190060174741,0.9618323704679832,13.139196843419715
2,0.6912919202078056,0.8657451599516749,0.005802604984128328,0.49892268106056553,0.8519014600022062,3.1483627451341842,14.573388426181335,0.12424756577022573,0.24347479713755021,0.4523876456785085,2.958624428160587,17.53201285434192
2,0.7605704266788299,0.8605602159516621,0.0029058098260226805,0.4099429954649899,0.8705137398313549,3.4774839470138796,9.722621457276498,0.23255592916789522,0.14098283720390847,0.30404513656469984,1.3660106573259503,11.088632114602447
2,0.8751055336181134,0.8980121064360779,0.004339750638164633,0.4060342302199641,0.8152192505121053,3.358605221619293,10.734712496682855,0.19248608633635114,0.16245698466501424,0.3315982068407122,1.3159820684071217,12.050694565089977
2,0.932994215516943,0.9684876912992398,0.00021596257913370512,0.3836192392116031,0.7889498315700058,3.1551059586440147,14.905520483945782,0.1431730486194619,0.20197951337540845,0.35517811840682506,1.571576317822335,16.477096801768116
2,0.824537468964706,0.7715400922936145,0.007470360299394952,0.4981808250263044,0.8265238030535654,3.3595448572870836,15.259277447112403,0.1425772831981485,0.20696066400428126,0.35980419699711547,1.6676486100139671,16.92692605712637
2,0.7525291731141523,0.788324917818453,0.0033323850574609993,0.4750296177775257,0.8726447392524878,3.0818780539168587,14.196367548549233,0.12978634613155543,0.23438444357889504,0.4185544233582416,2.5293886693713663,16.725756217920598
2,0.7331674778271708,0.8271835130146363,0.002927982556857005,0.5484614938946513,0.8862265548467814,3.4949819924214016,12.602551367297176,0.1941526062343666,0.15442545429849103,0.3210639368920922,1.2106393689209223,13.813190736218099
2,0.7732679526182972,0.9317404792369529,0.007452009971781752,0.2731315599918728,0.7824515954058255,2.9128559102007485,16.922004113398813,0.1399719515611048,0.24914637507929027,0.43733095668273897,2.864773317620292,19.786777431019104
2,0.9182736164971541,0.9228850985440191,0.0005125964379141182,0.5940747351720104,0.8092172764522535,3.314144966673626,12.674304228160349,0.15444306931417667,0.1966080843836586,0.4068890059394717,2.068890059394717,14.743194287555065
2,0.7330694794363877,0.9108021785287158,0.0002404356667438262,0.42400911660467167,0.822231328014903,3.266586217068865,13.633842848977837,0.17015839672588232,0.18415662060865384,0.33746318551795584,1.3746318551795582,15.008474704157395
2,0.9523396510833887,0.798061947431182,0.0062753022886547,0.35682032618297116,0.8281209002579065,2.955337760425028,14.609876678422921,0.14067160577856297,0.21997509579798505,0.4164826400698754,2.3645773586786043,16.974454037101527
2,0.6928449325136373,0.7304242179680663,0.004353301585847535,0.1408383718413555,0.8568542510683445,3.2327142043355557,13.161706895264087,0.16576866981984045,0.1763708820291802,0.3192366600666174,1.1923666006661737,14.354073495930262
2,0.8588132929067567,0.8337518429353972,0.0002521363010381446,0.23077104332077492,0.8622074463799059,3.4253594871904425,9.102132921864467,0.23145744777730848,0.12433116736314699,0.2789908954842007,1.1044834326150914,10.206616354479557
2,0.8260200340445334,0.8157544804288097,0.00409728738711277,0.15680665521261136,0.8511026748481695,3.4803012129134085,8.601136931519738,0.24807423717121918,0.12717511935055528,0.3350793573817072,1.8315359455292635,10.432672877049
2,0.8097344636370636,0.7928079082508614,0.0007710565089021411,0.4164337916488863,0.8838572102741832,3.314618893864216,11.681265908788003,0.19015281884014615,0.15165111256872182,0.3159448660324008,1.1594486603240077,12.840714569112011
2,0.7823923021269804,0.8137280038031883,0.001996684050753846,0.4424195256769606,0.7950396315703816,3.2103091368340446,14.111892574191751,0.1464129984068764,0.2283864190989122,0.43587076417917925,2.6425718327809142,16.754464406972666
2,0.9086985391465422,0.7475574840220417,0.003326209979357135,0.2094722795744329,0.7918689153080445,3.1968195669925374,12.65113287113364,0.15754206869770043,0.19117112741159462,0.3752256302066805,1.7522563020668047,14.403389173200445
2,0.9193050043381075,0.8743028004010793,0.0018020637675033823,0.18212034642344183,0.8488456359297758,3.1678391792976974,10.151804751319979,0.21690464251858074,0.15094354747855482,0.30978626988214547,1.2669091240072619,11.41871387532724
2,0.6799367307305947,0.9130598672317511,0.0004432368246599206,0.362503007944754,0.8347288713208225,3.2810936827507162,13.091912666675057,0.17279943958469993,0.167917143161322,0.31139526331095757,1.1139526331095757,14.205865299784634
2,0.9446421766165124,0.9167058541952915,0.00043127779080665463,0.24842225614783503,0.8314309375460724,3.0655004455310526,12.211191592409737,0.16534417052320408,0.1836573466821561,0.33698842953442015,1.3698842953442014,13.581075887753938
2,0.8999038619089138,0.856543530657461,0.001022892522739209,0.4309260714301314,0.8259333789255099,3.4028498184449614,11.432120660450524,0.18655390547844933,0.1607628241550158,0.3235532749217295,1.2355327492172945,12.667653409667817
2,0.9088843846620418,0.920848673679126,0.007261489367003552,0.47110648031623203,0.8572897308993516,3.3399593443589852,9.918554223586252,0.2014482469846247,0.14896424699177896,0.30753635885327935,1.0898460583790404,11.008400281965292
2,0.8730159671349424,0.9620545721788125,0.0008727379513522222,0.31669351152661757,0.7917837088972041,3.4608855511950227,11.73108939597926,0.21573930229597155,0.15887242074263827,0.2832696475698693,0.990089498658408,12.721178894637669
2,0.7010436323319917,0.9504339988004514,0.0007228544701304042,0.6189357067046577,0.7970595054492771,2.980893442772889,16.385602731474272,0.1492199857938007,0.27768524274022877,0.4921692014727663,3.698544442129951,20.084147173604222
2,0.9222920203896445,0.815432978140076,0.0009883695618144502,0.23493920346115463,0.7999436441501035,3.4032214725842485,10.083757207162284,0.21352734175712323,0.14099251657792322,0.2973872099205573,1.109145516776805,11.192902723939088
2,0.860237334877645,0.9183107402384857,0.0007548933025553235,0.3737358920835767,0.8877976991956573,3.435120181331957,6.835481623577214,0.25037461668655253,0.12436630618147392,0.2837488180292359,1.3412343471578843,8.176715970735097
2,0.8614178472158177,0.8911551286278349,0.0002622805168068388,0.3044336843800858,0.8474864060830922,3.117912624517143,10.59131033527253,0.16144177023118195,0.18228633340396144,0.34616968804184317,1.4616968804184316,12.053007215690961
2,0.7714592468430227,0.896700732788024,0.0004697775757748302,0.5794429082220558,0.8058198725257908,3.3068501570441198,12.52760805844723,0.1415484059897282,0.21672054774474533,0.3955084951456292,2.122290428903745,14.649898487350974
