stage,merge_prob,adhesion,fragment_rate,heading_sigma,dist_s,dist_scale,nnd_rmse,s0_rrmse,s1_rrmse,s2_rrmse,penalty,score
4,0.8594132903834155,0.9578162071216952,0.0003258440572400437,0.35461029119813986,0.8842668414862174,3.4415621479640355,6.5737960738926455,0.2601692188254292,0.11657926928463767,0.2929072475481547,1.5307646637358392,8.104560737628486
4,0.8224697425890263,0.945909997049894,0.0020452916271204748,0.23682198497324972,0.8646857741788965,3.4506031607947407,8.005451818118503,0.2358621206368934,0.13464388829572288,0.2927012536262159,1.2856337426310929,9.291085560749597
4,0.8524917086169352,0.8532496639111123,0.001689431565209259,0.3118044527090627,0.8660380018861167,3.4084205353293044,9.038052733146825,0.22835918291482282,0.13648891517616554,0.30115651102801355,1.2951569394283635,10.333209672575189
4,0.8744193027638465,0.8676458470271196,0.0008827904683400175,0.1674670783092745,0.8632404076961192,3.4599288846905725,6.966523999635608,0.26064617769918946,0.12873228143229762,0.37401491247125446,2.346610901704439,9.313134901340046
4,0.7726833261837429,0.9226609705484206,0.0011077408989051756,0.3287218267623966,0.8430144289343031,3.4623623030079522,8.385817004071694,0.23099643406441797,0.13733763239848937,0.2979506627155322,1.2894709677995018,9.675287971871196
4,0.7977552843616447,0.8485998968370754,0.00025656031995806517,0.29142523006923104,0.8816319770319627,3.4378017810024097,10.358769932615125,0.2135032850691091,0.13759236956609644,0.3035719432793708,1.170752283484799,11.529522216099924
4,0.9350121404770665,0.8784858491277945,0.0002563670025099671,0.2126254850828671,0.8523149481311744,3.4486267653774516,10.785925328600635,0.2691187037859077,0.12737951209165665,0.30476798496853064,1.738866887544383,12.524792216145018
4,0.9040484902173109,0.8916917156409627,0.00037534426294575057,0.2550674735031549,0.8788937741281471,3.376913233076386,6.704567069980416,0.25946560980958094,0.1341724193937899,0.3135220656510406,1.7298767546062155,8.434443824586632
4,0.8523402099753468,0.8575042452980401,0.0012560737092440007,0.2730907160317785,0.8685966858017771,3.421877900459302,8.052487628998557,0.2507578724421576,0.12363737058690129,0.29099030407736165,1.417481765195192,9.46996939419375
4,0.8151230166539277,0.9442674808699316,0.00021089705451348586,0.20642516454635387,0.8588124939507021,3.3784528344883635,11.62545712658378,0.2148563883053036,0.14961034665926498,0.3016118556290988,1.1646824393440238,12.790139565927804
