stage,merge_prob,adhesion,fragment_rate,heading_sigma,dist_s,dist_scale,nnd_rmse,s0_rrmse,s1_rrmse,s2_rrmse,penalty,score
1,0.6715739254701745,0.8559652662860618,0.0013548895321043024,0.39640042168643846,0.6419669337238605,3.1857773687798976,19.15266574764649,0.14211129676704862,0.3248957646958115,0.5646230519859479,4.895188166817594,24.047853914464085
1,0.9620575346708695,0.6709412767292194,0.002895876981162882,0.3386422138844554,0.8867848800649563,3.3797752408059174,11.107878016477184,0.2220631589439136,0.13985014150474673,0.30602557441160105,1.280887333555146,12.38876535003233
1,0.8543483216578606,0.9010928388316346,0.0016483566514897865,0.760716206700456,0.6793522181600413,2.5082186799706427,24.132774678875766,0.42849703414687645,0.45144547295929077,0.7268501283752513,10.067926354814185,34.20070103368995
1,0.7111596862000636,0.6905332227373614,0.0017219156496131685,0.44472964854754515,0.7652722481890382,2.01926072355021,26.13092978654421,0.4040229063935102,0.4557681128107092,0.7276218372368602,9.874128564410796,36.00505835095501
1,0.7790807606154883,0.7460723204529566,0.00044511935827910664,0.5758926968048422,0.6741252623802578,2.449987255617725,23.739389284909954,0.3720076407989604,0.4358877685409581,0.70572039422879,9.136158035687085,32.875547320597036
1,0.6837664484944878,0.9498496228768718,0.005236469871711428,0.5853677413479832,0.6380402314669169,3.420229686469473,18.437662578591137,0.1582575037038152,0.29535462847614397,0.5278660951471752,4.232207236233192,22.66986981482433
1,0.8253509498010182,0.7731050958479808,0.00798298983078406,0.35547344312148993,0.7783979480535134,2.4707304908935552,20.03186355267652,0.20665676807661978,0.33923015648662846,0.5833415854446643,5.292285100079125,25.324148652755646
1,0.7046212185247199,0.8803363558003422,0.0005084595431490988,0.49448825838790467,0.7320113812082225,2.2833595471316874,23.89968150125562,0.36919599364720135,0.4381904986121027,0.6958902471004695,9.032767393597736,32.93244889485336
1,0.8924962633433778,0.8193932258498521,0.002547749903929451,0.39771545343746395,0.6680773039682535,2.7422445168755845,19.731988891151122,0.2140812571558007,0.3451790464325946,0.5878182873012627,5.4707859088965805,25.202774800047703
1,0.7879883649624679,0.8702556891398492,0.0021249019593526765,0.43301651439397304,0.5007209414427276,3.191046591163256,20.06228072683426,0.187454983970629,0.32993543878728526,0.5584622043348108,4.88397643122096,24.946257158055218
1,0.8077536884577342,0.730617865524508,0.001548908074993151,0.17475674679569445,0.8618816290213411,3.484604251376755,11.17213510813829,0.2002430506380311,0.1414318429785125,0.29581121461927296,0.9605426525730404,12.132677760711331
1,0.6234940870062332,0.7432924874365525,0.003973701475196107,0.3513905049743062,0.7268199033457796,2.6248564434725448,22.2479623085674,0.20759430489889166,0.3594279745569275,0.5949798673313457,5.620021467871648,27.867983776439047
1,0.90968486305235,0.9833857603856135,0.007598562391669179,0.5967483721600396,0.5641097250672279,3.4205931249674943,16.105208962775,0.15548772293881277,0.2895189695920104,0.5150419299101171,4.045608995021275,20.150817957796274
