timestep,disc_med,disc_q05,disc_q95
22,65.93470064001849,49.76743438886477,89.70840607550623
23,66.0785573597403,49.70717998414073,86.64818230741689
24,66.02313181709151,48.523110604815784,86.85403264504866
25,62.96734918633403,43.204115196659984,86.65005369925818
26,51.73775300696651,35.811052664769264,75.89441695403062
27,56.69515086633932,37.669950732346805,78.3584898299187
28,51.166453354552104,29.354006354776303,73.87260201915693
29,49.322219982628084,29.108771883187995,72.96634069129144
30,48.53268830505098,31.11138924792644,70.85225258547335
31,42.708878357790155,22.063234303883775,68.56936280905215
32,44.42533742521725,28.019018075500334,64.02095790202449
33,40.25097127567797,23.574889867240188,62.67354559923055
34,39.25114320715082,22.011070233794992,60.693595066798046
35,37.81738153727299,23.084770458820483,57.95220572858952
36,35.68935414513983,18.67369984928998,59.703513965713746
37,33.19451929089125,16.07599197581401,57.08938266203073
38,34.52002544329217,17.183291837180704,55.13413063342264
39,28.030662910902926,11.768341325711969,49.54293101184265
40,31.583206696480193,10.30975762202612,53.77338689193679
41,30.47024443728676,10.545884002084556,57.31018850412035
42,30.801890481408794,8.914415394951362,56.39558501903905
43,23.737351863015682,9.204209729720468,48.90559794500012
44,26.25207683412396,12.069401702985258,48.215829668746515
45,29.746350595648433,14.3290818883982,55.421461920964525
46,31.141407203561897,14.85730144307901,62.76579001760357
47,32.03537488588023,17.910714323107374,63.36350833224381
48,30.73985186026917,16.790812185246516,66.57787533453477
49,31.627031713920744,18.478503720389565,66.01940866262893
50,37.66789846427025,18.641577030062887,72.3089672411867
51,35.52884132005046,18.15861682113701,73.6210915424013
52,31.229496859710476,13.817930663009141,74.62871831533849
53,32.36401901885513,16.878828006764554,77.08538277142625
54,28.436286458776642,16.114429289187456,76.98411505112928
55,34.70408476329543,18.840048645599232,85.91274415588828
56,30.161982784505092,14.815483444819249,75.49931870901175
57,27.64333990250773,11.502508581406037,71.0529240185041
58,29.82679493037712,11.844865836138101,65.18207246876419
59,32.546993213218215,14.310568256100039,73.5291028567687
60,34.36916000384631,13.849161066580066,78.13374383540969
61,40.60754512877983,22.783923859000144,89.09287241792953
62,44.905092760978,24.685613143552356,102.40386277888499
63,46.5039442260261,24.005058111516707,106.74555797813035
64,37.423092866266664,21.232564183804413,94.7484877487758
65,38.66217633691987,19.1972193695293,77.47740598282084
66,47.68308727650461,21.96628445085395,89.50716012512619
67,41.009772424609906,22.01419137813942,86.77499195884974
68,50.34829785376079,23.912626336290668,96.7349654483989
69,75.39418071526401,26.715127313451823,132.34274644193843
70,129.9728749707744,36.282125073190734,195.15904139268906
71,135.84935628826753,31.67935026166602,207.2036434539594
72,124.93414007341138,34.61456329731132,199.7296455863118
73,102.6659337967589,33.79410773394795,188.26347895817207
74,90.34772994647737,33.87378969637909,172.74171485783813
