p,a,y_win_grid
0.6218487394957983,0.5,4.91949473232772e-05
0.6294117647058823,0.5,4.933249027183877e-05
0.6369747899159663,0.5,4.947003322040035e-05
0.6445378151260504,0.5,4.960757616896192e-05
0.6521008403361345,0.5,4.9745119117523495e-05
0.6596638655462185,0.5,4.988266206608507e-05
0.6672268907563025,0.5,5.002020501464664e-05
0.6747899159663865,0.5,5.0157747963208216e-05
0.6823529411764706,0.5,5.029529091176979e-05
0.6899159663865546,0.5,5.0432833860331364e-05
0.6974789915966386,0.5,5.057037680889294e-05
0.7050420168067226,0.5,5.0618623340284034e-05
0.7126050420168067,0.5,5.06222216630899e-05
0.7201680672268908,0.5,5.0625819985895763e-05
0.7277310924369748,0.5,5.062941830870162e-05
0.7352941176470588,0.5,5.0633016631507486e-05
0.7428571428571429,0.5,5.063661495431335e-05
0.7504201680672269,0.5,5.0640213277119215e-05
0.7579831932773109,0.5,5.064381159992508e-05
0.7655462184873949,0.5,5.064740992273094e-05
0.773109243697479,0.5,5.0651008245536795e-05
0.780672268907563,0.5,5.0654606568342666e-05
0.788235294117647,0.5,5.0658204891148524e-05
0.795798319327731,0.5,5.066180321395438e-05
0.8033613445378152,0.5,5.066097744041858e-05
0.8109243697478992,0.5,5.065462154645568e-05
0.8184873949579832,0.5,5.064826565249279e-05
0.8260504201680672,0.5,5.0641909758529895e-05
0.8336134453781512,0.5,5.0635553864567e-05
0.8411764705882353,0.5,5.06291979706041e-05
0.8487394957983193,0.5,5.06228420766412e-05
0.8563025210084033,0.5,5.061648618267831e-05
0.8638655462184873,0.5,5.0610130288715416e-05
0.8714285714285714,0.5,5.060377439475252e-05
0.8789915966386554,0.5,5.059741850078962e-05
0.8865546218487395,0.5,5.059106260682673e-05
0.8941176470588235,0.5,5.0584706712863837e-05
0.9016806722689076,0.5,5.057432207621879e-05
0.9092436974789916,0.5,5.054983684018624e-05
0.9168067226890756,0.5,5.052535160415369e-05
0.9243697478991596,0.5,5.050086636812114e-05
0.9319327731092437,0.5,5.0476381132088586e-05
0.9394957983193277,0.5,5.045189589605603e-05
0.9470588235294117,0.5,5.042741066002348e-05
0.9546218487394957,0.5,5.040292542399093e-05
0.9621848739495799,0.5,5.0378440187958374e-05
0.9697478991596639,0.5,5.035395495192582e-05
0.9773109243697479,0.5,5.032946971589327e-05
0.9848739495798319,0.5,5.0304984479860716e-05
0.992436974789916,0.5,5.028049924382816e-05
1.0,0.5,5.025601400779561e-05
0.1,0.5168067226890757,2.3706120354577612e-05
0.10756302521008404,0.5168067226890757,2.4898625220851712e-05
0.11512605042016807,0.5168067226890757,2.583815785698917e-05
0.12268907563025211,0.5168067226890757,2.6746068964359547e-05
0.13025210084033614,0.5168067226890757,2.7653980071729923e-05
0.13781512605042018,0.5168067226890757,2.8561891179100296e-05
0.1453781512605042,0.5168067226890757,2.9469802286470672e-05
0.15294117647058825,0.5168067226890757,3.0377713393841048e-05
0.16050420168067228,0.5168067226890757,3.128562450121142e-05
0.16806722689075632,0.5168067226890757,3.21935356085818e-05
0.17563025210084032,0.5168067226890757,3.3101446715952166e-05
0.18319327731092439,0.5168067226890757,3.4009357823322546e-05
0.1907563025210084,0.5168067226890757,3.491726893069292e-05
0.19831932773109245,0.5168067226890757,3.58251800380633e-05
0.20588235294117646,0.5168067226890757,3.642414827011908e-05
0.21344537815126052,0.5168067226890757,3.693484710922784e-05
0.22100840336134453,0.5168067226890757,3.744554594833659e-05
0.22857142857142856,0.5168067226890757,3.795624478744535e-05
0.2361344537815126,0.5168067226890757,3.8466943626554113e-05
0.24369747899159663,0.5168067226890757,3.8977642465662874e-05
0.25126050420168067,0.5168067226890757,3.948834130477163e-05
0.2588235294117647,0.5168067226890757,3.999904014388038e-05
0.26638655462184874,0.5168067226890757,4.050973898298914e-05
0.2739495798319328,0.5168067226890757,4.10204378220979e-05
0.2815126050420168,0.5168067226890757,4.1531136661206656e-05
0.2890756302521008,0.5168067226890757,4.204183550031541e-05
0.2966386554621849,0.5168067226890757,4.266669040017875e-05
0.30420168067226894,0.5168067226890757,4.321674592602129e-05
0.31176470588235294,0.5168067226890757,4.35920301363142e-05
0.31932773109243695,0.5168067226890757,4.3880727606568176e-05
0.326890756302521,0.5168067226890757,4.416942507682215e-05
0.3344537815126051,0.5168067226890757,4.445812254707613e-05
0.3420168067226891,0.5168067226890757,4.474682001733011e-05
0.3495798319327731,0.5168067226890757,4.503551748758408e-05
0.3571428571428571,0.5168067226890757,4.532421495783805e-05
0.3647058823529412,0.5168067226890757,4.561291242809203e-05
0.3722689075630252,0.5168067226890757,4.5901609898346006e-05
0.3798319327731092,0.5168067226890757,4.6190307368599976e-05
0.38739495798319323,0.5168067226890757,4.6479004838853954e-05
0.39495798319327735,0.5168067226890757,4.676770230910793e-05
0.40252100840336136,0.5168067226890757,4.702121671804027e-05
0.41008403361344536,0.5168067226890757,4.7204365004329323e-05
0.41764705882352937,0.5168067226890757,4.7387513290618375e-05
0.4252100840336135,0.5168067226890757,4.757066157690743e-05
0.4327731092436975,0.5168067226890757,4.775380986319648e-05
0.4403361344537815,0.5168067226890757,4.793695814948553e-05
0.4478991596638655,0.5168067226890757,4.812010643577458e-05
0.4554621848739496,0.5168067226890757,4.8303254722063634e-05
0.46302521008403363,0.5168067226890757,4.8486403008352685e-05
0.47058823529411764,0.5168067226890757,4.866955129464173e-05
0.47815126050420165,0.5168067226890757,4.885269958093079e-05
0.48571428571428577,0.5168067226890757,4.903584786721984e-05
0.49327731092436977,0.5168067226890757,4.9233558341378734e-05
0.5008403361344538,0.5168067226890757,4.947768231337407e-05
0.5084033613445378,0.5168067226890757,4.968537300770528e-05
0.5159663865546219,0.5168067226890757,4.972056329206621e-05
0.5235294117647059,0.5168067226890757,4.975575357642714e-05
0.5310924369747899,0.5168067226890757,4.979094386078807e-05
0.5386554621848739,0.5168067226890757,4.9826134145148996e-05
0.546218487394958,0.5168067226890757,4.9861324429509925e-05
0.553781512605042,0.5168067226890757,4.9896514713870854e-05
0.561344537815126,0.5168067226890757,4.993170499823178e-05
0.5689075630252101,0.5168067226890757,4.996689528259271e-05
0.5764705882352942,0.5168067226890757,5.000208556695364e-05
0.5840336134453782,0.5168067226890757,5.003727585131457e-05
0.5915966386554622,0.5168067226890757,5.00724661356755e-05
0.5991596638655462,0.5168067226890757,5.010765642003643e-05
0.6067226890756302,0.5168067226890757,5.023382685035349e-05
0.6142857142857142,0.5168067226890757,5.0371369798915064e-05
0.6218487394957983,0.5168067226890757,5.050891274747664e-05
0.6294117647058823,0.5168067226890757,5.064645569603821e-05
0.6369747899159663,0.5168067226890757,5.0783998644599786e-05
0.6445378151260504,0.5168067226890757,5.092154159316136e-05
0.6521008403361345,0.5168067226890757,5.1059084541722933e-05
0.6596638655462185,0.5168067226890757,5.119662749028451e-05
0.6672268907563025,0.5168067226890757,5.133417043884608e-05
0.6747899159663865,0.5168067226890757,5.147171338740765e-05
0.6823529411764706,0.5168067226890757,5.160925633596923e-05
0.6899159663865546,0.5168067226890757,5.1746799284530796e-05
0.6974789915966386,0.5168067226890757,5.190146517788439e-05
0.7050420168067226,0.5168067226890757,5.198237684815598e-05
0.7126050420168067,0.5168067226890757,5.200285966027492e-05
0.7201680672268908,0.5168067226890757,5.2006457983080784e-05
0.7277310924369748,0.5168067226890757,5.201005630588665e-05
0.7352941176470588,0.5168067226890757,5.2013654628692506e-05
0.7428571428571429,0.5168067226890757,5.201725295149837e-05
0.7504201680672269,0.5168067226890757,5.2020851274304235e-05
0.7579831932773109,0.5168067226890757,5.202444959711009e-05
0.7655462184873949,0.5168067226890757,5.202804791991596e-05
0.773109243697479,0.5168067226890757,5.203164624272182e-05
0.780672268907563,0.5168067226890757,5.203524456552768e-05
0.788235294117647,0.5168067226890757,5.2038842888333544e-05
0.795798319327731,0.5168067226890757,5.204244121113941e-05
0.8033613445378152,0.5168067226890757,5.20416154376036e-05
0.8109243697478992,0.5168067226890757,5.203525954364071e-05
0.8184873949579832,0.5168067226890757,5.202890364967781e-05
0.8260504201680672,0.5168067226890757,5.2022547755714915e-05
0.8336134453781512,0.5168067226890757,5.201619186175202e-05
0.8411764705882353,0.5168067226890757,5.200983596778912e-05
0.8487394957983193,0.5168067226890757,5.200348007382623e-05
0.8563025210084033,0.5168067226890757,5.1997124179863336e-05
0.8638655462184873,0.5168067226890757,5.199076828590044e-05
0.8714285714285714,0.5168067226890757,5.198441239193755e-05
0.8789915966386554,0.5168067226890757,5.197805649797464e-05
0.8865546218487395,0.5168067226890757,5.197170060401175e-05
0.8941176470588235,0.5168067226890757,5.196504252239133e-05
0.9016806722689076,0.5168067226890757,5.196418952105873e-05
0.9092436974789916,0.5168067226890757,5.198065124441291e-05
0.9168067226890756,0.5168067226890757,5.195616600838036e-05
0.9243697478991596,0.5168067226890757,5.1931680772347804e-05
0.9319327731092437,0.5168067226890757,5.190719553631525e-05
0.9394957983193277,0.5168067226890757,5.18827103002827e-05
0.9470588235294117,0.5168067226890757,5.1858225064250145e-05
0.9546218487394957,0.5168067226890757,5.18337398282176e-05
0.9621848739495799,0.5168067226890757,5.1809254592185046e-05
0.9697478991596639,0.5168067226890757,5.178476935615249e-05
0.9773109243697479,0.5168067226890757,5.176028412011994e-05
0.9848739495798319,0.5168067226890757,5.173579888408739e-05
0.992436974789916,0.5168067226890757,5.1711313648054835e-05
1.0,0.5168067226890757,5.168682841202228e-05
0.1,0.5336134453781513,2.4075958848232315e-05
0.10756302521008404,0.5336134453781513,2.526846371450642e-05
0.11512605042016807,0.5336134453781513,2.646096858078052e-05
0.12268907563025211,0.5336134453781513,2.7432122745685057e-05
0.13025210084033614,0.5336134453781513,2.8340033853055433e-05
0.13781512605042018,0.5336134453781513,2.924794496042581e-05
0.1453781512605042,0.5336134453781513,3.0155856067796182e-05
0.15294117647058825,0.5336134453781513,3.106376717516656e-05
0.16050420168067228,0.5336134453781513,3.197167828253694e-05
0.16806722689075632,0.5336134453781513,3.287958938990731e-05
0.17563025210084032,0.5336134453781513,3.3787500497277676e-05
0.18319327731092439,0.5336134453781513,3.469541160464806e-05
0.1907563025210084,0.5336134453781513,3.560332271201843e-05
0.19831932773109245,0.5336134453781513,3.651123381938881e-05
0.20588235294117646,0.5336134453781513,3.711020205144459e-05
0.21344537815126052,0.5336134453781513,3.762090089055335e-05
0.22100840336134453,0.5336134453781513,3.813159972966211e-05
0.22857142857142856,0.5336134453781513,3.864229856877086e-05
0.2361344537815126,0.5336134453781513,3.915299740787962e-05
0.24369747899159663,0.5336134453781513,3.966369624698838e-05
0.25126050420168067,0.5336134453781513,4.017439508609714e-05
0.2588235294117647,0.5336134453781513,4.068509392520589e-05
0.26638655462184874,0.5336134453781513,4.119579276431465e-05
0.2739495798319328,0.5336134453781513,4.170649160342341e-05
0.2815126050420168,0.5336134453781513,4.2217190442532166e-05
0.2890756302521008,0.5336134453781513,4.2861071352521265e-05
0.2966386554621849,0.5336134453781513,4.354300428276189e-05
0.30420168067226894,0.5336134453781513,4.409305980860442e-05
0.31176470588235294,0.5336134453781513,4.453761341092848e-05
0.31932773109243695,0.5336134453781513,4.493021496922919e-05
0.326890756302521,0.5336134453781513,4.521891243948317e-05
0.3344537815126051,0.5336134453781513,4.550760990973714e-05
0.3420168067226891,0.5336134453781513,4.5796307379991116e-05
0.3495798319327731,0.5336134453781513,4.6085004850245094e-05
0.3571428571428571,0.5336134453781513,4.6373702320499065e-05
0.3647058823529412,0.5336134453781513,4.666239979075304e-05
0.3722689075630252,0.5336134453781513,4.695109726100702e-05
0.3798319327731092,0.5336134453781513,4.7239794731261e-05
0.38739495798319323,0.5336134453781513,4.7528492201514975e-05
0.39495798319327735,0.5336134453781513,4.781718967176895e-05
0.40252100840336136,0.5336134453781513,4.8070704080701286e-05
0.41008403361344536,0.5336134453781513,4.825385236699034e-05
0.41764705882352937,0.5336134453781513,4.843700065327939e-05
0.4252100840336135,0.5336134453781513,4.862014893956844e-05
0.4327731092436975,0.5336134453781513,4.880329722585749e-05
0.4403361344537815,0.5336134453781513,4.8986445512146544e-05
0.4478991596638655,0.5336134453781513,4.9169593798435596e-05
0.4554621848739496,0.5336134453781513,4.935274208472465e-05
0.46302521008403363,0.5336134453781513,4.95358903710137e-05
0.47058823529411764,0.5336134453781513,4.971903865730275e-05
0.47815126050420165,0.5336134453781513,4.99021869435918e-05
0.48571428571428577,0.5336134453781513,5.0107178511685624e-05
0.49327731092436977,0.5336134453781513,5.0355856643388964e-05
0.5008403361344538,0.5336134453781513,5.059998061538429e-05
0.5084033613445378,0.5336134453781513,5.08076713097155e-05
0.5159663865546219,0.5336134453781513,5.101536200404672e-05
0.5235294117647059,0.5336134453781513,5.106971900062656e-05
0.5310924369747899,0.5336134453781513,5.11049092849875e-05
0.5386554621848739,0.5336134453781513,5.114009956934842e-05
0.546218487394958,0.5336134453781513,5.117528985370936e-05
0.553781512605042,0.5336134453781513,5.1210480138070286e-05
0.561344537815126,0.5336134453781513,5.1245670422431215e-05
0.5689075630252101,0.5336134453781513,5.1280860706792145e-05
0.5764705882352942,0.5336134453781513,5.1316050991153074e-05
0.5840336134453782,0.5336134453781513,5.1351241275514e-05
0.5915966386554622,0.5336134453781513,5.138643155987493e-05
0.5991596638655462,0.5336134453781513,5.142162184423586e-05
0.6067226890756302,0.5336134453781513,5.1547792274552915e-05
0.6142857142857142,0.5336134453781513,5.168533522311449e-05
0.6218487394957983,0.5336134453781513,5.182287817167606e-05
0.6294117647058823,0.5336134453781513,5.1960421120237644e-05
0.6369747899159663,0.5336134453781513,5.209796406879922e-05
0.6445378151260504,0.5336134453781513,5.223550701736079e-05
0.6521008403361345,0.5336134453781513,5.237304996592236e-05
0.6596638655462185,0.5336134453781513,5.251059291448394e-05
0.6672268907563025,0.5336134453781513,5.2648135863045506e-05
0.6747899159663865,0.5336134453781513,5.278567881160708e-05
0.6823529411764706,0.5336134453781513,5.2923221760168654e-05
0.6899159663865546,0.5336134453781513,5.308033378849254e-05
0.6974789915966386,0.5336134453781513,5.3239891951786705e-05
0.7050420168067226,0.5336134453781513,5.332080362205829e-05
0.7126050420168067,0.5336134453781513,5.336239204581858e-05
0.7201680672268908,0.5336134453781513,5.33870959802658e-05
0.7277310924369748,0.5336134453781513,5.3390694303071655e-05
0.7352941176470588,0.5336134453781513,5.3394292625877526e-05
0.7428571428571429,0.5336134453781513,5.3397890948683384e-05
0.7504201680672269,0.5336134453781513,5.340148927148924e-05
0.7579831932773109,0.5336134453781513,5.3405087594295106e-05
0.7655462184873949,0.5336134453781513,5.340868591710097e-05
0.773109243697479,0.5336134453781513,5.3412284239906835e-05
0.780672268907563,0.5336134453781513,5.341588256271269e-05
0.788235294117647,0.5336134453781513,5.341948088551856e-05
0.795798319327731,0.5336134453781513,5.342307920832442e-05
0.8033613445378152,0.5336134453781513,5.3422253434788615e-05
0.8109243697478992,0.5336134453781513,5.3415897540825715e-05
0.8184873949579832,0.5336134453781513,5.340954164686282e-05
0.8260504201680672,0.5336134453781513,5.340318575289993e-05
0.8336134453781512,0.5336134453781513,5.3396829858937036e-05
0.8411764705882353,0.5336134453781513,5.339047396497414e-05
0.8487394957983193,0.5336134453781513,5.338411807101124e-05
0.8563025210084033,0.5336134453781513,5.337776217704835e-05
0.8638655462184873,0.5336134453781513,5.337140628308545e-05
0.8714285714285714,0.5336134453781513,5.336505038912256e-05
0.8789915966386554,0.5336134453781513,5.335869449515966e-05
0.8865546218487395,0.5336134453781513,5.335193568432006e-05
0.8941176470588235,0.5336134453781513,5.3344673227384576e-05
0.9016806722689076,0.5336134453781513,5.334382022605198e-05
0.9092436974789916,0.5336134453781513,5.33654003193295e-05
0.9168067226890756,0.5336134453781513,5.3386980412607015e-05
0.9243697478991596,0.5336134453781513,5.336249517657446e-05
0.9319327731092437,0.5336134453781513,5.333800994054191e-05
0.9394957983193277,0.5336134453781513,5.331352470450936e-05
0.9470588235294117,0.5336134453781513,5.3289039468476804e-05
0.9546218487394957,0.5336134453781513,5.326455423244426e-05
0.9621848739495799,0.5336134453781513,5.3240068996411705e-05
0.9697478991596639,0.5336134453781513,5.3215583760379145e-05
0.9773109243697479,0.5336134453781513,5.31910985243466e-05
0.9848739495798319,0.5336134453781513,5.3166613288314046e-05
0.992436974789916,0.5336134453781513,5.314212805228149e-05
1.0,0.5336134453781513,5.3117642816248933e-05
0.1,0.5504201680672269,2.4445797341887025e-05
0.10756302521008404,0.5504201680672269,2.5638302208161125e-05
0.11512605042016807,0.5504201680672269,2.6830807074435226e-05
0.12268907563025211,0.5504201680672269,2.8023311940709326e-05
0.13025210084033614,0.5504201680672269,2.9026087634380946e-05
0.13781512605042018,0.5504201680672269,2.9933998741751325e-05
0.1453781512605042,0.5504201680672269,3.08419098491217e-05
0.15294117647058825,0.5504201680672269,3.174982095649207e-05
0.16050420168067228,0.5504201680672269,3.265773206386245e-05
0.16806722689075632,0.5504201680672269,3.356564317123282e-05
0.17563025210084032,0.5504201680672269,3.447355427860319e-05
0.18319327731092439,0.5504201680672269,3.538146538597357e-05
0.1907563025210084,0.5504201680672269,3.6289376493343945e-05
0.19831932773109245,0.5504201680672269,3.7197287600714324e-05
0.20588235294117646,0.5504201680672269,3.7796255832770105e-05
0.21344537815126052,0.5504201680672269,3.8306954671878865e-05
0.22100840336134453,0.5504201680672269,3.8817653510987626e-05
0.22857142857142856,0.5504201680672269,3.932835235009638e-05
0.2361344537815126,0.5504201680672269,3.983905118920514e-05
0.24369747899159663,0.5504201680672269,4.034975002831389e-05
0.25126050420168067,0.5504201680672269,4.0860448867422654e-05
0.2588235294117647,0.5504201680672269,4.137114770653141e-05
0.26638655462184874,0.5504201680672269,4.188184654564017e-05
0.2739495798319328,0.5504201680672269,4.239254538474893e-05
0.2815126050420168,0.5504201680672269,4.305545230486379e-05
0.2890756302521008,0.5504201680672269,4.373738523510441e-05
0.2966386554621849,0.5504201680672269,4.441931816534503e-05
0.30420168067226894,0.5504201680672269,4.496937369118757e-05
0.31176470588235294,0.5504201680672269,4.541392729351163e-05
0.31932773109243695,0.5504201680672269,4.58584808958357e-05
0.326890756302521,0.5504201680672269,4.626839980214418e-05
0.3344537815126051,0.5504201680672269,4.6557097272398166e-05
0.3420168067226891,0.5504201680672269,4.684579474265214e-05
0.3495798319327731,0.5504201680672269,4.713449221290611e-05
0.3571428571428571,0.5504201680672269,4.742318968316009e-05
0.3647058823529412,0.5504201680672269,4.771188715341407e-05
0.3722689075630252,0.5504201680672269,4.800058462366804e-05
0.3798319327731092,0.5504201680672269,4.828928209392202e-05
0.38739495798319323,0.5504201680672269,4.8577979564175995e-05
0.39495798319327735,0.5504201680672269,4.886667703442997e-05
0.40252100840336136,0.5504201680672269,4.9120191443362306e-05
0.41008403361344536,0.5504201680672269,4.930333972965136e-05
0.41764705882352937,0.5504201680672269,4.948648801594041e-05
0.4252100840336135,0.5504201680672269,4.966963630222946e-05
0.4327731092436975,0.5504201680672269,4.985278458851851e-05
0.4403361344537815,0.5504201680672269,5.003593287480757e-05
0.4478991596638655,0.5504201680672269,5.0219081161096617e-05
0.4554621848739496,0.5504201680672269,5.040222944738567e-05
0.46302521008403363,0.5504201680672269,5.058537773367472e-05
0.47058823529411764,0.5504201680672269,5.076852601996377e-05
0.47815126050420165,0.5504201680672269,5.098079868199251e-05
0.48571428571428577,0.5504201680672269,5.1229476813695854e-05
0.49327731092436977,0.5504201680672269,5.14781549453992e-05
0.5008403361344538,0.5504201680672269,5.172227891739453e-05
0.5084033613445378,0.5504201680672269,5.192996961172574e-05
0.5159663865546219,0.5504201680672269,5.2137660306056956e-05
0.5235294117647059,0.5504201680672269,5.2345351000388166e-05
0.5310924369747899,0.5504201680672269,5.241887470918694e-05
0.5386554621848739,0.5504201680672269,5.2454064993547866e-05
0.546218487394958,0.5504201680672269,5.248925527790879e-05
0.553781512605042,0.5504201680672269,5.252444556226972e-05
0.561344537815126,0.5504201680672269,5.2559635846630654e-05
0.5689075630252101,0.5504201680672269,5.259482613099158e-05
0.5764705882352942,0.5504201680672269,5.263001641535251e-05
0.5840336134453782,0.5504201680672269,5.266520669971344e-05
0.5915966386554622,0.5504201680672269,5.270039698407437e-05
0.5991596638655462,0.5504201680672269,5.27355872684353e-05
0.6067226890756302,0.5504201680672269,5.286175769875236e-05
0.6142857142857142,0.5504201680672269,5.2999300647313935e-05
0.6218487394957983,0.5504201680672269,5.313684359587551e-05
0.6294117647058823,0.5504201680672269,5.327438654443708e-05
0.6369747899159663,0.5504201680672269,5.341192949299865e-05
0.6445378151260504,0.5504201680672269,5.354947244156023e-05
0.6521008403361345,0.5504201680672269,5.3687015390121804e-05
0.6596638655462185,0.5504201680672269,5.382455833868337e-05
0.6672268907563025,0.5504201680672269,5.396210128724495e-05
0.6747899159663865,0.5504201680672269,5.409964423580652e-05
0.6823529411764706,0.5504201680672269,5.425920239910069e-05
0.6899159663865546,0.5504201680672269,5.441876056239485e-05
0.6974789915966386,0.5504201680672269,5.4578318725689014e-05
0.7050420168067226,0.5504201680672269,5.46592303959606e-05
0.7126050420168067,0.5504201680672269,5.470081881972089e-05
0.7201680672268908,0.5504201680672269,5.474240724348119e-05
0.7277310924369748,0.5504201680672269,5.477133230025668e-05
0.7352941176470588,0.5504201680672269,5.477493062306254e-05
0.7428571428571429,0.5504201680672269,5.4778528945868405e-05
0.7504201680672269,0.5504201680672269,5.478212726867427e-05
0.7579831932773109,0.5504201680672269,5.4785725591480134e-05
0.7655462184873949,0.5504201680672269,5.478932391428599e-05
0.773109243697479,0.5504201680672269,5.4792922237091856e-05
0.780672268907563,0.5504201680672269,5.479652055989772e-05
0.788235294117647,0.5504201680672269,5.480011888270358e-05
0.795798319327731,0.5504201680672269,5.480371720550944e-05
0.8033613445378152,0.5504201680672269,5.4802891431973636e-05
0.8109243697478992,0.5504201680672269,5.479653553801074e-05
0.8184873949579832,0.5504201680672269,5.479017964404785e-05
0.8260504201680672,0.5504201680672269,5.478382375008495e-05
0.8336134453781512,0.5504201680672269,5.4777467856122056e-05
0.8411764705882353,0.5504201680672269,5.477111196215916e-05
0.8487394957983193,0.5504201680672269,5.476475606819626e-05
0.8563025210084033,0.5504201680672269,5.475840017423337e-05
0.8638655462184873,0.5504201680672269,5.475204428027048e-05
0.8714285714285714,0.5504201680672269,5.474568838630758e-05
0.8789915966386554,0.5504201680672269,5.47388288462488e-05
0.8865546218487395,0.5504201680672269,5.473156638931332e-05
0.8941176470588235,0.5504201680672269,5.472430393237784e-05
0.9016806722689076,0.5504201680672269,5.472345093104524e-05
0.9092436974789916,0.5504201680672269,5.474503102432276e-05
0.9168067226890756,0.5504201680672269,5.4766611117600274e-05
0.9243697478991596,0.5504201680672269,5.478819121087779e-05
0.9319327731092437,0.5504201680672269,5.476882434476858e-05
0.9394957983193277,0.5504201680672269,5.474433910873603e-05
0.9470588235294117,0.5504201680672269,5.4719853872703476e-05
0.9546218487394957,0.5504201680672269,5.469536863667092e-05
0.9621848739495799,0.5504201680672269,5.467088340063837e-05
0.9697478991596639,0.5504201680672269,5.464639816460582e-05
0.9773109243697479,0.5504201680672269,5.462191292857327e-05
0.9848739495798319,0.5504201680672269,5.459742769254072e-05
0.992436974789916,0.5504201680672269,5.4572942456508165e-05
1.0,0.5504201680672269,5.454845722047561e-05
0.1,0.5672268907563025,2.4815635835541728e-05
0.10756302521008404,0.5672268907563025,2.600814070181583e-05
0.11512605042016807,0.5672268907563025,2.7200645568089932e-05
0.12268907563025211,0.5672268907563025,2.839315043436403e-05
0.13025210084033614,0.5672268907563025,2.9585655300638133e-05
0.13781512605042018,0.5672268907563025,3.062005252307683e-05
0.1453781512605042,0.5672268907563025,3.152796363044721e-05
0.15294117647058825,0.5672268907563025,3.243587473781758e-05
0.16050420168067228,0.5672268907563025,3.334378584518796e-05
0.16806722689075632,0.5672268907563025,3.425169695255833e-05
0.17563025210084032,0.5672268907563025,3.51596080599287e-05
0.18319327731092439,0.5672268907563025,3.606751916729908e-05
0.1907563025210084,0.5672268907563025,3.6975430274669455e-05
0.19831932773109245,0.5672268907563025,3.788334138203983e-05
0.20588235294117646,0.5672268907563025,3.8482309614095614e-05
0.21344537815126052,0.5672268907563025,3.8993008453204375e-05
0.22100840336134453,0.5672268907563025,3.9503707292313135e-05
0.22857142857142856,0.5672268907563025,4.001440613142189e-05
0.2361344537815126,0.5672268907563025,4.052510497053065e-05
