step,num_clusters,mean_cluster_size,mean_squared_cluster_size
71,96.24,15.37472226653489,469.0527619006303
72,92.35,16.191045950840973,534.347439617366
73,90.09,16.767328315433588,580.236734284735
74,88.35,17.272573500769383,627.4205317755674
75,87.09,17.703041736274244,660.7116654237516
76,85.88,18.125851956041107,692.8060373556784
77,84.7,18.56796885880573,735.7552594887039
78,83.61,18.9955252372505,770.8390793052101
79,82.55,19.427914226624452,807.1174334835446
80,81.55,19.856326340437708,847.0837617504147
81,80.8,20.24606006304306,882.5634198817428
82,80.14,20.614362325468733,912.7744585144346
83,79.16,21.073252178908437,952.5147332388643
84,78.52,21.460518450445726,988.3125506546523
85,77.84,21.869686882642664,1027.6958233140097
86,77.17,22.282128325412206,1070.0361100238674
87,76.41,22.729302512738126,1114.530273351779
88,75.71,23.165215640600547,1164.190948763845
89,75.0,23.610637043425076,1210.0784022093278
90,74.23,24.09615373543982,1258.9711157786605
91,73.6,24.547890966930773,1306.6466595722313
92,73.08,24.972668054576317,1357.2891784683484
93,72.37,25.466397357962677,1410.9079575896073
94,71.7,25.953513520033777,1464.2783538936098
95,71.03,26.45949532420496,1520.4968233484847
96,70.47,26.929948471790308,1577.6953632488992
97,69.89,27.4158292810166,1634.020735552337
98,69.24,27.94120149920901,1697.3857739402076
99,68.71,28.43343401140912,1756.6227126130586
100,68.03,28.990321017705813,1826.1404507137786
101,67.53,29.490746225741933,1886.793419395737
102,67.02,29.99050869379497,1951.9139347965165
103,66.54,30.487141448405445,2025.2689487614784
104,66.16,30.949418011615506,2081.128547076452
105,65.69,31.463623463672935,2147.13137288415
106,65.19,32.000931280594635,2221.2563030003216
107,64.75,32.525883088555,2302.622228114198
108,64.38,33.03251373084794,2368.799790991043
109,63.87,33.62523560509047,2461.1095105768263
110,63.33,34.24294031751114,2547.160703415463
111,62.92,34.79522555626127,2630.4825269703642
112,62.5,35.365467784585476,2709.842694925855
113,62.09,35.937147131660076,2800.4982339487997
114,61.62,36.54702666021116,2895.2969697502126
115,61.15,37.16996508814262,2987.3331711473093
116,60.74,37.76996630027308,3083.7521324375707
117,60.29,38.395019270173755,3172.6150765193415
118,59.86,39.031703289808476,3280.1850343742203
119,59.53,39.59392792544045,3373.595201986518
120,59.16,40.21794345094206,3476.890435595593
121,58.87,40.78688663314042,3571.267454744647
122,58.5,41.42305293806561,3671.7871702531834
123,58.25,41.98692790749696,3764.240459213202
124,57.72,42.76386479862188,3900.226798262362
125,57.4,43.39046445854062,4012.3094044789414
126,57.02,44.05733315734049,4129.654855583689
127,56.73,44.6500844422171,4233.135804048901
128,56.36,45.34953963640066,4372.309624923477
129,56.01,46.03224156295344,4496.829541825564
130,55.68,46.71417896436308,4622.833794361661
131,55.27,47.46809128844104,4757.321010658821
132,54.85,48.23539450785186,4927.730090138095
133,54.47,48.976996908832355,5066.265000688887
134,53.99,49.85107665288103,5241.3596882002275
135,53.61,50.62522589080677,5405.1102863850565
136,53.24,51.40035940066278,5563.227310137424
137,52.97,52.10432276514797,5706.880796716375
138,52.64,52.85535981007342,5863.604752510984
139,52.4,53.537637248530125,6000.33619721542
140,52.14,54.23201657048702,6141.489087481871
141,51.8,55.03163787389524,6325.3932661457375
142,51.53,55.76238951807572,6481.00804614798
143,51.2,56.5874983197044,6659.990499094679
144,50.86,57.420467620921464,6833.46321712443
