model,k,max_loglik,AIC,delta_AIC,akaike_weight
Cell_num_prolif_no_shed,6,-1381.7666620249315,2775.533324049863,0.0,0.731058823349433
Cell_num_prolif_cst_shed,7,-1381.7666632696144,2777.5333265392287,2.00000248936567,0.26894117665056705
no_prolif_no_shed,5,-2057.9728823942005,4125.945764788401,1350.412440738538,4.22295710406936e-294
