replicate,steps,median_nonvar,median_var,mean_nonvar,mean_var,iqr_nonvar,iqr_var,delta_median
66,300,44.07802687905614,42.08711220648773,44.164783482941374,43.20657738236374,13.929972565219003,14.692065782717506,-1.9909146725684082
67,300,46.31055003410393,44.985553658533554,46.128367196634684,46.088667643387616,15.356370514561405,16.73218297872579,-1.3249963755703789
68,300,44.722184737353786,43.431448887020764,45.486449139446194,44.686929588183624,13.42384029552835,14.797467707070922,-1.2907358503330215
69,300,43.081761601250875,42.49381195228845,44.14807312439839,42.955150944403236,13.773878194913351,14.535447695513739,-0.5879496489624216
70,300,45.87431197604806,42.63067158898694,45.8715901330082,43.70124195617792,13.970594188556248,13.157823384797261,-3.24364038706112
71,300,43.433268229419554,43.07327804219795,43.83743426636435,44.12474104784739,13.159742884090953,11.63252696252949,-0.35999018722160514
72,300,42.85012040496444,43.808176055957404,44.052234421554076,43.8236085277901,13.774133531706305,14.582892376577625,0.9580556509929608
73,300,44.64139639183833,43.32019091467757,44.348226340783086,44.66460055163733,14.420082843996845,14.608872484327122,-1.3212054771607598
74,300,43.870463374673534,42.1252465483783,45.29947590272689,42.72681227866497,13.951209741401357,15.163072108627503,-1.7452168262952341
75,300,42.903852439175814,42.995318978472476,43.430269222229605,42.79887998267156,15.13190833238425,14.548896471470783,0.09146653929666115
76,300,42.028155937773526,45.26238646061854,43.24297105321977,45.37373598218973,15.797229553908622,12.841086487773204,3.234230522845017
77,300,44.32553229002857,43.46214348159232,45.49008083643569,44.245962321581494,14.558485108983518,16.496626424773673,-0.8633888084362482
78,300,43.782575855109975,45.51929057427123,44.82193426053978,44.91511268392333,13.071515239789534,13.667369592397044,1.736714719161256
79,300,42.9274995846957,43.69003537730507,43.69583869678691,44.522325952665696,16.87086009280607,14.490010935648122,0.7625357926093699
80,300,43.38089383441746,44.65582316416067,44.502766667078205,45.27063390682813,15.738411980546672,16.45604847473072,1.274929329743209
81,300,43.65354157944272,43.69013617990109,43.609183730487715,44.32296874024702,12.894295513164785,14.187616914416502,0.03659460045837193
82,300,43.083941245810706,41.58601637609052,43.63273786684568,42.637258325669556,11.378057912971101,13.06003166615848,-1.4979248697201868
83,300,42.502902833308404,43.210400637766654,43.01604870685546,43.66434989036402,15.078113737060313,14.080776289191839,0.7074978044582494
84,300,42.633824114799516,44.08229782776695,44.56258311655411,43.35059847689205,12.094263646480627,13.322692988028123,1.4484737129674343
85,300,45.14855742581153,42.68164383024536,45.06807832085749,43.90074727374658,17.24350123914418,15.0335887900711,-2.4669135955661687
86,300,44.344350784160135,44.218213004467955,45.14112326064972,45.22464438098278,12.954170127080957,17.017258383328105,-0.1261377796921792
87,300,45.55256832925521,41.95111458821933,45.357570553649964,42.77798566877977,15.42568855663584,15.55584770532176,-3.6014537410358756
88,300,41.464134013403566,43.378229317609,43.05270821086998,43.41419506064593,14.705412267872866,14.098149902982485,1.914095304205432
89,300,43.351249240462856,46.35731294527564,44.55107273764649,46.35912200124483,14.77818394943877,15.958222447373778,3.0060637048127816
90,300,44.15398917204314,44.576767427762775,44.1493212639163,44.81454746565853,13.458938297496125,14.446522662248526,0.4227782557196349
91,300,44.44884872018112,42.18335027830355,45.40608431394934,43.71933953171766,15.63000336236,12.650927434852,-2.2654984418775683
92,300,44.24773957985627,43.35444796368615,44.303634850651676,43.47461565434045,14.869843784212641,14.492796851417474,-0.8932916161701243
93,300,44.10144659522767,42.6886169503005,44.297389829729774,43.37636217615452,15.696040592620179,14.170494898752189,-1.4128296449271716
94,300,45.39949147462954,42.58020708900808,44.952323356650005,43.476567638747724,12.86591172196026,15.589734137218564,-2.819284385621465
95,300,43.17773464131611,44.01874086325702,44.363475868461485,44.59293735737755,14.467055497899004,13.023172199793095,0.8410062219409156
96,300,42.29474948720922,43.25789030835276,43.56970877089304,44.042810665387485,15.267787639714491,15.202074164158653,0.963140821143547
97,300,43.69225922770717,41.43835499137686,44.814982186513674,41.71273635199478,14.82137198152543,12.020886199791065,-2.253904236330307
98,300,44.097976468496086,43.11289461567702,43.76361594733777,43.315946382903796,13.08321493060894,14.632384061091592,-0.9850818528190644
99,300,42.899494624641854,43.03715107712161,43.62079550456319,44.64083500900881,16.38361338188065,15.421149675044362,0.137656452479753
100,300,43.47644686310925,43.69522195054162,44.3646199622209,44.536010716577266,11.702351312758651,16.119943862771123,0.21877508743236973
101,300,43.84206069023494,41.505474631939826,44.53441501931984,42.316963461649586,14.487450903490348,14.546702136792547,-2.3365860582951115
102,300,44.935367820379696,42.978929930665885,45.54597161969188,42.980089659279706,15.085440760283298,13.953170169889468,-1.9564378897138113
103,300,43.37474044689645,42.93570493024121,45.19228811469952,44.012796161377075,16.685095454597715,16.48844685154117,-0.4390355166552453
104,300,43.775833261907536,43.62374039486638,44.819932962349185,43.59218933018484,13.374953735604088,13.835552740544856,-0.152092867041155
105,300,44.248324664224356,43.19150395284114,44.46568542676555,43.80955474491191,14.406604809936887,14.578185869983471,-1.0568207113832173
106,300,43.685296608510114,44.86062042590144,44.27902894638991,45.025143566175856,14.39200697394471,16.5204499841172,1.1753238173913232
107,300,43.888650936338884,44.14986199335401,43.85794182659236,44.304478562227345,14.598925341768442,15.857560474631981,0.2612110570151245
108,300,43.78756712154645,43.9546177505496,44.45651171904877,44.34117637897633,14.679315108276278,14.950986736017278,0.1670506290031497
109,300,43.50373717538347,43.2370277482017,43.58420380370915,43.858979374325244,14.39278077743527,15.335775809075933,-0.26670942718177315
110,300,43.77293440322516,41.11655064962076,43.943604339591815,42.51816843195959,15.016327202818616,13.910637628432625,-2.656383753604395
111,300,43.66050330427507,44.187994078652274,44.57188622809172,44.37688769557263,14.966346556042275,17.263696775034887,0.5274907743772062
112,300,43.61293836532996,43.23181221755297,44.51252394141213,43.76036532329412,13.943434686313104,13.648143577942491,-0.38112614777698894
113,300,43.14674892839466,43.40501741622465,43.80956357172371,43.674820604579004,14.782474119279506,15.656618762531927,0.25826848782999434
114,300,42.8793586195999,43.51615213037872,43.58023567509378,43.90473649395196,14.983261721027823,14.19690653077815,0.6367935107788227
115,300,45.5461544513937,43.234022027929065,44.97389278515088,43.4755166023449,13.10831145850728,14.65820411622191,-2.3121324234646323
116,300,42.12358743459845,43.223987510780255,43.020422853221255,43.61215951030455,11.816340623596687,13.596138077545085,1.1004000761818062
117,300,43.722589833549854,44.49589475828817,43.983255219498496,44.48836476149165,13.888424726713787,13.966995970258417,0.7733049247383192
118,300,41.43472085044195,43.83569326114721,42.55584401562315,43.64887281019804,14.383464606811557,12.429423444524275,2.400972410705265
119,300,43.37437622058146,43.90552799653424,43.48546652572151,44.514797196973205,13.918813993180848,13.773859543436444,0.5311517759527788
120,300,41.52665401216214,43.682524420555865,43.433956787203094,44.18553494648929,14.791892677699352,13.386181517174577,2.1558704083937243
121,300,44.011312120577905,43.120720666590714,44.05780557679589,43.88704681934309,14.602894566347203,13.907395966353185,-0.8905914539871915
122,300,43.46974497576492,43.33818680222379,43.677860404257395,44.38648228400314,14.240980692075254,16.234235168878605,-0.13155817354112997
123,300,43.93309416668925,43.40087856159294,44.400197086070236,43.95423604287024,14.760002782499285,16.573804067782575,-0.5322156050963116
124,300,44.46270562643092,43.34163092000682,44.3623758888046,43.98073307823507,14.179334408532895,14.380990160283275,-1.1210747064240962
125,300,43.30515569192671,42.87924656199316,44.4123326809914,43.65210562295978,14.159960733592023,14.729234529588908,-0.4259091299335438
126,300,44.258456217874496,44.36562206164035,45.218937617456604,44.72909804998441,14.731382295555456,14.895286076652717,0.10716584376585558
127,300,43.6238947075184,43.68626147655629,44.74194253631134,44.519180460266085,15.837189402767052,15.301298723508808,0.06236676903788663
128,300,45.00787838831149,44.941330319809694,44.75709165492283,46.01325370810218,13.363589060122052,14.775338462928495,-0.0665480685017954
129,300,41.53091867076664,41.96451996826657,42.84441171891138,43.33578081563563,15.542406547307408,13.37018648753888,0.4336012974999335
130,300,43.70150893863526,44.38041652940443,44.35875049876157,44.98959120838902,15.989279490525682,12.503202811849036,0.6789075907691711
131,300,42.65796807922115,42.551953710828315,43.332393085451756,43.89101794567433,14.781671562732853,14.84795580440089,-0.10601436839283451
132,300,43.29481725439257,42.61579741635548,44.55116580784633,42.801252930479016,14.361739733690328,16.018335798813155,-0.6790198380370924
133,300,43.88118147823282,43.352866770334074,44.718338953596415,44.35759047193026,14.49095470749868,15.088079930600017,-0.528314707898744
134,300,43.47852616006921,42.01797200088041,44.601012193820786,43.15155151856086,16.022885781845282,14.3335907522359,-1.4605541591887956
135,300,43.94516351256198,42.690322364143135,43.96215674370837,44.008621916130416,14.868889213295326,13.434947963283456,-1.2548411484188478
136,300,43.61050461203999,44.13469669016609,44.03430884774208,43.80976105132478,13.895112975499472,12.589226850802007,0.5241920781260987
137,300,44.09501277263437,44.47476387189576,44.264474349463335,44.68276496519075,16.079477523483057,15.238372159666248,0.37975109926139083
138,300,41.841171999123866,41.68258562580841,43.665586908586505,43.77157956049814,15.953477298282472,14.96978117617671,-0.15858637331545822
139,300,44.49695424676098,43.786636534148585,44.61826771566056,43.39578810681154,14.989504538890031,15.002617547560568,-0.7103177126123938
140,300,44.74508631366788,44.08570134514875,44.36761780499307,44.79266952823803,15.897985908747579,13.273448858900338,-0.6593849685191344
141,300,44.84786471226033,42.520291518537064,45.209538915480906,43.838903950349064,13.510911679765279,15.085901727085819,-2.3275731937232678
142,300,42.61775190906676,45.69806626749955,44.08991213698569,45.71339142121581,15.752814275649861,13.685624990563149,3.080314358432787
143,300,43.841180829275935,43.420343774577645,44.40830413829249,44.0503985791435,14.047484073342467,14.159804080881031,-0.42083705469828914
144,300,44.24501524833527,42.79848152168754,44.5721833107915,43.84802643692196,15.292571225300215,15.886451741449577,-1.4465337266477292
145,300,45.13122224067146,42.24724668579351,45.41882966345598,43.98979027130685,15.36787712278111,15.3179745220948,-2.8839755548779493
146,300,44.077650263895436,42.59303924229919,44.91710994145098,43.20378271173282,13.203150153148478,15.317268201652801,-1.484611021596244
147,300,42.73449428501793,43.09490658114265,43.40505467018844,44.41512215527152,12.644369411534782,13.811308063846454,0.36041229612472137
148,300,43.28084151280355,43.74547394314972,43.960919347956725,44.42953306482436,15.07953893389562,13.949135223436663,0.4646324303461711
149,300,43.96194563129139,44.715264290798395,45.03787505576924,44.76661969188949,14.289812569070676,13.137118617863223,0.753318659507002
150,300,43.93338791773958,44.017098969538964,45.54476162728166,44.418737509958234,16.327977023099656,14.23060780003243,0.08371105179938354
151,300,44.40051439013894,43.254135838523126,44.82945160364943,43.70106208142406,13.031328960909164,15.30298939549867,-1.1463785516158111
152,300,46.11592937174317,42.980648364055824,45.168734171651224,42.8631989505155,13.708129503928689,15.026762891161411,-3.1352810076873467
153,300,44.74086961887526,43.6582050246059,44.98281613733659,44.68991648145904,13.697991665206274,14.087768747309227,-1.0826645942693602
154,300,45.597467651286095,44.864750128711385,46.324817345093926,45.92856918905217,15.872400797710817,15.731180924302905,-0.7327175225747098
155,300,45.05675306481591,42.54315538337012,45.53229442983524,43.504206930602535,15.881105292532425,14.122933067590942,-2.5135976814457877
156,300,44.389157265774,43.33338339636905,45.62839099142409,44.44448953581753,14.534978178696655,14.250975949017416,-1.0557738694049519
157,300,44.18839805719921,44.48107167035446,44.582536735348704,45.42853734491264,15.2061216568705,15.957540005310264,0.29267361315525164
158,300,42.80479828648465,44.200881307932676,43.52430048628636,44.26335704082303,13.093459529448403,15.227179541252795,1.3960830214480282
159,300,43.90373790303315,44.111994426263195,44.637704445912775,44.44555490502759,13.59484351802616,13.384172993486409,0.20825652323004817
160,300,44.09461641040204,44.36967488779308,44.36975638872597,44.17972556607081,13.654581003137125,14.612867250503825,0.27505847739104183
161,300,44.44117405340402,42.55151044311229,44.78770704249503,43.68060407576208,14.216968697285544,15.629108464292678,-1.889663610291727
162,300,45.04514730128372,41.61583593128537,45.284588558428446,42.530867090730375,15.850252809748824,17.140531241282474,-3.429311369998352
163,300,43.649689707513645,43.39328551787769,44.28149476319547,44.80565338856878,15.133963134272683,14.252729105082835,-0.25640418963595124
164,300,44.98061090604703,42.633639156864845,44.892409301592,44.0344176209329,14.888940109938837,15.745612816823751,-2.346971749182188
165,300,42.983010660209544,43.31111686750526,43.90733325195704,43.36379804254844,13.178445104871095,15.019794380065008,0.3281062072957184
166,300,44.101159471175976,44.08546134596078,44.542607709080336,44.99655791640829,13.825596091349055,13.844593990565834,-0.01569812521519509
167,300,43.66129235066215,44.05103556014699,43.60939826454498,44.439872841104126,14.012122094639693,12.943032401341213,0.3897432094848412
168,300,45.117440142117424,42.82843120436714,44.975037904437094,43.96714042258152,17.210536478576557,14.454313663535537,-2.289008937750282
169,300,45.59394477365602,42.71456896157369,45.09319705655943,44.043012297171316,15.407513886363056,13.779491921273362,-2.87937581208233
170,300,43.08631619421768,43.45301555978299,44.26373116415002,44.13963401966288,14.417206424733692,12.361092027495062,0.36669936556531013
171,300,44.170346129352694,44.819061990649786,44.95307999053192,45.83923444792894,14.299247614036275,14.952568345146872,0.6487158612970916
172,300,44.41413086117992,42.96992081975244,45.18242713542507,43.40829306617588,13.721443933171308,12.684218100531346,-1.4442100414274819
173,300,42.88270119353895,43.616074996173296,43.54490172401529,44.6018314109734,14.568951644801167,16.489583407159614,0.7333738026343468
174,300,42.72250120994308,42.45288045913319,43.89665459325047,43.02660578996037,14.971514868303146,12.1920266163063,-0.26962075080989223
175,300,44.26517789168695,43.715501038579205,45.25344681443743,43.925239039372165,12.98163468060556,14.646788586838674,-0.5496768531077478
176,300,42.50134281831062,44.58980180695178,43.670772916946945,44.96114576773035,14.429686556824606,14.719749076668101,2.0884589886411646
177,300,45.07968651392101,43.66152821490982,44.99989087526915,43.59981070850538,13.59561991959449,14.244234603804763,-1.4181582990111892
178,300,43.80693412652649,42.60197591934831,44.240521767601145,43.902004117178414,13.938229703699264,16.433923371599015,-1.20495820717818
179,300,42.834318986088576,43.14104798094034,43.687092598703835,43.930867782868425,14.453954569479926,14.575418081053698,0.30672899485176686
180,300,42.73195720226005,43.32633071653747,43.37147203384431,43.809667792599555,13.788961323794481,13.029769878801076,0.5943735142774216
181,300,42.53814365197131,42.7393305294764,43.33379211169531,43.11039007346614,12.273153536937038,14.50456394108744,0.20118687750508712
182,300,45.843072774779344,42.44326579741323,45.79795610508637,42.202022283412035,14.93535250079843,14.159945079297827,-3.3998069773661115
183,300,42.37636663743464,42.448317180414975,43.7929172994901,42.86160269977486,17.126524581881476,13.416882156027235,0.07195054298033199
184,300,45.074289047632185,44.58865981318666,45.674976177748576,44.42957792315319,14.19285812346034,14.631497732722117,-0.4856292344455255
185,300,43.83284639724579,42.89361386352098,44.46374506226054,43.500985719805335,14.263580759603173,14.344942037161601,-0.9392325337248053
186,300,43.27981402621548,42.9048500321017,44.158320516687304,43.73705563157558,14.629478456499484,15.007588583496144,-0.37496399411378434
187,300,44.62061438737844,42.086659600233915,44.75083383472172,43.241265362526356,18.393842751598626,14.651187277167693,-2.5339547871445234
188,300,43.67870916130182,43.305844601184766,44.24752405400018,44.634197012617484,14.423027713938602,13.274114191193341,-0.37286456011705127
189,300,44.17550379739211,42.59424235061717,44.32752371003052,43.23703319655284,14.953637031032663,15.528221385397224,-1.5812614467749384
190,300,43.56493517258427,42.51768828027889,43.7423255060423,43.180864110983364,14.335646655796268,14.206506377800132,-1.047246892305381
191,300,44.46038184499069,43.399911543935836,45.427584443084314,43.60379851009965,14.798647560057894,14.295740623751037,-1.0604703010548562
192,300,42.32547052794806,43.60274320045842,43.41074293884878,43.45444287832461,15.151669604122326,14.598509766176058,1.2772726725103567
193,300,41.98399757203231,42.51569708962356,43.433843328791085,43.07146387121437,14.376068390567646,11.502406619284855,0.5316995175912496
194,300,44.52118310220879,43.55148701235719,44.597284399376086,43.666558504257246,17.15763124019658,13.986150078016657,-0.9696960898515954
195,300,43.1551364049185,43.647526472749355,43.67413627000803,44.107999039261045,15.602990128829369,14.06013955852336,0.49239006783085415
196,300,43.99973742665627,43.24449136998091,44.38017605270741,44.87639650692296,14.369588416264925,15.613344928682835,-0.7552460566753538
197,300,45.043017792146244,44.22362881852713,45.36237723081681,44.73422604708609,15.290911595167316,13.730209712068074,-0.8193889736191124
198,300,44.674324469159586,42.44456188754319,45.87888375236403,44.16100692918732,16.70428004240371,13.891745287369112,-2.2297625816163986
199,300,43.92613660006026,43.56583794500695,44.334649888604616,43.823137326774585,13.648091051941144,16.22673062626143,-0.36029865505331315
200,300,43.67287239950241,44.06507609716024,44.380649106833424,44.25980414800943,13.062179532423556,15.387254233528338,0.3922036976578269
201,300,45.31263250551917,43.83686110982274,45.3737685700452,43.48870158632064,17.320020387524757,15.52617654961034,-1.4757713956964267
202,300,41.68913229898674,43.723054614042226,43.91832171662355,44.286601369864755,15.299676361569517,14.533325482012323,2.0339223150554844
203,300,41.77868741751966,45.93425391175414,42.552777543748505,45.12966318138629,13.846575222461496,15.645671520474174,4.155566494234478
204,300,43.61457799981211,41.52652089384694,43.75531787469658,42.67751487267549,14.926997328922859,13.95312923431969,-2.08805710596517
205,300,42.939227924280004,42.82213008171765,43.584143197111096,43.36553517083087,13.933891481969106,15.606062911543503,-0.11709784256235167
206,300,43.08492997537925,44.11483599015751,43.3051383736196,44.84444339598094,13.088870448376952,17.59878337806802,1.0299060147782626
207,300,44.46823507130854,41.98837292407739,45.16026011878956,42.63684229958276,14.913050163680019,14.07436481072827,-2.4798621472311524
208,300,44.814588888572416,44.38775175887602,45.113161961300946,44.53125450359206,14.987752213483091,13.361497202746094,-0.42683712969639487
209,300,43.92266716903042,43.31789867059324,44.35928030539553,44.2111450895473,14.799353868219086,14.443512042951276,-0.6047684984371813
210,300,43.65505291978202,43.66806627394243,44.07585412216964,43.71297803163858,14.937167757164318,14.300510109650375,0.01301335416040672
211,300,43.88486604337764,43.184486488290474,44.50970916825008,43.7198383745015,15.163105891664735,16.794884468770974,-0.7003795550871672
212,300,44.86844334651994,44.28113615204212,45.89871834754197,44.563792852332504,14.18438169360045,13.988968571139836,-0.5873071944778161
213,300,41.9044273949326,41.96246957374771,43.307511912723754,43.14631830936364,12.736043945373169,12.206872603008875,0.0580421788151142
214,300,42.18887102389355,42.31506733982645,42.93466232783221,42.60603282133975,13.968127426084578,15.875249921815268,0.12619631593290137
215,300,44.13070473777917,43.52319397895104,45.02339565307567,44.80992295001651,14.624952057685086,14.243167014273808,-0.607510758828127
216,300,43.90908642686925,44.93763591181912,44.069000257252924,44.55348112835066,14.00160613164396,14.726246484023783,1.0285494849498704
217,300,43.7809363174827,42.94163995067933,44.414467805274676,44.25254084643481,14.881959496518284,15.655693771334711,-0.8392963668033673
218,300,44.95748291751413,44.351723235123934,46.219449295776045,44.728772772287506,13.38088395374097,13.806669187849494,-0.6057596823901932
219,300,44.37658872290008,43.120387627838475,43.55940193536024,43.92626218854621,15.407789806774161,14.127235611929642,-1.2562010950616056
220,300,43.12121046337425,44.029803012392414,44.098107695044526,44.10418066658011,14.600276855379974,14.470202329794951,0.9085925490181666
221,300,42.81831205608898,41.425368237971114,43.63905171419875,42.54200765264814,13.264924757818434,14.081469462981929,-1.392943818117864
222,300,44.048864777417194,45.06160223642295,44.85370857973201,45.43587928179242,15.943416599535048,14.57357684872487,1.0127374590057556
223,300,43.33314095012737,43.25117868839862,44.21218999323391,43.811893828141315,15.127511214416543,15.297473411676123,-0.08196226172875498
224,300,42.8085635244775,44.145703535317075,43.544937823852244,44.12956737697335,14.685461381194564,16.03805251941774,1.3371400108395761
