stage,merge_prob,adhesion,fragment_rate,heading_sigma,init_n_clusters,dist_s,dist_scale,nnd_rmse,s0_rmse,s0_rrmse,s1_rrmse,s2_rrmse,penalty,score
6,0.8949634305067097,0.8294011645066669,0.00040457965820518037,0.5458849880176067,969,0.6680242929674886,3.50544738994958,13.135806119825284,13.691692739969291,0.13031556904515826,0.1307998274416599,0.28844093137554744,0.8844093137554743,27.711908173550047
6,0.845352441901971,0.8405658502388018,0.0009828960268282283,0.544482544723538,949,0.6964158964991853,3.425368824123793,11.849531455236459,15.452564244854178,0.1363927588212618,0.144241289975406,0.30106756498413434,1.0106756498413434,28.31277134993198
6,0.8283194224303252,0.7880434968666671,0.00034270374784024327,0.5237263994027491,974,0.6310569473801969,3.4887462200234136,13.773228257473457,14.39131016359144,0.12335016090268229,0.12962193393376917,0.29840432790029875,0.9840432790029874,29.148581700067883
6,0.8357126507806254,0.8565732066211406,0.0004895510863741546,0.4177652372523972,945,0.643866056150805,3.3507579969324994,11.154186142878782,12.399560042565415,0.11797971272719278,0.13572241466804047,0.2951945610323932,0.9519456103239321,24.50569179576813
6,0.830921999304683,0.8084747456856195,0.0005061673110577695,0.3902156267155909,965,0.705890622534548,3.418721754494554,12.173061747732854,13.54346323224256,0.1377850916667082,0.11632470625756583,0.296199186518176,0.9619918651817599,26.678516845157173
6,0.7885377228073207,0.8404139502624539,0.0008676209462870908,0.43338141557087423,972,0.7531787154245447,3.477805624536901,11.82081740015046,15.74222148556218,0.16033513202940977,0.12856338225669817,0.3053241708741364,1.0532417087413637,28.616280594454004
6,0.8988762471120898,0.8636433160177233,0.0005667917662691462,0.5535418278502044,950,0.69227199444292,3.443476749089321,14.545831519033847,13.15223639854514,0.1382718032479374,0.12373446889741195,0.2640242238537493,0.6402422385374928,28.33831015611648
6,0.8345270319650383,0.7865907898279896,0.0010989667363497824,0.3812408637311844,948,0.7290272174667104,3.514645742026134,11.827736315224515,17.232572397099744,0.1695706486735268,0.12784273753765674,0.3156989821275147,1.1569898212751468,30.217298533599404
6,0.8151884129115,0.831793012748301,0.0008543679333079448,0.5443679119824766,950,0.7164830868282187,3.4463744048392853,10.932579699188425,12.458268009858537,0.1282847742607133,0.12342459244927624,0.2988995475663286,0.9889954756632857,24.379843184710246
6,0.9177953267279871,0.8269137800040395,0.0003142839956166361,0.5524253526148235,981,0.621055438599961,3.386122954672142,14.92313574660129,17.843400995837484,0.11719308298468531,0.1534743968785904,0.3172353278249507,1.1723532782495067,33.938890020688284
6,0.7567200279148134,0.823610230529651,0.0003389727002604173,0.5287064692132784,958,0.7077703456967946,3.4619862546468925,13.541441511648074,14.217510641187532,0.13135242520801874,0.13664272700791083,0.29767635026442657,0.9767635026442656,28.73571565547987
6,0.9217075265211773,0.8525244790943655,0.00083310197041431,0.3582086935373588,960,0.7083524667014353,3.4355951557569875,11.764277872355372,15.090566407292737,0.15640525971640493,0.1224512391747386,0.2949821217672604,0.949821217672604,27.804665497320713
6,0.7594748592316616,0.8003696933119994,0.0007006959002489808,0.3593293901588286,964,0.6669006512585183,3.369849178316762,13.680719109105889,13.143256705518947,0.112371904686187,0.1341681948542948,0.2922827895741673,0.922827895741673,27.74680371036651
6,0.8911111102342206,0.8367453854141853,0.0009979082082751454,0.5002897285163886,977,0.7224986243126208,3.408590906768848,11.376770537409536,14.224445391421593,0.14396971570716402,0.13131762673856603,0.2839972553773521,0.8399725537735209,26.44118848260465
6,0.8589641616299919,0.8457535752757034,0.0007172222575951688,0.3814129367331522,972,0.7580866196558804,3.443482531547639,9.617153588054178,15.940651215615105,0.16676939920091202,0.134992626068369,0.3555027612012372,1.5550276120123718,27.112832415681655
6,0.8738199598115212,0.7997660024973502,0.0004186425693654302,0.5228203822626423,955,0.6766887789959335,3.374826317268645,14.543802897791348,16.660604421020317,0.1249446204663147,0.14464118243174245,0.3041237094918374,1.0412370949183742,32.24564441373004
6,0.8517410770968699,0.8268337512628912,0.000670664724671142,0.4199503537931194,963,0.6232940488783819,3.5214257257882644,12.279751513693478,15.29659743233917,0.14305338917964275,0.13344036951337473,0.32224715983027513,1.2224715983027512,28.798820544335396
6,0.8248029137663235,0.7956270794967559,0.0006656504660145128,0.5124432936900868,964,0.7296603611595973,3.3724823540708475,11.79083818648851,15.0919631511736,0.14924724170357023,0.13959294950860182,0.32385837238145004,1.2385837238145003,28.12138506147661
6,0.9213354672196477,0.795071346585465,0.0005538465104127052,0.5000903865776506,966,0.6678081149603335,3.5246942410935644,10.410370141351974,15.77857685085164,0.15773511194264445,0.13544909630619564,0.36939706938019806,1.6939706938019805,27.882917686005595
6,0.7637298619025936,0.8445976358392611,0.00036363340629720793,0.3765549552054971,950,0.7123941575847235,3.358532593344952,12.702007404125876,12.85106446728855,0.13167859403811952,0.12211138834322796,0.28399819782703223,0.8399819782703222,26.393053849684748
