stage,merge_prob,adhesion,fragment_rate,heading_sigma,init_n_clusters,dist_s,dist_scale,nnd_rmse,s0_rmse,s0_rrmse,s1_rrmse,s2_rrmse,penalty,score
18,0.8403838413718037,0.8214284481396287,0.0006039531896977002,0.4839728000375411,957,0.6886811022686781,3.4673569549489067,10.252947685830074,11.374538846078362,0.12028617892918177,0.11423810748837142,0.27028078317633536,0.7028078317633535,22.330294363671793
18,0.841230025389548,0.8333507102825551,0.0006510416865843165,0.4793249868024742,961,0.7013941747238271,3.464417910363294,11.033159647927546,10.574136639767014,0.11422232083291636,0.11426681734286509,0.2757180123424976,0.7571801234249759,22.364476411119536
18,0.8457314344116386,0.8366114456887277,0.0005697094533990719,0.4730384453322209,958,0.690693965961426,3.460709062076966,10.430945455929555,11.687671718097965,0.12733994785297853,0.11000100581385223,0.276280908291618,0.7628090829161799,22.8814262569437
18,0.8455953337740845,0.8353246134955387,0.0006279174832990086,0.4723351680006885,958,0.6998261437328015,3.4563680940557533,9.761079795575995,12.819965127261842,0.12363885317459876,0.12558986990979185,0.28262665929717135,0.8262665929717133,23.40731151580955
18,0.8453219916794512,0.826631806459988,0.0006639158342114706,0.4862826256259242,960,0.6943997311564156,3.464067983180907,10.597439745742914,12.21424934404793,0.12475061524636523,0.11606290840423943,0.2736214444674512,0.7362144446745117,23.54790353446536
18,0.84209446099175,0.8308735891189534,0.0005810917662194972,0.4690539707010506,958,0.6971592855638302,3.457889907612603,11.488892583174918,11.543213845596432,0.12713342004504566,0.11256231135378025,0.2575034950216099,0.575034950216099,23.60714137898745
18,0.8430449382388281,0.8363519908250822,0.0006296267024126755,0.4820586048453333,961,0.6898865852090039,3.4585170081307908,10.929664642655974,12.103406249633682,0.13154106666627213,0.1160812239422237,0.26824555014267143,0.6824555014267142,23.71552639371637
18,0.8412178195343971,0.8278121938783715,0.0005818549238088063,0.4664010983124569,958,0.6873843386381825,3.458965519970473,11.603872253447184,11.669136948402908,0.12035511920152862,0.11751056394920192,0.2648469183250474,0.6484691832504741,23.921478385100567
18,0.8422787605950883,0.8336747099995746,0.0005960374123791442,0.48632087200695373,957,0.7002865275155576,3.461810576228414,10.461118181564588,12.646834885179201,0.12703570327759317,0.12049656530142182,0.2959472122830919,0.9594721228309189,24.06742518957471
18,0.8414550636219611,0.8330061025834551,0.0005700376031104675,0.478622742412088,961,0.6874575741432357,3.461840998463728,11.594398903864555,11.902459724838097,0.1265974628582212,0.11061338393326788,0.26886874932414806,0.6886874932414805,24.185546121944135
