model,k,max_loglik,AIC,delta_AIC,akaike_weight
Cell_num_prolif_cst_shed,7,-1361.9403379796936,2737.880675959387,0.0,0.999999773305117
Cell_num_prolif_no_shed,6,-1378.2399986048522,2768.4799972097044,30.59932125031719,2.2669488289000857e-07
no_prolif_no_shed,5,-2037.41762740278,4084.83525480556,1346.9545788461728,3.2548383015195496e-293
