model,k,max_loglik,AIC,delta_AIC,akaike_weight
Cell_num_prolif_no_shed,6,-868.6244213254554,1749.2488426509108,0.0,0.7310581536750727
Cell_num_prolif_cst_shed,7,-868.6244191640671,1751.2488383281343,1.9999956772235237,0.26894184632492735
