model,k,max_loglik,AIC,delta_AIC,akaike_weight
Cell_num_prolif_no_shed,6,-762.8267522797406,1537.6535045594812,0.0,0.7310583335346285
Cell_num_prolif_cst_shed,7,-762.8267510331464,1539.6535020662927,1.9999975068114964,0.26894166646537154
