model,k,max_loglik,AIC,delta_AIC,akaike_weight
Cell_num_prolif_no_shed,6,-1487.9052001168611,2987.8104002337222,0.0,0.7310584418202811
Cell_num_prolif_cst_shed,7,-1487.905199421025,2989.81039884205,1.9999986083275871,0.2689415581797189
