step,num_clusters,mean_cluster_size,mean_squared_cluster_size
1,681.93,1.178925216141843,1.562910698674183
2,626.18,1.2894015510680499,1.9917427779958066
3,590.41,1.3729339515301038,2.3515298483342537
4,561.99,1.4484106217631925,2.700611350881203
5,537.27,1.521369882678499,3.066223654871526
6,517.01,1.5873964289261584,3.409255956588648
7,498.47,1.6537086431270784,3.7621631762140337
8,481.42,1.7188636248711708,4.131599986801808
9,465.94,1.7836955357400779,4.5169215022083895
10,451.48,1.84782583975772,4.921911117020159
11,438.2,1.9113587484153263,5.330851686464335
12,425.57,1.9761295656568945,5.7652928412927755
13,413.79,2.040631422550735,6.213390493504847
14,402.8,2.1050341280998914,6.674544056137985
15,392.54,2.1687900505215394,7.152683816816074
16,382.75,2.233583350168901,7.637809346722811
17,373.15,2.3000674260763345,8.157996888903371
18,364.9,2.361091257047064,8.64645336290891
19,356.8,2.425054407464917,9.177557137902438
20,348.74,2.4915608126184985,9.75325249108888
21,341.31,2.556189717490973,10.320492349128056
22,334.14,2.6218463909800733,10.912250301256993
23,327.44,2.6862882335531015,11.508141170007496
24,320.59,2.755454812676118,12.18171085555794
25,314.4,2.8219997859156756,12.840108918364871
26,308.49,2.887073543718653,13.501795912856927
27,302.88,2.9530111498605534,14.18067907666409
28,297.14,3.0219827815570954,14.929457215756292
29,292.22,3.084042032098758,15.62809155776881
30,286.7,3.156118064269145,16.418571267463893
31,282.09,3.220636329609099,17.190162035885468
32,277.62,3.2846764257412273,17.93384025016941
33,272.46,3.360347908867448,18.84686167921401
34,267.94,3.431027187775014,19.710957684610435
35,263.44,3.5027778994041023,20.598126058619588
36,259.67,3.568078145854167,21.447482857153403
37,255.67,3.6405969260971385,22.423139810554094
38,251.82,3.711785588813404,23.330736818261666
39,247.75,3.787408372103595,24.382166716018297
40,244.02,3.8603273204541684,25.41827467742994
41,240.45,3.934241396712676,26.41357708030763
42,236.83,4.0104543266640595,27.516657813885335
43,233.5,4.083842749187139,28.59587702858846
44,230.14,4.160924272049365,29.759511594381852
45,226.78,4.239537523884305,30.954438601487
46,223.6,4.318187196072597,32.14553651393453
47,220.56,4.396614255634762,33.383734344269186
48,217.44,4.47903520805819,34.7846075017329
49,214.74,4.55465378351143,35.978737105238615
50,211.92,4.634934922499488,37.326798956187446
51,209.22,4.7127171204345535,38.61216140890749
52,206.51,4.794471256270629,39.956801006578786
53,203.87,4.87402553692397,41.273477738327195
54,201.59,4.947953235111232,42.63580976196833
55,198.99,5.0341054221364,44.27124585191079
56,196.4,5.12140231827269,45.91421066867972
57,194.33,5.197976205909799,47.28210219348251
58,192.05,5.281377426748158,48.82590395843792
59,189.91,5.36187562376562,50.34870076802985
60,187.78,5.445743179188307,52.027949513066034
61,185.93,5.522073520884635,53.720706917681774
62,183.97,5.602026505996264,55.3613824780557
63,181.85,5.689283504543205,57.160066737099086
64,179.93,5.777163554955398,58.9696599592716
65,178.25,5.853640494196255,60.51795258346705
66,176.23,5.943671793169678,62.42336237434678
67,174.34,6.032230146515574,64.39624821967183
68,172.29,6.130667118848453,66.62223818950021
69,170.9,6.205106169732167,68.27059610308673
70,169.01,6.298012902099047,70.59058529155068
71,167.55,6.378275931730862,72.48308311819143
72,165.8,6.472167520884194,74.85578397483036
73,164.2,6.562581190571292,76.96844557622985
74,162.74,6.646435271779792,79.05931256121823
75,161.33,6.730737333656253,81.25251294422806
76,160.09,6.810200832415505,83.24679210748087
77,158.64,6.9001986449187145,85.65951105324464
78,157.12,6.996862051215288,88.21972730538494
79,155.8,7.084379211267605,90.69087989623975
80,154.48,7.173146569899147,93.07798703507714
81,153.0,7.272666290053403,95.79483985909117
82,151.7,7.36461581713719,98.29919893220693
83,150.02,7.477654200839437,101.56215807010163
84,148.75,7.5739216135267124,104.14574245547907
85,147.6,7.666546234128613,106.9027917027428
86,146.39,7.759209245844599,109.3916079498707
87,145.11,7.8605546400222455,112.47474377248727
88,143.79,7.966421406322538,115.57823886964616
89,142.53,8.067706612491612,118.82206782688807
90,141.33,8.16930421091278,121.95995597779934
91,140.06,8.274986478801576,125.14164450958384
92,138.95,8.377949086366428,128.32022986416297
93,137.76,8.485089143926809,131.86800652679776
94,136.68,8.583925267859494,135.25595233421905
95,135.37,8.702334830507471,138.94704050604878
96,134.61,8.788042172662081,141.57047630534944
97,133.37,8.907460169938691,145.34095101682493
98,132.36,9.011321333207036,148.92571003751166
99,131.16,9.130812798345879,152.85244566765587
100,130.0,9.248645497400203,156.95536951984602
101,128.78,9.374975604716479,161.62108712920198
102,127.77,9.489468053329055,165.5504987708477
103,126.71,9.609012593954855,169.60190718448175
104,125.91,9.707921680415335,173.23687599978297
105,124.83,9.831263462815881,177.97711064880323
106,123.85,9.951873024951903,182.2343663312024
107,122.89,10.069052605544298,186.65901549288992
108,121.91,10.19249166390346,191.43159879039132
109,121.0,10.312374791079465,196.02054671532144
110,120.21,10.4240403734105,200.3449496359245
111,119.36,10.540647462230565,205.08657463542096
112,118.44,10.668012830124091,209.9550253769989
113,117.71,10.779156038554365,214.6022096111561
114,116.98,10.891207757668901,219.17724128622385
115,116.29,11.004834217294007,224.12866062395221
116,115.42,11.132197479511012,229.081074835878
117,114.69,11.248010145236563,234.20679532965048
118,113.67,11.394300900853477,240.29486658655745
119,112.85,11.523860713777024,246.36347049237574
120,111.97,11.658604581838182,252.0137849781859
121,111.19,11.786137460807357,257.55384744921287
122,110.47,11.915817371373272,262.92284880986443
123,109.75,12.040324745444071,268.45174323823665
124,109.15,12.152813116857505,273.99748551934766
125,108.34,12.295323569110177,281.0159340625644
126,107.6,12.426733292632443,287.00915484586665
127,106.76,12.568321698942198,293.6480483170277
128,106.11,12.696667194536214,299.43999825591186
129,105.37,12.838295721449231,306.2790022734538
130,104.67,12.975247634011946,313.1058207062105
131,104.04,13.106499378832023,319.6118478426563
132,103.33,13.248970994920747,326.5172197255839
133,102.75,13.380149621882543,333.15759008046984
134,102.05,13.528191727251768,340.4183098950165
135,101.57,13.645610553517622,346.5336132366624
136,101.01,13.777735231658005,353.86658771726366
137,100.29,13.932131153615966,361.6879145515026
138,99.67,14.07546404270817,368.9241168891551
139,99.01,14.229185983451389,377.44982239754324
140,98.43,14.372225559874613,385.48139401627384
141,97.76,14.526320989579746,393.01864702555895
142,97.19,14.665547570010828,401.0674704925639
143,96.77,14.784412130450812,407.95821172269956
144,96.28,14.921364837788675,416.03491965239516
