label,t,epsilon
isotropic/constant,-1,inf
isotropic/constant,0,42.85326383504029
isotropic/constant,1,29.38522903524163
isotropic/constant,2,24.76442475929279
isotropic/constant,3,23.161824707176994
isotropic/constant,4,22.340997909896046
isotropic/constant,5,21.676188933872947
isotropic/constant,6,21.240750587891913
isotropic/constant,7,20.523911808364325
isotropic/constant,8,20.26168080525871
isotropic/constant,9,20.07003947649964
isotropic/constant,10,19.837460502736267
isotropic/constant,11,19.638827195377424
isotropic/lognorm,-1,inf
isotropic/lognorm,0,30.40387286797275
isotropic/lognorm,1,23.18015833627088
isotropic/lognorm,2,20.05003626776109
isotropic/lognorm,3,14.828120454283486
isotropic/lognorm,4,11.145101395654226
isotropic/lognorm,5,9.188271694008264
isotropic/lognorm,6,8.243586909975633
isotropic/lognorm,7,7.518844183736771
isotropic/lognorm,8,7.002098567523977
isotropic/lognorm,9,6.6677924308564664
isotropic/lognorm,10,6.356511138535264
isotropic/lognorm,11,6.159061702842454
isotropic/gamma,-1,inf
isotropic/gamma,0,33.3018962001396
isotropic/gamma,1,26.006920216637553
isotropic/gamma,2,23.026861305944575
isotropic/gamma,3,22.032648152315314
isotropic/gamma,4,20.930213663558064
isotropic/gamma,5,20.270807022676983
isotropic/gamma,6,19.7061816474785
isotropic/gamma,7,19.187613338950573
isotropic/gamma,8,18.936173622053712
isotropic/gamma,9,18.730574671335983
isotropic/gamma,10,18.385934565367855
isotropic/gamma,11,18.30849389984874
isotropic/weibull,-1,inf
isotropic/weibull,0,35.688560810154755
isotropic/weibull,1,27.568653837803662
isotropic/weibull,2,23.306170450252413
isotropic/weibull,3,22.324531162527766
isotropic/weibull,4,21.418372088462256
isotropic/weibull,5,20.80015893821424
isotropic/weibull,6,20.307672946138993
isotropic/weibull,7,19.762627955343067
isotropic/weibull,8,19.520445032089125
isotropic/weibull,9,19.32482019933328
isotropic/weibull,10,19.067200661375367
isotropic/weibull,11,18.953038946895536
persistent/constant,-1,inf
persistent/constant,0,33.333373933185555
persistent/constant,1,25.674124657860098
persistent/constant,2,22.988090093671374
persistent/constant,3,21.183447982435002
persistent/constant,4,20.35076558586151
persistent/constant,5,19.991022606297765
persistent/constant,6,19.460379147174113
persistent/constant,7,18.980299786480074
persistent/constant,8,18.567017897092867
persistent/constant,9,18.465399533840305
persistent/constant,10,18.009126424341382
persistent/constant,11,17.654272091320948
persistent/lognorm,-1,inf
persistent/lognorm,0,25.951888132703672
persistent/lognorm,1,21.17421406208453
persistent/lognorm,2,17.06430853996078
persistent/lognorm,3,13.663882176490848
persistent/lognorm,4,11.100295433858589
persistent/lognorm,5,9.342561119890437
persistent/lognorm,6,8.397639976240628
persistent/lognorm,7,7.9619510781715
persistent/lognorm,8,7.555771669408619
persistent/lognorm,9,7.1820195860616645
persistent/lognorm,10,6.8729199432014
persistent/lognorm,11,6.6531570564306755
persistent/gamma,-1,inf
persistent/gamma,0,24.186908133122092
persistent/gamma,1,20.748922264371668
persistent/gamma,2,19.03967386918339
persistent/gamma,3,17.590568913831454
persistent/gamma,4,16.121233888666687
persistent/gamma,5,15.126679578744962
persistent/gamma,6,14.164021519512495
persistent/gamma,7,13.279368161953899
persistent/gamma,8,12.660627918707698
persistent/gamma,9,12.243717774181013
persistent/gamma,10,11.636417889628067
persistent/gamma,11,11.244463767950844
persistent/weibull,-1,inf
persistent/weibull,0,26.23143575129545
persistent/weibull,1,21.92991187261047
persistent/weibull,2,19.76530363328983
persistent/weibull,3,18.592347310848854
persistent/weibull,4,17.487843444324945
persistent/weibull,5,16.488099643928447
persistent/weibull,6,15.491881428218138
persistent/weibull,7,14.795850640468709
persistent/weibull,8,14.263429253700732
persistent/weibull,9,13.809128624172013
persistent/weibull,10,13.448854898353611
persistent/weibull,11,13.05944422037225
