model,k,max_loglik,AIC,delta_AIC,akaike_weight
Cell_num_prolif_cst_shed,7,-585.7197820786719,1185.4395641573437,0.0,1.0
Cell_num_prolif_no_shed,6,-668.6196581960169,1349.2393163920337,163.79975223469,2.6998257406856023e-36
no_prolif_no_shed,5,-868.8514912586481,1747.7029825172963,562.2634183599525,8.054711971740466e-123
