step,num_clusters_mean,num_clusters_lower_95,num_clusters_upper_95,mean_cluster_size_mean,mean_cluster_size_lower_95,mean_cluster_size_upper_95,mean_squared_cluster_size_mean,mean_squared_cluster_size_lower_95,mean_squared_cluster_size_upper_95
71,95.01,90.475,100.0,15.586334797376441,14.80475,16.344487179487178,489.91908807748536,411.71425,596.4277564102563
72,91.01,85.0,96.52499999999999,16.457353695270843,15.486933526632303,17.64264705882353,559.566330195366,457.5376966901791,690.9895861833105
73,88.3,83.0,94.0,17.15423460394981,16.117021276595743,18.284036144578312,613.4686500025152,498.59259608785175,785.543674698795
74,86.21,81.0,92.0,17.762929098332357,16.620365504061155,18.901234567901234,668.1060569992603,546.0350427350427,872.2295070525998
75,84.4,79.0,91.04999999999998,18.348524500207855,17.0005615942029,19.628797468354428,720.2329747963736,580.116825962019,935.146331018518
76,82.78,76.475,90.0,18.921096918009543,17.38611111111111,20.492963943950787,766.7109515990497,613.0716856060606,1021.8575593354427
77,81.3,75.0,89.52499999999999,19.484378164885268,17.647387640449438,21.107999999999997,812.3607550166721,660.8397925475687,1079.2756410256409
78,80.06,73.0,88.52499999999999,20.00821987528195,18.026873723186924,21.73321917808219,862.220882121331,691.5627598314607,1157.8924054054055
79,78.62,72.0,87.52499999999999,20.600945819898968,18.641248693834903,22.453125,920.7123848228676,735.1884251471826,1223.5655616438355
80,77.41,71.0,86.0,21.155643510615537,19.123255813953488,23.185070422535208,973.4739923826984,763.6826765719208,1354.3195390596075
81,76.33,69.475,84.0,21.693723885578756,19.632981927710844,23.967717391304344,1025.8295936986103,799.2729761904761,1380.0284980430529
82,75.22,68.0,83.52499999999999,22.250750356433162,20.070833333333333,24.55060208866155,1078.38295596563,832.8489400640537,1473.7225352112675
83,74.31,67.0,82.52499999999999,22.77276055835265,20.613223626212164,25.435820895522387,1131.1835377918921,869.1244400679641,1531.5635820895523
84,73.3,66.0,82.04999999999998,23.339526321484808,20.934772423025436,26.023863636363636,1189.203882944119,908.9066595441595,1607.4914031620553
85,72.29,65.0,81.0,23.92232969424917,21.35432098765432,26.752692307692307,1245.447862054764,951.6803631553632,1653.6850044563278
86,71.26,64.0,79.52499999999999,24.522844162913717,22.003813291139238,27.193461538461538,1305.2710239895785,1014.4172008547009,1719.4477941176467
87,70.4,64.0,78.52499999999999,25.084350219382213,22.488364167478093,27.915234375,1363.505943142607,1050.919468784228,1807.0462949810606
88,69.44,62.0,78.04999999999998,25.70199003698626,22.870873746506657,28.70766129032258,1427.2152914029814,1109.5411463414634,1941.4973377403844
89,68.59,61.475,76.52499999999999,26.296941511680412,23.55869696969697,29.462116604970916,1495.6268116893284,1176.639527027027,2040.2593064312737
90,67.87,60.475,75.52499999999999,26.853290294746422,23.9815,30.059241803278685,1560.8975947097215,1206.4280405405405,2131.2316406249997
91,67.1,60.0,74.0,27.45710620998963,24.582282282282282,30.8875,1628.8410013051505,1271.7805283757339,2201.5263690476186
92,66.34,58.475,73.0,28.063552994501133,25.14760273972603,31.886243424897714,1702.5103406435755,1305.7734027777776,2269.922309658326
93,65.34,57.475,72.0,28.80190748708278,25.62068661971831,32.72543103448275,1793.8070525211194,1366.1049295774649,2418.8348221728256
94,64.44,57.0,70.52499999999999,29.49901057126452,26.4575,33.02887931034483,1879.775467787855,1448.9043172268907,2458.8020352875797
95,63.65,55.475,70.52499999999999,30.191814361311064,26.78838028169014,34.80174512987013,1972.513253094187,1479.9415231092437,2579.993958333333
96,62.93,55.0,70.52499999999999,30.86559691070178,27.43217493365993,35.324999999999996,2055.075565633646,1556.398579710145,2659.7781401331717
97,62.28,54.475,70.52499999999999,31.510885319096978,27.74527964890794,36.01949494949495,2134.7009768626876,1637.5442774936062,2862.0447269303186
98,61.53,53.475,70.0,32.220303042325874,28.179518633540372,36.825183438155136,2235.305626218976,1679.693115942029,3071.1912429378517
99,60.86,52.475,69.52499999999999,32.91629689648964,28.715357142857144,37.78037010159651,2331.9779113240047,1723.5302909207162,3227.963782337196
100,60.09,52.0,69.0,33.678128759689024,29.060108695652172,38.83187590711176,2443.2175090624282,1779.059425951087,3316.2992055610703
101,59.43,51.475,68.52499999999999,34.39598228150679,29.84932864450128,40.029192307692306,2541.9964267058117,1894.5001017639077,3503.5367034313717
102,58.74,50.475,67.52499999999999,35.15427948553273,30.540550921861282,40.89399019607843,2654.164826935675,1969.184590964591,3557.9231617647047
103,58.09,50.0,67.0,35.908237860655476,31.122252374491183,41.83249999999999,2762.5001615145356,1997.2035280257937,3857.9308035714253
