model,k,max_loglik,AIC,delta_AIC,akaike_weight
Cell_num_prolif_cst_shed,7,-1094.4423002971962,2202.8846005943924,0.0,1.0
no_prolif_no_shed,5,-1224.3461157752477,2458.6922315504953,255.8076309561029,2.8319052818992273e-56
Cell_num_prolif_no_shed,6,-1298.2386115786496,2608.4772231572992,405.59262256290685,8.446583119340888e-89
