parameter,variant_a,variant_b,overlap,js_divergence
adhesion,isotropic_constant,isotropic_lognorm,0.5818,0.1895681079244418
adhesion,isotropic_constant,isotropic_gamma,0.5557999999999997,0.20499384972087267
adhesion,isotropic_constant,isotropic_weibull,0.6670000000000003,0.1591968717175436
adhesion,isotropic_constant,persistent_constant,0.5698,0.23120283306419886
adhesion,isotropic_constant,persistent_lognorm,0.6588000000000002,0.14788738310076913
adhesion,isotropic_constant,persistent_gamma,0.5873999999999997,0.19457660056810422
adhesion,isotropic_constant,persistent_weibull,0.6252,0.2005131404830729
adhesion,isotropic_lognorm,isotropic_gamma,0.6386000000000001,0.14838920438783332
adhesion,isotropic_lognorm,isotropic_weibull,0.5485999999999999,0.2531715350117202
adhesion,isotropic_lognorm,persistent_constant,0.5669999999999996,0.25606002993432464
adhesion,isotropic_lognorm,persistent_lognorm,0.5912,0.20845386982466152
adhesion,isotropic_lognorm,persistent_gamma,0.6008000000000001,0.18330245071402937
adhesion,isotropic_lognorm,persistent_weibull,0.5488000000000001,0.2544474842738821
adhesion,isotropic_gamma,isotropic_weibull,0.5938,0.22520789099251065
adhesion,isotropic_gamma,persistent_constant,0.6305999999999997,0.20341385444362275
adhesion,isotropic_gamma,persistent_lognorm,0.5949999999999998,0.22162113928641441
adhesion,isotropic_gamma,persistent_gamma,0.5761999999999998,0.19290449349399638
adhesion,isotropic_gamma,persistent_weibull,0.5703999999999999,0.23207871680086112
adhesion,isotropic_weibull,persistent_constant,0.6746000000000001,0.12071949440199943
adhesion,isotropic_weibull,persistent_lognorm,0.5866000000000002,0.21212679306676696
adhesion,isotropic_weibull,persistent_gamma,0.5943999999999999,0.23178531621821075
adhesion,isotropic_weibull,persistent_weibull,0.6878,0.11995710726588926
adhesion,persistent_constant,persistent_lognorm,0.5673999999999999,0.21547983558247774
adhesion,persistent_constant,persistent_gamma,0.5106,0.28029887502248924
adhesion,persistent_constant,persistent_weibull,0.653,0.15250993925116507
adhesion,persistent_lognorm,persistent_gamma,0.5107999999999998,0.27342889319442065
adhesion,persistent_lognorm,persistent_weibull,0.6483999999999999,0.18301334482759982
adhesion,persistent_gamma,persistent_weibull,0.5453999999999998,0.26049677945117855
fragment_rate,isotropic_constant,isotropic_lognorm,0.5287999999999999,0.24852129277342513
fragment_rate,isotropic_constant,isotropic_gamma,0.5896000000000001,0.20821534975625938
fragment_rate,isotropic_constant,isotropic_weibull,0.6060000000000002,0.19130299333147172
fragment_rate,isotropic_constant,persistent_constant,0.641,0.16750280041017562
fragment_rate,isotropic_constant,persistent_lognorm,0.6137999999999999,0.17951091842855987
fragment_rate,isotropic_constant,persistent_gamma,0.5726,0.2068668204683629
fragment_rate,isotropic_constant,persistent_weibull,0.5514,0.22362567779021963
fragment_rate,isotropic_lognorm,isotropic_gamma,0.6105999999999998,0.20566147769175158
fragment_rate,isotropic_lognorm,isotropic_weibull,0.5853999999999999,0.22245243339139237
fragment_rate,isotropic_lognorm,persistent_constant,0.5727999999999998,0.2294631737792039
fragment_rate,isotropic_lognorm,persistent_lognorm,0.6354,0.15704821397433028
fragment_rate,isotropic_lognorm,persistent_gamma,0.5614000000000001,0.2243448957400236
fragment_rate,isotropic_lognorm,persistent_weibull,0.62,0.1978089543184371
fragment_rate,isotropic_gamma,isotropic_weibull,0.6467999999999998,0.14209727854459014
fragment_rate,isotropic_gamma,persistent_constant,0.5837999999999999,0.21939275039971123
fragment_rate,isotropic_gamma,persistent_lognorm,0.617,0.17506544937795993
fragment_rate,isotropic_gamma,persistent_gamma,0.5663999999999998,0.23893360637525296
fragment_rate,isotropic_gamma,persistent_weibull,0.565,0.22137720673066577
fragment_rate,isotropic_weibull,persistent_constant,0.6214,0.19061727537807904
fragment_rate,isotropic_weibull,persistent_lognorm,0.6464000000000001,0.15931923210864926
fragment_rate,isotropic_weibull,persistent_gamma,0.6449999999999998,0.16419909632701943
fragment_rate,isotropic_weibull,persistent_weibull,0.5983999999999998,0.21268146908501534
fragment_rate,persistent_constant,persistent_lognorm,0.6077999999999999,0.18562378335570368
fragment_rate,persistent_constant,persistent_gamma,0.5837999999999998,0.21242076959903108
fragment_rate,persistent_constant,persistent_weibull,0.581,0.19132882963472825
fragment_rate,persistent_lognorm,persistent_gamma,0.5882,0.17632812238483508
fragment_rate,persistent_lognorm,persistent_weibull,0.6170000000000003,0.18217499987923125
fragment_rate,persistent_gamma,persistent_weibull,0.6102,0.18687501139129006
heading_sigma,persistent_constant,persistent_lognorm,0.5489999999999999,0.26504268016519583
heading_sigma,persistent_constant,persistent_gamma,0.5194,0.28042022962313345
heading_sigma,persistent_constant,persistent_weibull,0.5968000000000001,0.19756680998043413
heading_sigma,persistent_lognorm,persistent_gamma,0.6236,0.19579575897248813
heading_sigma,persistent_lognorm,persistent_weibull,0.5813999999999999,0.21534552751463754
heading_sigma,persistent_gamma,persistent_weibull,0.6588,0.14583589832376176
init_n_clusters,isotropic_constant,isotropic_lognorm,0.313,0.5231614282913958
init_n_clusters,isotropic_constant,isotropic_gamma,0.2787999999999998,0.5853824498402169
init_n_clusters,isotropic_constant,isotropic_weibull,0.09700000000000004,0.8514573605681728
init_n_clusters,isotropic_constant,persistent_constant,0.0385999999999999,0.9487067327471661
init_n_clusters,isotropic_constant,persistent_lognorm,0.1804,0.6870444850049509
init_n_clusters,isotropic_constant,persistent_gamma,0.17580000000000032,0.7204706545555499
init_n_clusters,isotropic_constant,persistent_weibull,0.1857999999999999,0.7023933853576187
init_n_clusters,isotropic_lognorm,isotropic_gamma,0.6521999999999997,0.14602596568054066
init_n_clusters,isotropic_lognorm,isotropic_weibull,0.5098000000000004,0.30268585766662104
init_n_clusters,isotropic_lognorm,persistent_constant,0.4405999999999997,0.39340301971495406
init_n_clusters,isotropic_lognorm,persistent_lognorm,0.5927999999999999,0.21414888908798627
init_n_clusters,isotropic_lognorm,persistent_gamma,0.5861999999999998,0.21627310028014607
init_n_clusters,isotropic_lognorm,persistent_weibull,0.6288,0.20019078352604408
init_n_clusters,isotropic_gamma,isotropic_weibull,0.48960000000000004,0.3523628054030716
init_n_clusters,isotropic_gamma,persistent_constant,0.40319999999999945,0.44566800227159803
init_n_clusters,isotropic_gamma,persistent_lognorm,0.5830000000000001,0.19312142530182116
init_n_clusters,isotropic_gamma,persistent_gamma,0.6430000000000001,0.18108138152889025
init_n_clusters,isotropic_gamma,persistent_weibull,0.6076,0.19960376072391134
init_n_clusters,isotropic_weibull,persistent_constant,0.5621999999999999,0.2239341677789511
init_n_clusters,isotropic_weibull,persistent_lognorm,0.5860000000000002,0.2311601260910764
init_n_clusters,isotropic_weibull,persistent_gamma,0.5748,0.2656503381370029
init_n_clusters,isotropic_weibull,persistent_weibull,0.5330000000000004,0.2957159563376872
init_n_clusters,persistent_constant,persistent_lognorm,0.46880000000000027,0.3706450532583273
init_n_clusters,persistent_constant,persistent_gamma,0.43679999999999997,0.37983734786168677
init_n_clusters,persistent_constant,persistent_weibull,0.4815999999999996,0.36084292434213683
init_n_clusters,persistent_lognorm,persistent_gamma,0.6190000000000003,0.19154694143306367
init_n_clusters,persistent_lognorm,persistent_weibull,0.6291999999999999,0.20097078576732258
init_n_clusters,persistent_gamma,persistent_weibull,0.5956000000000005,0.21286039880893576
merge_prob,isotropic_constant,isotropic_lognorm,0.5951999999999998,0.2012241982787985
merge_prob,isotropic_constant,isotropic_gamma,0.6244000000000001,0.17370591386181292
merge_prob,isotropic_constant,isotropic_weibull,0.617,0.16813514470605995
merge_prob,isotropic_constant,persistent_constant,0.5866,0.21274998803413908
merge_prob,isotropic_constant,persistent_lognorm,0.5421999999999998,0.26719840135466255
merge_prob,isotropic_constant,persistent_gamma,0.5770000000000001,0.24539845622555553
merge_prob,isotropic_constant,persistent_weibull,0.6748000000000003,0.14098257410491544
merge_prob,isotropic_lognorm,isotropic_gamma,0.5914,0.19001243823959418
merge_prob,isotropic_lognorm,isotropic_weibull,0.6124000000000002,0.20322703508597886
merge_prob,isotropic_lognorm,persistent_constant,0.6272000000000001,0.17463058300235948
merge_prob,isotropic_lognorm,persistent_lognorm,0.6238000000000002,0.19537242937726612
merge_prob,isotropic_lognorm,persistent_gamma,0.5712,0.2161278179057351
merge_prob,isotropic_lognorm,persistent_weibull,0.6731999999999999,0.1677065164003451
merge_prob,isotropic_gamma,isotropic_weibull,0.6199999999999997,0.17100060473372633
merge_prob,isotropic_gamma,persistent_constant,0.6229999999999997,0.17001814005897686
merge_prob,isotropic_gamma,persistent_lognorm,0.6174000000000001,0.18817992513628212
merge_prob,isotropic_gamma,persistent_gamma,0.635,0.15947927792497382
merge_prob,isotropic_gamma,persistent_weibull,0.5588000000000001,0.20578965286118994
merge_prob,isotropic_weibull,persistent_constant,0.6859999999999997,0.13568430955939315
merge_prob,isotropic_weibull,persistent_lognorm,0.6082,0.20185717138848852
merge_prob,isotropic_weibull,persistent_gamma,0.5806,0.23871089077026564
merge_prob,isotropic_weibull,persistent_weibull,0.6200000000000001,0.1889198681544701
merge_prob,persistent_constant,persistent_lognorm,0.5804,0.2292456740587474
merge_prob,persistent_constant,persistent_gamma,0.5784,0.2247013146532068
merge_prob,persistent_constant,persistent_weibull,0.6553999999999996,0.16202610092389452
merge_prob,persistent_lognorm,persistent_gamma,0.5952,0.21696572810048934
merge_prob,persistent_lognorm,persistent_weibull,0.6458000000000002,0.18945980332974188
merge_prob,persistent_gamma,persistent_weibull,0.5793999999999999,0.22947347087349473
prolif_rate,isotropic_constant,isotropic_lognorm,0.32739999999999997,0.5457712527538116
prolif_rate,isotropic_constant,isotropic_gamma,0.2740000000000001,0.5920076521802412
prolif_rate,isotropic_constant,isotropic_weibull,0.4469999999999999,0.3692613268933015
prolif_rate,isotropic_constant,persistent_constant,0.7133999999999999,0.12019634414850588
prolif_rate,isotropic_constant,persistent_lognorm,0.14540000000000006,0.7699827273938626
prolif_rate,isotropic_constant,persistent_gamma,0.14579999999999999,0.787313034470499
prolif_rate,isotropic_constant,persistent_weibull,0.20479999999999993,0.6615823891608326
