param,avg_distance,best_distance,S0_mean,S0_95_low,S0_95_high,NND_mean,NND_95_low,NND_95_high
0.0,1.2593097349438962,1.0502052715839783,116.18,104.95,130.0,69.11790257700797,61.85857955597023,76.75825604582747
0.0001,1.2593233514730529,1.0429711802177828,117.54,107.475,128.52499999999998,68.25075297673702,60.837621186489066,75.36199212092369
0.0002,1.2526506210064081,1.0460739895074782,116.95,103.475,127.52499999999999,68.45740171337314,60.88637197209769,75.81681988286644
0.00030000000000000003,1.253732533520745,0.9941295506975113,118.0,107.0,130.575,68.17076332727926,61.77365111452044,75.39522962239904
0.0004,1.2664798355811848,1.042871551271108,117.72,106.95,130.575,68.25258093493,61.08217565360191,76.79316864348354
0.0005,1.257199369371759,0.990330025480486,118.7,106.0,131.04999999999998,68.7729954991389,62.0825424325694,74.38271867971507
0.0006000000000000001,1.2571825308278755,1.0278861135942916,118.47,109.0,131.0,67.69839769689253,61.056295884380354,75.57020532353194
0.0007,1.2476154922909226,1.0346483763634262,118.32,106.0,131.04999999999998,68.38398327203772,62.19332392718356,74.76516083141901
0.0008,1.2475903550351688,0.9817155290412038,118.78,108.475,129.52499999999998,68.11028891814972,62.41250932755309,76.18606090481639
0.0009000000000000001,1.2666341992703438,1.0120121277904381,117.79,105.475,129.0,68.01534929510848,62.23770759253088,74.98161489648959
0.001,1.2565773291457385,0.9832449776104923,118.93,110.0,129.0,68.16049298519381,62.07717458485852,74.9383189937418
0.0011,1.2745983778494863,0.9832449776104923,118.84,106.475,128.04999999999998,67.42400144659422,61.6228472755032,74.19193926327992
0.0012000000000000001,1.2731118185421564,1.0389946349490147,118.37,107.0,130.52499999999998,67.54979677512998,59.49440939764736,75.6089189630557
0.0013000000000000002,1.252554890008541,1.023697463101083,119.71,107.0,130.0,67.62378366834146,60.620514781359304,74.87534363407194
0.0014,1.2656939049918245,1.0512577442270181,119.47,107.475,130.52499999999998,67.8297257107349,61.738471189844454,75.72706991479929
0.0015,1.2460006017918521,1.0080600422646486,118.99,108.0,132.52499999999998,67.88179177953266,61.845470337152086,76.54762108657371
0.0016,1.2638185405812121,0.9708733373410184,118.79,106.425,128.52499999999998,67.99998141118773,61.85935825130714,76.58783604577604
0.0017000000000000001,1.2866199594500127,1.05058451867182,119.92,109.0,133.0,66.54487624741664,60.01864271292126,72.9627556461513
0.0018000000000000002,1.2635507669826933,1.0544649487232116,120.23,108.475,132.0,66.89133683897066,59.9061304011142,74.04445145929533
0.0019,1.2745638192707762,1.017798007247594,121.8,110.475,135.0,66.85983487790948,60.51697989670503,75.71113796849383
0.002,1.2540561538920703,0.967252399838231,121.88,110.0,134.0,66.67301826628983,59.91977514988483,73.76577052924623
