param,distance
0.0,1.217883027134331
0.0,1.3691277063462115
0.0,1.4517097665854084
0.0,1.5516589482699092
0.0,1.167858827289631
0.0,1.3535122424302015
0.0,1.1037948806347961
0.0,1.136604519608285
0.0,1.200240788363227
0.0,1.1551863061132523
0.0,1.2960255287351352
0.0,1.2628404908953217
0.0,1.2550940519286848
0.0,1.3812898257715234
0.0,1.2248115925944423
0.0,1.500412944357916
0.0,1.2209656435672973
0.0,1.2047278266981507
0.0,1.2004780133125585
0.0,1.383648862961881
0.0,1.3244273059215523
0.0,1.2722449914456195
0.0,1.1966920165724113
0.0,1.094053075812212
0.0,1.5087742492385445
0.0,1.4269380100329168
0.0,1.2964510948857426
0.0,1.1612292214950113
0.0,1.134790780370056
0.0,1.1961848423592558
0.0,1.2925435582365141
0.0,1.3424015960877387
0.0,1.2679867707203143
0.0,1.5236418037094788
0.0,1.1980633087800956
0.0,1.3517405567608969
0.0,1.5303353955102512
0.0,1.287305588255723
0.0,1.3132057141130629
0.0,1.087861758443885
0.0,1.1083443646857174
0.0,1.061102146882438
0.0,1.4322540720183277
0.0,1.2131404278675635
0.0,1.2229707139012296
0.0,1.17003350439996
0.0,1.0502052715839783
0.0,1.4551539211133973
0.0,1.2019220997623492
0.0,1.2563235201694773
0.0,1.231306803335033
0.0,1.1543451631827633
0.0,1.456835241392134
0.0,1.1810022417012358
0.0,1.2031211831167192
0.0,1.2388818301866587
0.0,1.2447762958670885
0.0,1.202877450570023
0.0,1.4456793451258907
0.0,1.0607463812858973
0.0,1.1286394602863112
0.0,1.2005325919393015
0.0,1.2706359446742634
0.0,1.0864407284947897
0.0,1.2334454047687438
0.0,1.4241386130982765
0.0,1.1590199012812026
0.0,1.311958335710922
0.0,1.4351949947968314
0.0,1.291241684581154
0.0,1.1437364317770218
0.0,1.2147781855333126
0.0,1.3046568408601817
0.0,1.2762971593798733
0.0,1.336312784604034
0.0,1.6048069131327782
0.0,1.3124905883779718
0.0,1.3085264385352828
0.0,1.2764789125013676
0.0,1.2282740367800873
0.0,1.1424492841057525
0.0,1.2245223170975825
0.0,1.1795191593262702
0.0,1.1129670077581713
0.0,1.248753557238987
0.0,1.127163143549819
0.0,1.1810600743550068
0.0,1.1794265174147678
0.0,1.2143225702255827
0.0,1.243838914464008
0.0,1.2967785870768946
0.0,1.2148154355008398
0.0,1.3271226306912565
0.0,1.247794340372937
0.0,1.139948400208929
0.0,1.3624640288443892
0.0,1.1356856592453386
0.0,1.3744827272536406
0.0,1.1793205876519806
0.0,1.2151671903964198
0.0001,1.4576002072301393
0.0001,1.3306026071009338
0.0001,1.316868551915195
0.0001,1.3508743434436838
0.0001,1.189920087704781
0.0001,1.086763296687835
0.0001,1.0429711802177828
0.0001,1.0724991520986646
0.0001,1.0964100372953185
0.0001,1.2883328662616256
0.0001,1.2590474271711767
0.0001,1.1643664226019685
0.0001,1.095458128483393
0.0001,1.239513497526278
0.0001,1.5939212057547754
0.0001,1.1292664435300916
0.0001,1.1178082040693909
0.0001,1.283076934874783
0.0001,1.1782824439860897
0.0001,1.2414751496524994
0.0001,1.2177235291988162
0.0001,1.1249195506998044
0.0001,1.1242948699716133
0.0001,1.3094345819197408
0.0001,1.5875612877604366
0.0001,1.1434524405877389
0.0001,1.173930980076534
0.0001,1.4641543265980146
0.0001,1.1907921616724884
0.0001,1.681607851451465
0.0001,1.2045536794839662
0.0001,1.2749819295059632
0.0001,1.4683276179827642
0.0001,1.2524748182133176
0.0001,1.1150560947708072
0.0001,1.2936823954537244
0.0001,1.2576538707019942
0.0001,1.300572448004316
0.0001,1.1426565692297466
0.0001,1.1239226214016114
0.0001,1.1728159920322392
0.0001,1.3315469252621461
0.0001,1.3100080308360234
0.0001,1.2350114007767585
0.0001,1.2081249625192327
0.0001,1.2469571132644999
0.0001,1.1752723462601655
0.0001,1.1524634941096268
0.0001,1.238155253073512
0.0001,1.1968434353587871
0.0001,1.316234925543029
0.0001,1.388800506070461
0.0001,1.2895640749963673
0.0001,1.3507282574285606
0.0001,1.5199379748852322
0.0001,1.3626761561466685
0.0001,1.0926268008262627
0.0001,1.3076095619957115
0.0001,1.3244564323137968
0.0001,1.265117200406753
0.0001,1.5451912265037984
0.0001,1.2701108390125129
0.0001,1.1734939313285695
0.0001,1.3454777098293917
0.0001,1.4416127978030646
0.0001,1.4702569178842229
0.0001,1.2771788693284314
0.0001,1.104331108111089
0.0001,1.2049574294066792
0.0001,1.2779112635712573
