model,k,max_loglik,AIC,delta_AIC,akaike_weight
Cell_num_prolif_no_shed,6,-1440.1619899374516,2892.323979874903,0.0,0.7310586222089479
Cell_num_prolif_cst_shed,7,-1440.1619901591012,2894.3239803182023,2.0000004432990863,0.2689413777910522
no_prolif_no_shed,5,-2066.634002581533,4143.268005163066,1250.9440252881627,1.6784504597257615e-272
