param,mean,sd,HPD_low,HPD_high
adhesion,0.4336778797168591,0.17791427758977382,0.2234682467155183,0.6681977884348969
fragment_rate,0.001883991816345222,0.0013138370552564257,0.0001262709099288264,0.003956898086778914
merge_prob,0.5422436510083504,0.1980616199166291,0.22395311832100726,0.7967750094742706
prolif_rate,0.010801525489087959,0.001064123796236159,0.00927582136343056,0.012273816995608464
speed_meanlog,1.952418875476684,0.3172912609042012,1.5207449305880418,2.444676208272806
speed_sdlog,0.8831991315721227,0.2244335472675236,0.5862677206574224,1.191397954190143
