,adhesion,fragment_rate,merge_prob,prolif_rate,speed_meanlog,speed_sdlog
HPD_low,0.24068924080715945,1.6799395937656833e-05,0.2290103981580211,0.009836245207584084,1.4663236317984223,0.5032475920422406
HPD_high,0.727622963965305,0.003842890551855063,0.7663400276133658,0.013072111150727162,2.4454187705932133,1.186723620084322
