name,PC0,PC1,PC2,PC3,PC4,PC5
adhesion,0.5415964798534642,-0.3546946068722717,0.23313435686690712,0.2428982667036494,0.5553435153989087,0.39888265498898123
fragment_rate,-0.22037321379253028,0.24318886502468473,0.22037983167279254,0.9114953417818358,-0.11306321818966897,-0.010977384262083223
merge_prob,-0.42632533893051466,0.5621153038971813,0.045018871228716194,-0.18937854945312219,0.5638785858659962,0.38265271089128416
prolif_rate,-0.02197890892968228,0.037659925341413936,0.8826068531533764,-0.26848009443245785,-0.3378474565576281,0.1813321133812598
speed_meanlog,-0.4873929608023781,-0.5200680404778744,-0.1976724195253636,0.046051333456947535,-0.24342675147714604,0.6257200979231085
speed_sdlog,0.4881809442833885,0.47664269658213826,-0.27746199739621974,0.010495357534787138,-0.43295928418451446,0.5195594779647819
