,adhesion,fragment_rate,merge_prob,prolif_rate,speed_meanlog,speed_sdlog
HPD_low,0.2234682467155183,0.0001262709099288264,0.22395311832100726,0.00927582136343056,1.5207449305880418,0.5862677206574224
HPD_high,0.6702719421870851,0.003960580436709214,0.8006998476741722,0.01228077603271,2.4465842481477806,1.1966836083746353
