step,disc_med,disc_q05,disc_q95
22,46.534544113858104,43.15059188807816,56.448730919185294
23,46.52349777753707,43.19228646135774,55.397458961158925
24,45.281956745680375,41.32893637775532,55.56249986123961
25,36.85068052399202,32.0640193648528,54.05821778560161
26,34.14859864147591,30.187708701890347,43.91179862518778
27,36.70855452103345,32.25872832557611,49.17972585666263
28,27.57353479314137,21.558801210160663,45.08652645571724
29,26.430648024012733,19.537435638833504,45.60623881523412
30,29.363043907232118,23.40451793267766,47.75829601073021
31,21.730879080028103,13.894889530574366,44.091039406504756
32,29.377395361909464,22.206581769223494,44.165142936115664
33,25.507116580238886,18.02588882583107,43.824623021446136
34,24.121424811143406,15.640181361780778,42.4786043588566
35,25.39489517710881,17.32114533291023,40.09103965299618
36,20.765799226469454,10.877583982234682,40.50214250769793
37,17.378651894417573,8.431636666224733,38.01233987570452
38,19.160551181276695,9.47098799518154,38.01934098784447
39,14.288028891712749,3.4596331521826933,32.48128902866881
40,13.46639703444858,2.8404134862026695,37.076515805488974
41,14.608199864298353,2.7762264130732524,37.326764780757415
42,15.762648791912397,2.993311198708636,37.617082233939385
43,15.603582846003171,4.691605744437978,34.313380808515674
44,17.43711984389975,4.424164500322299,39.795853706036
45,21.28046426536506,8.341951523668348,44.754627006117225
46,24.27477798602876,9.394365162081137,52.23322244270225
47,27.824734664129625,15.718743456740395,56.617669111699854
48,27.63787851239845,13.728458009667976,62.39942463438324
49,30.755869295887045,17.261180494447718,68.96244131465876
50,35.10925800694149,18.35651353966585,70.44551724403925
51,36.458042138172516,19.442506628572822,80.46675595776489
52,32.66502825779588,12.991045853401465,75.42185472595501
53,36.386550604693966,16.09783840794866,81.72348329503636
54,35.44453207808736,15.05738807530845,81.7558273084399
55,40.096311538206635,15.627358432966433,86.40327601004059
56,37.5461791377418,13.33911471604503,79.44831332824067
57,32.37000127608738,12.04514673426652,72.98792974543318
58,32.658382014659935,14.350817911054264,68.67715393261801
59,37.66113916549098,14.3307543485193,78.45525274340659
60,42.63949606706417,18.024345442899982,84.7642436416746
61,56.0726494668,25.07923459565899,115.51845779443096
62,62.76075621740746,24.785091850642353,124.83294644937732
63,65.18553491793827,26.210725017036225,131.9427292085226
64,59.66623940233552,22.033980548366284,124.32423653801295
65,47.27026737941061,19.846756023664412,95.11279295545256
66,48.95800679150525,22.345006032786667,89.63487975947348
67,53.163801027810905,21.817818441560348,113.42522058595257
68,55.27335863494244,24.013579987201304,99.19473644825048
69,55.62781587961284,22.825452973579203,122.41614818833943
70,70.40505274300799,17.677832822602603,190.20695433422316
71,70.95420363003143,26.0326015468972,185.07445796809705
72,67.78407674276644,23.433239914836566,177.80583064057979
73,79.40663269069341,22.54409758723391,164.08151185903841
74,83.6803768037831,25.88747625527424,161.18907473425452
