S0,S1,S2
348.0,2.936771096304267,15.185206718346254
339.5,3.050918532133011,16.43471810089021
330.0,3.1677348086473853,17.875576368876082
320.0,3.2890299068890387,19.641327107397395
311.0,3.39672131147541,21.071991888237946
303.5,3.5174339549339546,22.80041597909791
297.0,3.642622950819672,24.836860480882223
290.0,3.7738715180355102,26.87211758493223
283.5,3.902428363283147,28.570143884892087
277.0,4.052709255745309,31.111670937757893
271.0,4.210975806886147,34.305454701392264
264.0,4.351407778573133,36.838306731436504
257.0,4.520964811627462,40.109680230810845
252.0,4.664769230769231,43.35853304284677
247.5,4.845201840212532,46.09200252194578
241.0,5.0,49.98632987761804
235.0,5.178859020071311,52.98356713042811
230.0,5.356739446870451,57.2730304772858
224.5,5.551149834044571,61.19902797534377
218.5,5.726650062266501,65.31642135642136
213.0,5.884199828840394,69.25673105062921
209.0,6.068016660758596,75.10617715617715
205.0,6.287081339712919,80.17111499126965
200.5,6.487974033252382,86.88855734302024
197.5,6.675711655220464,93.03795957345217
193.0,6.8903125,98.46273114056619
190.0,7.1002701347889055,104.84863758553274
187.0,7.307052483598875,111.47753081290679
183.0,7.6042397660818715,120.13334617360042
179.5,7.860256629597947,128.30266585473123
177.0,8.055521314843348,134.69930735930737
172.5,8.308959537572255,141.75258346581876
170.5,8.495682472352673,155.5034632034632
166.5,8.809211986681465,163.26688291210525
162.5,9.024959711457294,174.9764705882353
159.5,9.328619197482297,185.85538419913422
156.0,9.632236842105263,198.72566109583244
152.5,9.87171052631579,210.60604636591478
150.5,10.210666043666638,223.32906862745097
149.0,10.423227176220808,236.3291245791246
146.5,10.782879818594104,251.36824324324323
145.0,11.017416829745596,266.8082262790174
142.5,11.347829977628635,280.3164241164241
140.5,11.66043882341669,300.49002347417843
137.5,11.999233716475096,317.98933052241875
136.0,12.280226776618967,334.86920427675545
133.0,12.636769161710246,356.4752865770985
131.0,12.992340067340066,381.47257751937985
129.0,13.38555056997332,393.91202755539007
127.0,13.786967844202898,427.05784373107207
124.0,14.090387596899225,444.0418134995934
122.0,14.564187327823692,468.41836043360433
120.5,14.850885826771654,493.4483243243243
