step,disc_med,disc_q05,disc_q95
22,46.58477211727804,43.40152627309541,55.70409197719784
23,46.423760896470455,43.747458772956364,57.290544404424224
24,45.782793447869224,42.244755073251476,57.52832030589355
25,36.71275710071858,31.12575764993259,56.68386772807768
26,34.37556384235724,30.468488413010913,47.82157263207777
27,37.44852726635601,33.19795164470474,51.77033576091394
28,27.617327931001913,22.584333215123596,46.375211686661075
29,26.038692615070723,20.63530663616398,45.13936946579331
30,29.35873423912638,24.64896612640324,45.3396188839174
31,20.683961422830716,14.540553258961006,40.88878445540475
32,29.019646651373165,22.447863388061577,42.478293947767796
33,25.395856397533972,17.54098781302397,39.17810598116102
34,23.825449053768228,15.42108730298505,38.951624384801924
35,25.593918893868135,17.82881204676013,40.41642102588899
36,21.126386769095085,12.113225566289115,40.61789907235192
37,18.700538110675954,9.195967300886345,37.38822320097734
38,21.622406753757105,11.040932442482786,38.3030271440574
39,16.68390114561582,6.86825378548261,33.426436591340305
40,14.666211920828566,3.529319408352877,38.93023083532135
41,14.962503839223636,3.2743754243440013,39.3167457172954
42,15.099794450484309,2.1153971349385428,37.33397566846085
43,13.76749485513161,4.5288628154678285,32.48967604777116
44,15.59565387013858,5.066570079011358,40.61563281568536
45,18.98073229240177,6.1239979228936745,42.09679976588835
46,22.36652259178024,6.491124609133559,46.770587455832846
47,27.290836508979254,10.287316298893844,55.296914482517494
48,25.931481962915417,8.157493478060463,57.08633378768627
49,27.99484601880023,11.195912601515928,60.58058840187744
50,32.59691677097022,11.460492958624396,69.50530101177371
51,33.41458047223102,12.883227960951608,71.66201664238169
52,29.51666819558229,6.734226346713789,65.59905850893672
53,33.1176048746501,9.617656501605703,79.27283857490184
54,30.36825322159236,11.382074083601854,72.28846024852363
55,35.715803528683644,13.8082105813051,79.58890848206087
56,31.067966630022116,11.823444144569114,81.8603243899361
57,29.32723966136866,12.123536975236819,74.32019298618563
58,32.08153579816562,12.799947759293309,71.78459983942932
59,35.50336056033155,15.780925157051461,87.00076432758135
60,39.42224915506294,16.354690249127437,91.64042111342818
61,48.769164311595546,22.04172425040691,109.98708100233983
62,56.88356514398519,24.47210423012201,121.8255543931768
63,60.486054356419785,24.260365937239968,129.72255228368536
64,50.43032447067159,19.157477357786554,124.97033709796312
65,43.23156013905249,18.28860860601158,108.88852316399905
66,45.7692128564551,18.2520307958204,97.28191007247602
67,47.174309791704886,20.14070415218087,120.9004196576555
68,48.17707654233413,19.910215921983074,113.855507883188
69,55.78612750084456,19.214255923869253,131.46184197321304
70,86.46856631258936,22.083453116398296,181.83781109226945
71,80.5910729779461,20.200631185209993,190.1926499215729
72,75.82112707798416,25.584385169631958,180.85950535505185
73,75.76741200476718,23.49696338704387,172.22851654853423
74,73.99374082528269,25.727565411337668,167.71168511595616
