param,mean,sd,HPD_low,HPD_high
adhesion,0.45916369077167396,0.17019209873485797,0.20278074405574245,0.6845071459633973
fragment_rate,0.002015215793418604,0.0012348758793898048,9.63780298618949e-05,0.0035174375361895346
merge_prob,0.5518043526706632,0.20116534364082483,0.23911422116048936,0.8071528120777863
prolif_rate,0.01115509241590717,0.0011589890780591436,0.009159760481382674,0.012918768566778453
speed_meanlog,1.8852990643471734,0.3109048275738624,1.5216908357176486,2.461367622595816
speed_sdlog,0.854884384037195,0.2170105960035362,0.516410840912884,1.1449443383458169
