S0,S1,S2
23.0,337.0,183662.47826086957
18.0,299.94444444444446,182950.38888888888
13.0,413.38461538461536,313876.1538461539
20.0,483.1,300529.2
16.0,353.5,235712.875
16.0,353.5,235712.875
22.0,421.72727272727275,264280.8181818182
15.0,483.73333333333335,346667.86666666664
20.0,483.1,300529.2
20.0,420.9,278486.5
14.0,432.2857142857143,310752.14285714284
14.0,485.07142857142856,352652.78571428574
22.0,332.27272727272725,193285.27272727274
18.0,280.3888888888889,155647.27777777778
16.0,353.5,235712.875
16.0,353.5,235712.875
21.0,366.23809523809524,309974.3333333333
18.0,447.1111111111111,256805.66666666666
18.0,340.8888888888889,228917.33333333334
21.0,366.23809523809524,309974.3333333333
20.0,393.35,261448.05
16.0,353.5,235712.875
21.0,366.23809523809524,309974.3333333333
17.0,465.8235294117647,269852.76470588235
21.0,375.2857142857143,230239.47619047618
17.0,460.88235294117646,280368.17647058825
16.0,353.5,235712.875
14.0,492.85714285714283,386617.0
19.0,410.7368421052632,296110.1052631579
13.0,524.0769230769231,378216.07692307694
13.0,477.53846153846155,371801.6923076923
16.0,353.5,235712.875
19.0,411.3157894736842,255275.73684210525
18.0,299.94444444444446,182950.38888888888
20.0,321.2,220307.5
20.0,336.25,185174.05
21.0,366.23809523809524,309974.3333333333
16.0,353.5,235712.875
19.0,421.6842105263158,302698.1052631579
17.0,344.47058823529414,218728.9411764706
16.0,353.5,235712.875
21.0,397.2857142857143,233311.47619047618
19.0,301.63157894736844,145658.15789473685
20.0,377.0,276361.6
21.0,366.23809523809524,309974.3333333333
16.0,379.5,275619.0
20.0,439.9,329131.0
18.0,447.1111111111111,256805.66666666666
18.0,447.1111111111111,256805.66666666666
16.0,353.5,235712.875
14.0,485.07142857142856,352652.78571428574
15.0,394.93333333333334,329413.2
22.0,402.6363636363636,221166.54545454544
21.0,364.76190476190476,250942.95238095237
20.0,483.1,300529.2
14.0,466.42857142857144,371032.5714285714
15.0,333.53333333333336,176948.2
16.0,353.5,235712.875
13.0,524.0769230769231,378216.07692307694
22.0,301.5,195348.77272727274
14.0,456.57142857142856,328082.5714285714
21.0,366.23809523809524,309974.3333333333
20.0,456.05,358489.65
16.0,359.3125,260547.8125
21.0,366.23809523809524,309974.3333333333
18.0,447.1111111111111,256805.66666666666
16.0,353.5,235712.875
22.0,347.5,185532.77272727274
25.0,407.48,194399.48
19.0,376.36842105263156,200104.47368421053
23.0,285.2173913043478,185594.1739130435
16.0,353.5,235712.875
21.0,334.14285714285717,190481.0
15.0,494.3333333333333,324840.2
21.0,362.0952380952381,218982.47619047618
20.0,340.35,204944.85
20.0,328.8,210229.1
25.0,407.48,194399.48
16.0,359.3125,260547.8125
16.0,353.5,235712.875
