S0,S1,S2
20.0,322.85,143019.45
17.0,491.05882352941177,323732.4705882353
21.0,358.23809523809524,197951.38095238095
15.0,524.8,342171.86666666664
20.0,343.05,182758.65
20.0,343.05,182758.65
21.0,359.2857142857143,200382.42857142858
17.0,304.88235294117646,174233.4705882353
15.0,524.8,342171.86666666664
21.0,319.95238095238096,201399.2857142857
15.0,343.8666666666667,245236.4
20.0,369.3,233083.9
19.0,406.94736842105266,244243.15789473685
14.0,397.7857142857143,547414.0714285715
24.0,293.8333333333333,128271.08333333333
13.0,367.9230769230769,221909.92307692306
23.0,318.0869565217391,160369.65217391305
22.0,420.09090909090907,279897.63636363635
17.0,351.7647058823529,210217.64705882352
16.0,344.3125,265330.3125
23.0,343.30434782608694,186007.21739130435
21.0,411.6666666666667,246556.61904761905
16.0,344.3125,265330.3125
18.0,370.1111111111111,252629.22222222222
18.0,349.1111111111111,260533.66666666666
22.0,386.59090909090907,202146.4090909091
19.0,433.8421052631579,290025.0
24.0,337.9166666666667,169840.25
20.0,369.8,200616.9
15.0,364.6,240280.33333333334
14.0,444.7857142857143,325326.5
20.0,343.05,182758.65
11.0,586.2727272727273,494314.45454545453
19.0,448.8421052631579,306401.7894736842
20.0,369.3,233083.9
26.0,292.0,161159.46153846153
23.0,318.0869565217391,160369.65217391305
15.0,360.8,301224.0
20.0,422.2,249951.7
16.0,511.25,408509.625
15.0,353.53333333333336,180416.46666666667
18.0,439.8333333333333,253035.83333333334
15.0,351.46666666666664,162028.93333333332
14.0,405.2857142857143,215394.85714285713
21.0,456.0952380952381,325197.2380952381
14.0,465.64285714285717,317526.5
23.0,318.0869565217391,160369.65217391305
24.0,315.875,183584.95833333334
17.0,408.3529411764706,292927.8823529412
13.0,367.9230769230769,221909.92307692306
20.0,369.3,233083.9
16.0,463.5,301969.5
14.0,403.2142857142857,519885.78571428574
14.0,405.2857142857143,215394.85714285713
15.0,524.8,342171.86666666664
19.0,324.36842105263156,134676.47368421053
20.0,343.7,173561.5
19.0,342.89473684210526,271341.7368421053
17.0,517.4705882352941,337455.35294117645
10.0,615.2,472155.0
20.0,322.85,143019.45
16.0,335.875,264442.125
23.0,374.2608695652174,237623.39130434784
18.0,474.0,368595.55555555556
20.0,460.8,320834.6
17.0,408.3529411764706,292927.8823529412
22.0,355.72727272727275,182680.54545454544
15.0,394.26666666666665,311252.26666666666
16.0,427.125,275055.25
24.0,417.0,226957.25
18.0,388.27777777777777,262727.5
19.0,342.89473684210526,271341.7368421053
14.0,513.4285714285714,422973.28571428574
18.0,389.1666666666667,201503.83333333334
17.0,437.88235294117646,253696.23529411765
21.0,374.6190476190476,216939.47619047618
18.0,388.27777777777777,262727.5
16.0,427.125,275055.25
18.0,474.0,368595.55555555556
15.0,392.0,303019.4666666667
