param,mean,sd,HPD_low,HPD_high
adhesion,0.5070297553783115,0.20364560602741205,0.2412218061621856,0.8126239742281721
fragment_rate,0.0025376557276551377,0.0014120083077131056,0.0002727724115884188,0.0042011953374488775
merge_prob,0.5697132083758085,0.21152063850565062,0.22832901804662573,0.8266688864364963
prolif_rate,0.011623727089057241,0.0012679254939995633,0.009708053002090676,0.013512218316262347
speed_meanlog,1.805816076540753,0.361251099514516,1.2973760731310526,2.3074082797774405
speed_sdlog,0.8416931461313732,0.2382461921202433,0.4973284681509462,1.170011116190547
