,adhesion,fragment_rate,merge_prob,prolif_rate,speed_meanlog,speed_sdlog
HPD_low,0.2412218061621856,0.0002727724115884188,0.22832901804662573,0.009708053002090676,1.2973760731310526,0.4973284681509462
HPD_high,0.8180119783951039,0.004222727894763769,0.8377777353478266,0.013513431884057478,2.3121904157214357,1.1721822506433257
