,adhesion,fragment_rate,merge_prob,prolif_rate,speed_meanlog,speed_sdlog
HPD_low,0.20278074405574245,9.63780298618949e-05,0.23911422116048936,0.009159760481382674,1.5216908357176486,0.516410840912884
HPD_high,0.6944960407696046,0.003520972732790051,0.809584525502101,0.012953038949918741,2.4706424142225236,1.1489082522504737
