name,PC0,PC1,PC2,PC3,PC4,PC5
adhesion,0.6028582244896874,0.09064179668678396,0.40958732222970967,0.11697013474724638,0.5296540360146945,0.4078833669540656
fragment_rate,-0.14915128889777418,-0.2670268860311661,0.13777761742870875,0.9369554890546726,-0.0978889854414216,-0.00014612278485615082
merge_prob,-0.5376842658033035,-0.41541698963945684,-0.21187194299829465,-0.11774498573140728,0.5265665126737614,0.44977601187956345
prolif_rate,-0.1769348313505646,-0.35604291873917104,0.7376369803210162,-0.28129982284570937,-0.4137778766869457,0.2178932517655081
speed_meanlog,-0.2883024315557858,0.6761748358052204,-0.025407453206025922,0.12289278666676212,-0.26561696913742183,0.6110390735426956
speed_sdlog,0.4591157347628209,-0.4048832708179687,-0.4728762839887067,-0.018338214059494703,-0.4368610200783308,0.4587880318700549
