step,disc_med,disc_q05,disc_q95
22,46.69295221512899,44.25097009101577,57.00891920309197
23,46.62171428561954,43.93531005521852,56.88020402306481
24,46.2669987582922,42.856734851668726,55.9483579459126
25,38.29235038521088,32.55548127571838,53.35595481018086
26,34.38464352894343,30.989524501759853,46.811851773017914
27,37.19153035368038,33.237853893317215,50.29755230423541
28,28.591543888394124,23.141943247014183,44.6473593233954
29,27.807156204301357,20.91099533408092,42.70309688954758
30,30.32431845981236,25.490144913608216,44.30200729623575
31,22.68391240587949,16.790114143492588,40.11427762454811
32,29.638651276215363,24.081497938364386,43.086479841973876
33,26.98237166274814,19.495955112297967,41.030144087273996
34,25.571837244094166,17.33771038705461,41.63283247839921
35,27.126850702503333,18.805261896665186,41.767647250405155
36,22.862950812901055,14.401288977137057,39.71213471597635
37,20.040786665166692,11.567719285581747,36.3722927181604
38,22.231297024192628,13.706631175312188,39.41937426517697
39,17.409911165363255,8.831843275123552,33.103287159692634
40,16.151437236203705,3.508091151134212,38.39345122458301
41,17.252397206927277,3.4967177450979356,44.27466008529656
42,19.179332940013484,5.15382325923828,42.46885623454545
43,16.36316191256686,4.5678506845860225,36.65375352538292
44,17.692916782281955,5.275417412825556,44.105638629621545
45,21.107413674954515,6.283525759758795,45.75687823365122
46,22.947975210885424,7.842177258910696,52.29253389310745
47,26.85028085677139,12.938690595622804,57.67064404317214
48,26.61274344981008,10.865705845148074,62.9992577370632
49,29.22841264974136,15.429331802431678,63.474556108277575
50,33.7348990968901,14.599270900072147,76.07455053008049
51,34.83294150752974,12.74733539017254,77.37189073322334
52,29.470122129857007,9.256224535241662,77.0634363142317
53,32.17926349543261,12.280395855927077,79.7210531579352
54,29.57704963619664,9.912040081997267,79.41161598642529
55,36.162436178064645,12.851997031009446,85.74274970771098
56,30.04617773548762,11.638900869463226,80.38424879392798
57,29.752256697065924,10.229169954106567,75.02087773028663
58,31.664694332489848,11.969685250144497,73.52222857226545
59,33.058613826717945,8.551889469748922,87.90996688857166
60,36.048816572360906,12.229577436922167,101.54097557818051
61,44.51970073718405,24.43225946191629,120.91570786371086
62,50.71719453873273,25.784762735303943,133.06499040186665
63,52.00230125820964,26.72822089395172,142.94988450887328
64,46.05176905837082,19.36360730716023,133.25402903719953
65,44.116140564941816,21.907110461552712,102.69519922251258
66,50.079076942193936,20.487506001275456,102.72265475514307
67,44.30395738967809,18.201283395192586,128.5260639388599
68,53.06677200142548,26.386952751014285,120.8751310350467
69,67.95156895043914,20.6556718587099,141.51983957483532
70,109.90588030008601,19.202054296695035,178.414190091526
71,112.26125259715462,23.334334674154942,185.23632127755863
72,103.1819642285871,21.994138535095175,173.5501494723529
73,90.44253261243844,26.768394642067733,174.00738780865981
74,83.81803045349267,30.96843580523814,156.2475091657067
