name,PC0,PC1,PC2,PC3,PC4,PC5
adhesion,-0.40101849618990354,-0.46167241090116173,0.458898117939768,-0.0396305480406519,0.5475404779897945,0.3377633975171679
fragment_rate,0.16029587545620477,0.04776488558372982,0.41462088234897077,0.8880848871185127,-0.09164113668194551,-0.05495823210769124
merge_prob,0.04054784245702165,0.7518529715973543,-0.1052703380364086,0.07895907236948439,0.5462051195775249,0.34266101286819983
prolif_rate,-0.08707915123007073,0.3796236486185678,0.6766018502528773,-0.35568565507445526,-0.46771267690137025,0.21271015421218123
speed_meanlog,0.6659967145383617,-0.2738804912216511,-0.07041716302105352,-0.04152539950537887,-0.10702429901163005,0.6806619693514165
speed_sdlog,-0.6005920979687922,0.013021972040498216,-0.37904030997724963,0.27434189216089705,-0.4040444847593798,0.5068851783738372
