model,k,max_loglik,AIC,delta_AIC,akaike_weight
Cell_num_prolif_no_shed,6,-829.5029554321317,1671.0059108642633,0.0,0.7310584361406105
Cell_num_prolif_cst_shed,7,-829.5029547074078,1673.0059094148155,1.9999985505521636,0.2689415638593896
