step,num_clusters,mean_cluster_size,mean_squared_cluster_size
1,640.49,1.2644414681170495,1.8617422397449863
2,583.2,1.404903421109386,2.4804858606921734
3,543.08,1.5257735942160966,3.0778555048027108
4,511.31,1.639658161286907,3.6917653628312292
5,485.42,1.7457831395302719,4.302181105847752
6,462.07,1.8537203017390562,4.966246741004056
7,442.18,1.958932887236065,5.658625575146044
8,424.97,2.0624482839350997,6.380801799863085
9,409.91,2.161918158076264,7.1120795807011215
10,395.3,2.266079924447352,7.911598189570554
11,381.47,2.3755167107690243,8.801222839875958
12,369.7,2.478107012099014,9.707116920274988
13,358.53,2.582987076595281,10.695025638072375
14,348.1,2.6896248680998216,11.751522675732286
15,337.67,2.8049059366177547,12.880281369259496
16,328.51,2.916741061051801,14.081471086585859
17,318.99,3.0376531526055164,15.384624334490962
18,310.73,3.1527729145027155,16.686976821904096
19,302.52,3.272086190239465,18.097641478308116
20,294.98,3.393224857476511,19.625443095895363
21,287.27,3.5227989127029478,21.305256250865476
22,281.18,3.63892967368879,22.92946388872815
23,274.21,3.77288930414361,24.74421819065803
24,268.23,3.899478256508189,26.59786245947616
25,262.58,4.02828817685866,28.572487379236954
26,256.67,4.166125953594918,30.74795680302574
27,251.49,4.297804967353651,32.96330833452614
28,246.61,4.432419980194934,35.23163714887425
29,241.63,4.576050150321157,37.75801211406646
30,237.01,4.721053743793177,40.3758905718481
31,232.55,4.864795413414464,43.14939307214526
32,228.13,5.013637374833865,46.09212607443782
33,223.71,5.1680185725824535,49.14090914433905
34,219.65,5.32329757753995,52.281318382721736
35,215.87,5.478494503501599,55.7166582726881
36,211.77,5.648389288274914,59.54430223280152
37,208.18,5.810075232559637,63.29147187663869
38,204.39,5.98269071186707,67.2919449515644
39,200.92,6.153097007927686,71.54000496594573
40,197.97,6.316043144513855,75.63090910986875
41,195.04,6.479304786630704,79.93263217323391
42,192.14,6.654710740261258,84.57969010078925
43,189.43,6.826343418778276,89.4336157003468
44,186.33,7.0179779543937935,94.62376224525657
45,183.44,7.206449884082053,100.35824333958705
46,181.07,7.3826226401236354,105.60545390100944
47,177.95,7.59477985701405,111.94510216649118
48,175.63,7.7751349004117625,117.7687014321018
49,173.23,7.9657109095323415,123.96921654529356
50,170.63,8.176457560526835,130.8654614790535
51,168.02,8.396673868287131,138.04574514426912
52,165.54,8.616214182156199,145.59941832793442
53,163.06,8.844452841136935,153.67396743083629
54,160.54,9.084992344858335,162.70374681184157
55,158.56,9.298494102099903,171.00136126193175
56,156.5,9.528661963044293,180.01715467247527
57,154.41,9.76500062249091,189.98009996098818
58,152.37,10.001505241843446,199.7409434149456
59,150.47,10.243370080326748,210.04923006197572
60,149.24,10.443485722764594,219.2772714016807
61,147.52,10.67745854231123,229.9037018734634
62,145.57,10.935532884689012,241.418289759673
63,143.79,11.19298877062513,253.3912046294306
64,141.83,11.474004507037623,266.393481824872
65,140.24,11.73726784146461,279.0544660083765
66,138.32,12.029842123041604,293.03120477867384
67,136.71,12.304698123268993,307.7037166248608
68,135.04,12.591531317636008,322.54748853716063
69,133.5,12.879694570767784,338.08387474455594
70,132.17,13.151114083789274,352.7967752260374
71,130.84,13.429030756897477,368.86516906155674
72,129.41,13.729709163785921,386.81917430410425
73,127.65,14.079827606637268,407.22708600999766
74,126.29,14.392499245427468,427.10935336540314
75,125.06,14.702967618140503,446.8693868369329
76,123.56,15.054949320143349,469.0064054262647
77,122.06,15.409911365279093,491.1849586786698
78,120.72,15.74904553872028,514.3762943890583
79,119.43,16.089174366059822,537.2639653003146
80,118.17,16.446077126929254,561.9717830975503
81,117.02,16.796061911916475,588.5401939296898
82,115.7,17.181184689283306,617.4410176323507
83,114.92,17.491590420437266,641.1690168288428
84,113.55,17.895639213961648,671.7985611749507
85,112.38,18.28347971141948,702.3846765145219
86,111.2,18.67518036870307,731.3867660583253
87,110.22,19.037065307545628,761.1610830128017
88,109.21,19.428813908247676,795.4704795154616
89,108.07,19.852007358523146,828.582776082259
90,106.84,20.29384998529146,865.6843414685707
91,105.57,20.767870650577716,908.9530121252926
92,104.68,21.1822691535139,951.27593342213
93,103.87,21.578897227507483,991.5555251479492
94,103.12,21.975157786843994,1029.381275531003
95,102.23,22.40729323566032,1073.587750788634
96,101.48,22.808834153050405,1115.3754086741985
97,100.72,23.22666329635425,1157.4124355402962
98,99.58,23.748505596911865,1206.2683074498111
99,98.7,24.218929789933423,1256.8469628192017
100,97.72,24.734960115677413,1307.9201142672034
101,97.13,25.14735371423197,1352.6147939849895
102,96.56,25.57185010551976,1397.8778855855787
103,95.58,26.11305313674832,1461.1963979073244
104,95.0,26.552320794463594,1512.6090493958475
105,94.39,27.020208581746765,1569.529028509848
106,93.85,27.459404554916397,1623.2146744677507
107,93.1,27.987413961109834,1689.5348534147938
108,92.35,28.510772146086033,1749.8823336819485
109,91.47,29.08952114141014,1820.0133905751438
110,90.61,29.682229917703342,1898.8089770800498
111,89.87,30.23546554985918,1970.468244339614
112,89.28,30.755833128865316,2038.1851619529605
113,88.36,31.39728323161093,2119.1586307663033
114,87.39,32.06836728641316,2205.922682361752
115,86.73,32.63600611260815,2294.6343214006974
116,86.04,33.233197060705734,2383.970164256512
117,85.46,33.79425433375529,2460.726359291458
118,84.93,34.3604739042724,2547.921304589146
119,84.04,35.082183468574655,2662.1375219740494
120,83.29,35.774292680391106,2758.2930179224945
121,82.65,36.42368763828185,2866.1714569951555
122,82.04,37.06970278137837,2960.413737876943
123,81.38,37.744196286419445,3070.008084845632
124,80.81,38.37912503151644,3177.0718834337436
