model,k,max_loglik,AIC,delta_AIC,akaike_weight
Cell_num_prolif_no_shed,6,-811.3285157886119,1634.6570315772237,0.0,0.731058383303837
Cell_num_prolif_cst_shed,7,-811.3285147951517,1636.6570295903034,1.9999980130796757,0.26894161669616307
