param,mean,sd,HPD_low,HPD_high
adhesion,0.6255092433193311,0.19765015198848718,0.23076043912429234,0.895637679125405
fragment_rate,0.00238802483796722,0.0012352676829916805,0.000371499117381934,0.004192517380637331
heading_sigma,0.27703089757855925,0.12094725098481077,0.1278706543479097,0.4793478322898088
init_n_clusters,886.2804540713284,203.1507680059882,576.1006481207903,1189.8818170443776
merge_prob,0.5817444346482297,0.21075848494558932,0.31699808956542647,0.9061284310705677
prolif_rate,0.009314232280856401,0.004388128645345431,0.0014746499994275873,0.014586290151538936
speed_meanlog,1.1846073883699741,0.36020267170326625,0.7591466179619052,1.9422772415601768
speed_sdlog,0.7465018341207892,0.2367020726760236,0.39868619768031843,1.103782624928833
