S0,S1,S2
354.0,3.121505745155205,17.232168094372817
344.0,3.2209883989072976,18.998266636026393
334.0,3.3639195113303035,20.455313377894022
323.5,3.48220945429045,22.115533567638963
313.5,3.6161404528973113,23.860199795170892
306.5,3.7520737653509215,26.41233003189525
299.0,3.894695399542036,29.012305585788013
291.5,4.003439041079729,30.582965883810463
286.0,4.184877787782693,33.115652414347835
278.0,4.338707605344296,36.208271865121176
270.0,4.462259558765801,38.75062011479334
265.5,4.613163885810144,41.484894465078355
255.0,4.78842383107089,44.29881029734831
249.5,4.9135715274892675,48.12874426366291
244.5,5.083985257054616,50.870790075392414
239.0,5.24327275904246,54.464675081383206
234.0,5.381209028113863,58.62266831146499
229.0,5.59299622202848,62.03789747807018
224.0,5.740893584241224,65.82130798838544
220.0,5.905824619335902,72.10892857142858
214.0,6.086848635235732,76.26126424870466
210.0,6.244847020933978,82.34385697984024
205.0,6.417372783790007,85.82848496680984
201.5,6.626245459263103,89.98295104679804
198.0,6.811004784688995,96.77820910973085
192.0,6.963424718529355,101.57602232738745
188.5,7.1666092258748675,107.62706282570932
184.5,7.3720879515599345,116.28804170739654
182.0,7.630044521039782,121.55543716905592
178.5,7.8206780333068995,130.99342105263156
174.0,8.045415771515227,137.67534166908985
170.5,8.299272486772487,146.85276679841897
167.0,8.562190777755788,153.3813559322034
163.0,8.805514258683605,165.5450601066794
159.0,9.023942252715837,177.17938596491229
155.5,9.228502292409576,186.58590701535906
153.5,9.533222423875781,197.6277931940996
152.0,9.886505386505387,208.51164819823748
147.5,10.074722222222222,219.22701149425288
145.5,10.397787144362487,234.75686988171066
142.0,10.63092320261438,247.51583029197081
140.5,10.928739759847378,263.5679413179413
138.0,11.174008994003998,280.7428344370861
136.0,11.484615384615385,301.2406643284506
134.0,11.713596436966473,316.87574967405476
132.5,12.030626938413825,328.5934315463004
129.5,12.347619047619048,347.8152499065187
128.0,12.771681708122387,370.03017241379314
126.0,13.055403764420157,384.2394116964493
124.0,13.339709017935533,403.4857160077146
121.0,13.661931818181818,419.58072916666663
119.5,14.041410344041923,445.9597414234511
118.0,14.343267882187938,470.4308981657179
