S0,S1,S2
15.0,478.6666666666667,394066.13333333336
16.0,424.75,304543.25
19.0,173.1578947368421,114844.63157894737
13.0,469.53846153846155,351634.1538461539
14.0,447.7142857142857,441430.85714285716
14.0,447.7142857142857,441430.85714285716
14.0,333.85714285714283,150148.42857142858
17.0,447.8235294117647,276953.1176470588
16.0,327.875,199161.875
17.0,524.5882352941177,415452.9411764706
18.0,433.55555555555554,272502.6666666667
16.0,506.625,453260.0
8.0,568.75,1118811.0
14.0,550.6428571428571,552695.2142857143
17.0,271.29411764705884,176371.29411764705
17.0,271.29411764705884,176371.29411764705
15.0,177.33333333333334,123346.93333333333
15.0,437.6,434112.26666666666
13.0,428.9230769230769,340190.3076923077
16.0,451.375,415262.125
13.0,525.5384615384615,469612.76923076925
18.0,232.44444444444446,122472.88888888889
16.0,451.375,415262.125
15.0,478.6666666666667,394066.13333333336
17.0,293.11764705882354,166602.17647058822
11.0,471.0,453353.54545454547
14.0,139.57142857142858,63547.57142857143
17.0,505.70588235294116,413398.4117647059
12.0,424.1666666666667,287108.6666666667
14.0,333.85714285714283,150148.42857142858
19.0,140.1578947368421,69278.05263157895
17.0,425.0,251883.70588235295
15.0,490.1333333333333,465442.0
16.0,424.75,304543.25
17.0,196.47058823529412,92087.17647058824
20.0,229.15,116166.35
15.0,177.33333333333334,123346.93333333333
16.0,419.5625,302615.5625
18.0,372.72222222222223,183640.72222222222
22.0,278.95454545454544,144843.86363636365
18.0,328.27777777777777,199680.38888888888
10.0,478.8,327792.0
11.0,525.3636363636364,520163.1818181818
18.0,416.8333333333333,297255.8333333333
15.0,506.73333333333335,470557.4
19.0,267.36842105263156,145713.57894736843
14.0,454.7857142857143,391294.35714285716
12.0,315.75,272431.5833333333
15.0,394.53333333333336,302548.5333333333
17.0,271.29411764705884,176371.29411764705
16.0,506.625,453260.0
17.0,418.3529411764706,317967.76470588235
16.0,424.75,304543.25
15.0,410.4,271561.06666666665
13.0,469.53846153846155,351634.1538461539
18.0,489.3333333333333,337770.55555555556
16.0,419.5625,302615.5625
12.0,342.1666666666667,287365.1666666667
17.0,259.94117647058823,232799.11764705883
12.0,442.3333333333333,365809.0
20.0,349.25,286302.15
17.0,270.7647058823529,190864.0588235294
17.0,205.94117647058823,95096.64705882352
17.0,129.41176470588235,88194.11764705883
15.0,320.6666666666667,226644.53333333333
15.0,394.53333333333336,302548.5333333333
18.0,232.44444444444446,122472.88888888889
19.0,411.7894736842105,230152.63157894736
17.0,181.94117647058823,115931.0
16.0,424.9375,377185.4375
17.0,418.3529411764706,317967.76470588235
14.0,139.57142857142858,63547.57142857143
23.0,231.43478260869566,90506.47826086957
14.0,206.64285714285714,79348.07142857143
17.0,524.5882352941177,415452.9411764706
18.0,392.44444444444446,270166.44444444444
18.0,594.2777777777778,535346.9444444445
17.0,181.94117647058823,115931.0
17.0,129.41176470588235,88194.11764705883
15.0,385.26666666666665,256985.13333333333
