S0,S1,S2
333.0,3.0935564435564435,16.733079233079234
322.0,3.21385891104201,18.26853005756335
316.0,3.3469005993120327,19.703279785809904
309.0,3.482004108650993,21.11349358974359
302.5,3.6223871186769485,23.276299902629017
296.5,3.7204527243589745,25.170889590592335
288.5,3.8904277699859744,27.986504589431902
283.5,4.014411725021925,30.11775664553442
277.0,4.182405857740585,32.24412035708352
271.0,4.346625037169194,35.32162992549351
265.5,4.490330188679245,37.65229348277293
256.5,4.6332533013205275,40.27460862501846
251.0,4.7838857737715,43.28468376566599
246.0,4.992580010727695,47.26836783619133
241.0,5.119250877877487,50.34567566730662
237.5,5.299050527299426,53.60788270110304
230.5,5.4445324283559575,56.67848525743263
225.5,5.616812928082192,61.50614500988142
222.0,5.80701471570366,65.89890956382553
216.5,5.982816408811599,69.23559203980099
212.0,6.220928270042194,75.89290189760115
208.5,6.400764400764401,80.73804755944931
203.5,6.597873711340206,84.36271235661391
200.0,6.734140289699571,90.78129153218151
197.5,6.936791170681413,97.41530612244898
194.5,7.123976385450391,102.15045701723938
192.0,7.37699900049975,110.33925956657555
189.0,7.556351712411951,115.36365459833517
186.5,7.750690607734807,124.50346392737697
181.0,7.994791666666666,132.32906420765028
178.5,8.181673052362708,140.1222062579821
175.5,8.463200628601363,148.6589354742789
172.0,8.691701376836747,156.05054579971522
170.0,8.894046401108874,164.3080404450724
167.0,9.223534798534798,171.86963512677798
164.5,9.467546432062562,180.44833767926988
162.0,9.728519007174075,189.4796130952381
159.0,9.920712341197822,197.4912524366472
158.0,10.163705522653956,207.85920421483053
155.5,10.482981162164856,219.98398628085602
153.0,10.781746031746032,234.39393728222996
152.0,11.060833101474621,246.9720597790773
149.5,11.444852941176471,259.9101059739912
147.0,11.675025360113613,269.30547994919255
144.0,11.985695597770448,288.62005649717514
142.0,12.300502197112365,301.95055118110236
139.0,12.650141766630316,321.3310451892862
136.5,13.015348572429497,338.24384236453204
135.0,13.316904920212766,355.53011687144146
134.5,13.539245014245015,370.40696555217835
133.5,13.85712679856115,386.2197851966873
131.0,14.180620761606678,404.8820515911283
129.0,14.464285714285715,423.3197000434719
