S0,S1,S2
24.0,350.4583333333333,193192.95833333334
20.0,426.25,293926.45
18.0,510.3888888888889,306565.94444444444
20.0,360.75,167126.25
18.0,612.3888888888889,557260.5
18.0,612.3888888888889,557260.5
25.0,468.4,289871.68
17.0,272.4117647058824,143935.23529411765
23.0,365.5652173913044,197931.04347826086
21.0,152.38095238095238,53822.19047619047
15.0,479.8,467036.3333333333
23.0,334.39130434782606,173795.78260869565
29.0,148.75862068965517,41289.724137931036
28.0,295.75,161739.67857142858
18.0,582.0555555555555,479103.8333333333
18.0,582.0555555555555,479103.8333333333
15.0,346.1333333333333,285956.5333333333
21.0,454.9047619047619,284116.61904761905
24.0,227.20833333333334,99616.29166666667
18.0,488.72222222222223,352277.6111111111
27.0,89.22222222222223,14062.333333333334
33.0,181.27272727272728,58325.21212121212
18.0,488.72222222222223,352277.6111111111
24.0,447.625,343168.125
17.0,512.8823529411765,370096.4117647059
18.0,388.77777777777777,245775.0
18.0,582.0555555555555,479103.8333333333
25.0,334.12,167696.28
15.0,301.3333333333333,189426.4
22.0,188.5909090909091,77549.68181818182
20.0,219.5,83287.3
18.0,582.0555555555555,479103.8333333333
29.0,198.93103448275863,64885.620689655174
20.0,426.25,293926.45
20.0,378.05,274111.35
26.0,275.03846153846155,146175.26923076922
15.0,346.1333333333333,285956.5333333333
24.0,433.875,238918.70833333334
25.0,105.92,27814.8
27.0,497.0,322379.0
25.0,344.96,191450.88
27.0,291.6296296296296,133237.25925925927
18.0,397.22222222222223,229829.44444444444
22.0,261.09090909090907,142491.63636363635
22.0,398.8636363636364,232159.13636363635
19.0,261.94736842105266,126816.05263157895
15.0,346.1333333333333,285956.5333333333
18.0,317.1666666666667,207984.5
18.0,412.72222222222223,265748.8333333333
18.0,582.0555555555555,479103.8333333333
23.0,334.39130434782606,173795.78260869565
36.0,67.02777777777777,10482.305555555555
22.0,377.90909090909093,225237.36363636365
22.0,261.09090909090907,142491.63636363635
21.0,460.2857142857143,289488.95238095237
32.0,187.09375,65079.53125
21.0,310.6666666666667,155957.33333333334
18.0,582.0555555555555,479103.8333333333
18.0,397.22222222222223,229829.44444444444
26.0,439.0769230769231,229234.76923076922
18.0,418.05555555555554,290216.94444444444
23.0,298.5652173913044,153104.04347826086
22.0,366.6818181818182,199709.22727272726
30.0,402.53333333333336,247960.33333333334
29.0,281.0,127235.75862068965
18.0,412.72222222222223,265748.8333333333
33.0,181.27272727272728,58325.21212121212
19.0,441.2631578947368,244578.42105263157
31.0,392.741935483871,241343.1935483871
23.0,325.3478260869565,157593.95652173914
36.0,67.02777777777777,10482.305555555555
18.0,582.0555555555555,479103.8333333333
21.0,440.1904761904762,307076.7619047619
27.0,383.85185185185185,266687.85185185185
25.0,384.84,234007.32
18.0,510.3888888888889,306565.94444444444
36.0,67.02777777777777,10482.305555555555
31.0,392.741935483871,241343.1935483871
21.0,431.1904761904762,311090.90476190473
26.0,441.15384615384613,255899.38461538462
