param,mean,sd,HPD_low,HPD_high
adhesion,0.5818874120363922,0.21086806807487726,0.31780366144482564,0.9101136132863248
fragment_rate,0.0028952362620761956,0.00119932731066781,0.0005868934495403623,0.004520240567571721
init_n_clusters,845.1993918733483,252.98081887608632,540.7252745884979,1195.8923607293505
merge_prob,0.6325522339114567,0.22880125637506343,0.250545319727849,0.8766175253141464
prolif_rate,0.011354503732491816,0.004865884982675171,0.004994586879184369,0.019191994766693844
speed_meanlog,1.7398561738856668,0.363915081060653,1.1447587940355342,2.241426478719979
speed_sdlog,0.807269026356312,0.2513729422646988,0.4781568104752151,1.1800878709712357
