name,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7
adhesion,0.415977367717216,0.24294139613840765,0.012851186103555675,0.5086848372702936,-0.06644361879912657,-0.443599029909026,0.5390819719618047,0.13119704503845825
fragment_rate,0.2406896571597913,-0.18630039505362936,0.36026636255665606,0.5226478493071512,0.21215230934741636,0.676468833935602,-0.028369873830968007,0.03137658322936469
heading_sigma,0.229014172262287,0.05777616095898736,-0.36971993250570445,-0.14111459036995694,0.8864043915996206,-0.03621797163388431,0.021397719431921352,-0.011221350511569493
init_n_clusters,-0.5014244346213561,0.2618626904253,0.06447637512165635,0.3783562687132382,0.20796764340052684,-0.1828810064880149,-0.35439667092633176,0.5748023965721957
merge_prob,-0.1669098285205572,0.06958149694854746,0.7401525179593185,-0.4042648723005026,0.2717619534261601,-0.07775361871602353,0.3993909614574197,0.12895876457478544
prolif_rate,0.5560851286031165,-0.1537479449292263,0.02227943460124643,-0.3301959433506751,-0.16217267959879886,0.012261328835821818,-0.22719395067980602,0.6924866464752429
speed_meanlog,-0.35073481875840734,-0.590308623158768,-0.3348925443532246,0.033703928834431185,-0.008563456201531294,0.12331611523872735,0.5288756507187716,0.34675956262194546
speed_sdlog,-0.07108367992184879,0.6763262537933044,-0.262140848159972,-0.17724775162398923,-0.146237775182746,0.5380053751482486,0.30280559730865075,0.18673194372853802
