model,k,max_loglik,AIC,delta_AIC,akaike_weight
Cell_num_prolif_cst_shed,7,-557.0426290690696,1128.0852581381391,0.0,1.0
Cell_num_prolif_no_shed,6,-774.1925030754401,1560.3850061508801,432.299748012741,1.3406100010849873e-94
