timestep,disc_med,disc_q05,disc_q95
22,66.11062269324215,41.55532781501407,89.63501775650046
23,64.01491564461323,40.96283511014399,86.95226657521575
24,63.210113289072325,40.361805869228434,87.46183142565326
25,61.117372282202794,31.316049207303315,86.41727865410357
26,50.56744028349182,27.764324486407922,74.7329238241672
27,55.51392460625026,31.218574828434836,77.0812053573306
28,50.63327226954199,20.755536644231984,73.2229289875943
29,50.26867125229275,19.373141217028262,70.53302470606029
30,49.09774307544003,22.114679901787763,68.70054698615071
31,46.01430602487696,14.365623959406125,64.18865083384804
32,45.70530878564871,21.80877869228747,62.77971011229431
33,42.16594049093615,20.2809457999593,59.647712231457675
34,41.39717683392955,18.70576757328716,58.12772318902133
35,39.807364928619975,18.721816514861548,55.894086247380784
36,38.11650789089882,15.706394209425683,55.93271842505062
37,34.17027926593866,13.94103807431371,52.842759896448456
38,35.27240472815673,14.544733422778627,52.24771162530087
39,28.543554077279403,11.645882230927347,48.434487440707635
40,30.303732974046614,11.658816942367935,51.587516076817515
41,32.10524919417779,12.199712641612686,53.764329085646445
42,30.127483053798507,11.023189555697599,53.50585514534511
43,25.94392182357252,8.663868121427024,45.88161521783426
44,28.828731856319262,11.69137832803384,53.00496988370076
45,32.04367642411432,15.180372561293629,55.891107591054265
46,33.95087100627326,15.361803182092602,57.0591482016989
47,34.6406922644677,18.293503470094596,57.29444458247915
48,32.83673165994209,17.74920476140562,56.225643926162164
49,34.44112504110562,17.560893364545212,59.93936864216763
50,39.08278483067632,21.155888519037163,68.76026172714658
51,37.864473853158614,20.13710335491844,67.2765419817375
52,33.016169357094746,17.843413317286995,63.146251490517216
53,33.93205726384308,18.58892993521018,63.79465095321317
54,31.42163233954271,12.687933925593512,56.352044632748104
55,36.714469517015644,15.552629740080329,66.33533988908557
56,31.667306607118398,12.771423413330963,56.268965532396
57,29.79216160874122,12.502396970827355,50.170802482505145
58,29.457192248749863,12.08006259459998,57.62269854288194
59,31.826005515627195,15.781289407821502,64.26040804720917
60,34.9298391612172,13.951363238755608,65.56345622234865
61,42.6891709076855,20.819660203564755,80.51744797411178
62,47.103360145401616,22.334107206752915,89.57263835897203
63,47.72681113583161,24.442165083238095,89.24319155088897
64,41.8745445079567,19.113344301236328,85.46381467543819
65,37.84350208734149,19.843006604605314,89.23099945502199
66,48.34942791454005,21.781197647851563,103.12185871724463
67,43.25648937751555,22.973344408720124,99.02222203852153
68,52.16408441909436,20.744916963012297,115.46781909783978
69,79.89255320011411,29.194571527682697,142.21395683057114
70,135.59744551287793,44.80327822986679,212.591897282245
71,139.77689887604896,46.683704207235685,224.42781740854224
72,134.18158847243075,49.641191248005896,219.2573508014687
73,115.95378777402121,37.21407464354407,207.47418525347118
74,108.04643088209694,28.509039660960894,198.82716260392903
