S0
298.5
293.5
288.0
280.0
273.0
266.5
260.5
255.5
250.0
244.0
240.0
236.0
231.0
226.5
221.5
218.0
213.0
210.0
206.5
203.0
200.0
195.5
192.0
189.5
186.0
182.0
180.5
177.0
174.5
172.5
169.0
167.0
163.0
162.0
158.5
155.5
154.0
152.0
150.5
147.0
145.5
143.5
141.5
140.0
138.5
137.0
135.0
133.0
132.0
130.0
129.0
126.5
125.0
