scenario,mode,model,AIC,BIC,max_loglik,abm::movement_v2.phase2.speed_dist.params.a,abm::phenotypes.proliferative.prolif_rate,ode::b,ode::N_0,noise::sigma0,noise::sigma1,noise::sigma2,ode::p,ode::s
abm_93_singletons_phase2_fit71plus__a_1p7__prolif_rate_0p006,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,272.4569972975005,288.5854529499297,-129.22849864875025,1.7,0.006,0.00013510121681010033,790.5287259178807,0.0028024768780799806,0.0025344988612497287,0.024335984818433562,0.006144926173292502,0.0
abm_94_singletons_phase2_fit71plus__a_1p7__prolif_rate_0p007,singletons_phase2_fit71plus,no_prolif_no_shed,1484.916777705067,1496.437103171088,-737.4583888525335,1.7,0.007,0.00015132486948614141,1685.2611747785895,0.010360991487986328,0.1433971410351695,0.2964572030931773,,
abm_94_singletons_phase2_fit71plus__a_1p7__prolif_rate_0p007,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,645.853853027802,659.6782435870269,-316.926926513901,1.7,0.007,0.0001371997398882177,752.1282513410816,0.01139503606627548,0.005100678701183342,0.025792608942289633,0.007642569904578166,
abm_94_singletons_phase2_fit71plus__a_1p7__prolif_rate_0p007,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,647.8538679062383,663.9823235586675,-316.92693395311915,1.7,0.007,0.00013719993370319564,752.1241295341179,0.011395833319631055,0.005100595936837408,0.02579396166149088,0.00764260240146037,0.0
abm_95_singletons_phase2_fit71plus__a_1p7__prolif_rate_0p008,singletons_phase2_fit71plus,no_prolif_no_shed,1594.3805948161694,1605.9009202821903,-792.1902974080847,1.7,0.008,0.00015583287109169257,1879.7552956169984,0.011211470705159775,0.16485636024218572,0.3482515799320188,,
abm_95_singletons_phase2_fit71plus__a_1p7__prolif_rate_0p008,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,887.7470745005371,901.5714650597621,-437.87353725026855,1.7,0.008,0.00013978827519060136,730.2049629037757,0.01574864190135034,0.008679289751668956,0.03921895126835378,0.008905153185621984,
abm_95_singletons_phase2_fit71plus__a_1p7__prolif_rate_0p008,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,889.7470783023546,905.8755339547838,-437.8735391511773,1.7,0.008,0.00013978849893206134,730.2069599226802,0.015747847550529128,0.008680004530125093,0.03922065175400325,0.008905115162606591,0.0
abm_96_singletons_phase2_fit71plus__a_1p7__prolif_rate_0p009,singletons_phase2_fit71plus,no_prolif_no_shed,1633.031996097411,1644.5523215634319,-811.5159980487055,1.7,0.009,0.0001612741058344016,2064.5195466275286,0.007074779400664401,0.19533142490742683,0.4147112520256205,,
abm_96_singletons_phase2_fit71plus__a_1p7__prolif_rate_0p009,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,1091.4128546934953,1105.2372452527204,-539.7064273467477,1.7,0.009,0.00014227359278106767,675.3960281085383,0.029121285819262523,0.00952285594385043,0.05248335606541802,0.010686677562303546,
abm_96_singletons_phase2_fit71plus__a_1p7__prolif_rate_0p009,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,1093.4128527547573,1109.5413084071865,-539.7064263773786,1.7,0.009,0.00014227274761694875,675.401984830313,0.029120401374357376,0.009523178241839007,0.05249317899994489,0.010686632339701378,0.0
abm_97_singletons_phase2_fit71plus__a_1p7__prolif_rate_0p01,singletons_phase2_fit71plus,no_prolif_no_shed,1871.23553157131,1882.755857037331,-930.617765785655,1.7,0.01,0.00016758076523422757,2288.0868149709722,0.017934580427415737,0.22665830109790921,0.4827528751745544,,
abm_97_singletons_phase2_fit71plus__a_1p7__prolif_rate_0p01,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,1379.4524118760671,1393.2768024352922,-683.7262059380336,1.7,0.01,0.00014431194727647565,603.5523220333729,0.047078701246192706,0.018353028164349975,0.08075946085260217,0.01280689231278833,
abm_97_singletons_phase2_fit71plus__a_1p7__prolif_rate_0p01,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,1381.452414093642,1397.5808697460711,-683.726207046821,1.7,0.01,0.0001443128982390212,603.5728237456742,0.047084143456657686,0.018353414487576273,0.08076818792474257,0.012806598215251616,0.0
abm_98_singletons_phase2_fit71plus__a_1p9__prolif_rate_0p004,singletons_phase2_fit71plus,no_prolif_no_shed,1206.66377764433,1218.1841031103509,-598.331888822165,1.9,0.004,0.000156382965869315,1221.0330465759619,0.015255575741833822,0.0731035762609624,0.1453031846345927,,
abm_98_singletons_phase2_fit71plus__a_1p9__prolif_rate_0p004,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,494.516979180063,508.34136973928804,-241.2584895900315,1.9,0.004,0.00014825266008619802,806.0063685584635,0.005763188283396341,0.01899479113131444,0.011877816041030604,0.0038112091592524258,
abm_98_singletons_phase2_fit71plus__a_1p9__prolif_rate_0p004,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,410.0272332672477,426.1556889196769,-198.01361663362385,1.9,0.004,0.00015148611871881876,802.6106829248074,0.003344728919584242,0.003745057578875616,0.05786515597520603,0.004027410986039914,0.00040933277616094724
abm_99_singletons_phase2_fit71plus__a_1p9__prolif_rate_0p005,singletons_phase2_fit71plus,no_prolif_no_shed,1289.98986491577,1301.510190381791,-639.994932457885,1.9,0.005,0.0001604939244339642,1351.8137180996516,0.010146457504856711,0.0991115557430445,0.19891391593455027,,
abm_99_singletons_phase2_fit71plus__a_1p9__prolif_rate_0p005,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,388.1450372698429,401.9694278290679,-188.07251863492144,1.9,0.005,0.00015016477543095222,783.3241669106525,0.004810343741376556,0.003949144868473737,0.023450989835669116,0.005183822176168455,
abm_99_singletons_phase2_fit71plus__a_1p9__prolif_rate_0p005,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,390.1450459281457,406.2735015805749,-188.07252296407285,1.9,0.005,0.00015016482934963798,783.3231953242756,0.004810454854226219,0.003949281700665631,0.023451713911424338,0.005183829667635442,0.0
abm_100_singletons_phase2_fit71plus__a_1p9__prolif_rate_0p006,singletons_phase2_fit71plus,no_prolif_no_shed,1405.5966623741172,1417.116987840138,-697.7983311870586,1.9,0.006,0.000165389753011369,1515.6414025288034,0.009187574180418129,0.12387287647115436,0.2606685400748372,,
abm_100_singletons_phase2_fit71plus__a_1p9__prolif_rate_0p006,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,622.1529210275364,635.9773115867614,-305.0764605137682,1.9,0.006,0.0001526325607189978,755.140355989292,0.010840351190757096,0.0057127382285957476,0.023742036342005054,0.006584828776209124,
abm_100_singletons_phase2_fit71plus__a_1p9__prolif_rate_0p006,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,624.1529186444689,640.2813742968981,-305.0764593222344,1.9,0.006,0.00015263273308931317,755.1439638841446,0.010840241723703235,0.005712937506669842,0.02374579955084018,0.006584784395809184,0.0
abm_101_singletons_phase2_fit71plus__a_1p9__prolif_rate_0p007,singletons_phase2_fit71plus,no_prolif_no_shed,1460.6597951057124,1472.1801205717334,-725.3298975528562,1.9,0.007,0.0001715504254049674,1682.6316722281933,0.0065720512362071664,0.147582167124321,0.3065537189966769,,
abm_101_singletons_phase2_fit71plus__a_1p9__prolif_rate_0p007,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,747.8225024512926,761.6468930105176,-367.9112512256463,1.9,0.007,0.00015677027715175262,731.8896161238763,0.01503960620414814,0.005784262137482755,0.027296997432863426,0.00788128736987075,
abm_101_singletons_phase2_fit71plus__a_1p9__prolif_rate_0p007,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,749.8224985216135,765.9509541740427,-367.91124926080676,1.9,0.007,0.0001567703054642309,731.8892570283856,0.015035505703387375,0.005784638244502331,0.027298244739687904,0.007881298116406811,0.0
abm_102_singletons_phase2_fit71plus__a_1p9__prolif_rate_0p008,singletons_phase2_fit71plus,no_prolif_no_shed,1572.396061488215,1583.916386954236,-781.1980307441075,1.9,0.008,0.00017764808556933377,1871.2956872406698,0.006888721201763169,0.17183268369098811,0.3686668838989469,,
abm_102_singletons_phase2_fit71plus__a_1p9__prolif_rate_0p008,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,1007.5970749536871,1021.421465512912,-497.79853747684353,1.9,0.008,0.00016057501111594094,700.2924306503706,0.02120184005128643,0.009229526981681188,0.04842481100719528,0.009326579089108734,
abm_102_singletons_phase2_fit71plus__a_1p9__prolif_rate_0p008,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,1009.5970756171814,1025.7255312696107,-497.7985378085907,1.9,0.008,0.00016057549808381338,700.2961530928319,0.02120186930121584,0.009229672676416235,0.048419812683615684,0.0093265208321627,0.0
abm_103_singletons_phase2_fit71plus__a_1p9__prolif_rate_0p009,singletons_phase2_fit71plus,no_prolif_no_shed,1751.7654480695294,1763.2857735355503,-870.8827240347647,1.9,0.009,0.00018329970719389006,2056.51923441038,0.010957208701904477,0.20252623813496626,0.44695069027734463,,
abm_103_singletons_phase2_fit71plus__a_1p9__prolif_rate_0p009,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,1263.7131199228359,1277.537510482061,-625.8565599614179,1.9,0.009,0.00016311055745640588,645.7431108444476,0.03450603657460994,0.013170373771614723,0.07959564706847333,0.011191596869410509,
abm_103_singletons_phase2_fit71plus__a_1p9__prolif_rate_0p009,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,1265.7131207963837,1281.841576448813,-625.8565603981918,1.9,0.009,0.0001631099229211296,645.7419117856447,0.034509806367853745,0.013171348340778896,0.07959404634359087,0.011191634944102679,0.0
abm_104_singletons_phase2_fit71plus__a_1p9__prolif_rate_0p01,singletons_phase2_fit71plus,no_prolif_no_shed,1916.3212021603015,1927.8415276263224,-953.1606010801507,1.9,0.01,0.0001889957187645264,2255.77506021439,0.018307185958266213,0.23136364004525578,0.5032167746151787,,
abm_104_singletons_phase2_fit71plus__a_1p9__prolif_rate_0p01,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,1458.1584851291973,1471.9828756884224,-723.0792425645986,1.9,0.01,0.00016484063005731136,583.1619774747768,0.049308070094524536,0.01962140045219501,0.0983471890013895,0.013214455149668207,
abm_104_singletons_phase2_fit71plus__a_1p9__prolif_rate_0p01,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,1460.1584812290114,1476.2869368814406,-723.0792406145057,1.9,0.01,0.0001648415274828682,583.1655518049477,0.049311481206010366,0.01962087080407099,0.09833269656286009,0.013214354766003765,0.0
abm_105_singletons_phase2_fit71plus__a_2p1__prolif_rate_0p004,singletons_phase2_fit71plus,no_prolif_no_shed,1207.5327438687634,1219.0530693347844,-598.7663719343817,2.1,0.004,0.0001754579693902866,1232.2591345587782,0.009961171245665538,0.07879171249114664,0.16200345241201017,,
abm_105_singletons_phase2_fit71plus__a_2p1__prolif_rate_0p004,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,70.83216897713203,84.65655953635705,-29.416084488566014,2.1,0.004,0.0001669559717760281,797.9278080929888,0.0017501007871360353,0.001892974685175958,0.01748715568290098,0.004120424786484722,
abm_105_singletons_phase2_fit71plus__a_2p1__prolif_rate_0p004,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,72.83216841422899,88.96062406665818,-29.416084207114494,2.1,0.004,0.00016695598345926532,797.9281041443855,0.001750026033558814,0.0018928541629072155,0.01748623899597868,0.004120420486697317,0.0
abm_106_singletons_phase2_fit71plus__a_2p1__prolif_rate_0p005,singletons_phase2_fit71plus,no_prolif_no_shed,1306.3651480674885,1317.8854735335094,-648.1825740337442,2.1,0.005,0.00018101249867427232,1359.7287712857953,0.007823814494150504,0.10361571837494789,0.21708705706480136,,
abm_106_singletons_phase2_fit71plus__a_2p1__prolif_rate_0p005,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,583.0833239348394,596.9077144940644,-285.5416619674197,2.1,0.005,0.0001700990129571215,767.0185389998807,0.008636965483262718,0.005620276851326367,0.026982866878826815,0.00542767534073758,
abm_106_singletons_phase2_fit71plus__a_2p1__prolif_rate_0p005,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,585.0833169233791,601.2117725758084,-285.54165846168956,2.1,0.005,0.00017009878336356736,767.0178770730919,0.008637335667248357,0.005619960733337194,0.02698543125241064,0.005427697583454189,0.0
abm_107_singletons_phase2_fit71plus__a_2p1__prolif_rate_0p006,singletons_phase2_fit71plus,no_prolif_no_shed,1393.1634129124564,1404.6837383784773,-691.5817064562282,2.1,0.006,0.0001866680612835584,1522.3363830661203,0.006219270489175551,0.12900413968734395,0.26888089011007177,,
abm_107_singletons_phase2_fit71plus__a_2p1__prolif_rate_0p006,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,711.7264055733733,725.5507961325983,-349.86320278668666,2.1,0.006,0.00017330704146282098,738.2659610659558,0.014402693192542667,0.0060276434127513115,0.024534166260274833,0.00684738637872896,
abm_107_singletons_phase2_fit71plus__a_2p1__prolif_rate_0p006,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,713.7263986067201,729.8548542591493,-349.86319930336003,2.1,0.006,0.00017330747997111235,738.2710099321332,0.014405709167491782,0.006027596392504045,0.024530861687943023,0.006847313120585297,0.0
abm_108_singletons_phase2_fit71plus__a_2p1__prolif_rate_0p007,singletons_phase2_fit71plus,no_prolif_no_shed,1479.4960082861526,1491.0163337521735,-734.7480041430763,2.1,0.007,0.00019230371223559256,1689.6975818012518,0.0052788667493585024,0.1527620069367714,0.3304172837675071,,
abm_108_singletons_phase2_fit71plus__a_2p1__prolif_rate_0p007,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,884.9189495010307,898.7433400602557,-436.45947475051537,2.1,0.007,0.00017697098434056387,716.6070238136155,0.019134451462160425,0.006180221308047732,0.04001091243465018,0.008177804099416043,
abm_108_singletons_phase2_fit71plus__a_2p1__prolif_rate_0p007,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,886.9189495591454,903.0474052115746,-436.4594747795727,2.1,0.007,0.00017697066147986154,716.6060683894923,0.01913486581862386,0.006179496641790188,0.040012083290687735,0.008177832066010861,0.0
abm_109_singletons_phase2_fit71plus__a_2p1__prolif_rate_0p008,singletons_phase2_fit71plus,no_prolif_no_shed,1689.3688686813123,1700.8891941473332,-839.6844343406561,2.1,0.008,0.00019939024659128564,1852.5940380827924,0.010769690369624562,0.18124244421512026,0.39474111800476924,,
abm_109_singletons_phase2_fit71plus__a_2p1__prolif_rate_0p008,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,1180.9771918939723,1194.8015824531974,-584.4885959469862,2.1,0.008,0.00018095727464001639,662.4749235473465,0.03092540456971115,0.012318005052985873,0.06431202628205378,0.009907469011687587,
abm_109_singletons_phase2_fit71plus__a_2p1__prolif_rate_0p008,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,1182.9771963945113,1199.1056520469406,-584.4885981972557,2.1,0.008,0.00018095854783068785,662.4666481033848,0.03092146129812816,0.012316915589881858,0.06430849982192689,0.009907519429493913,0.0
abm_110_singletons_phase2_fit71plus__a_2p1__prolif_rate_0p009,singletons_phase2_fit71plus,no_prolif_no_shed,1868.7789568558594,1880.2992823218804,-929.3894784279297,2.1,0.009,0.0002068326598706117,2040.8506986897162,0.017784519129225684,0.2114835195154715,0.46989746681022576,,
abm_110_singletons_phase2_fit71plus__a_2p1__prolif_rate_0p009,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,1384.2726912385447,1398.0970817977698,-686.1363456192723,2.1,0.009,0.00018446857704294419,599.9964637817485,0.044953375141802546,0.01515602368335029,0.09690924077735387,0.011911619315161407,
abm_110_singletons_phase2_fit71plus__a_2p1__prolif_rate_0p009,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,1386.2726916983465,1402.4011473507758,-686.1363458491733,2.1,0.009,0.00018446859620734895,599.9996243399283,0.044951015268880526,0.01515569353175376,0.09690983652020703,0.01191156634597546,0.0
abm_111_singletons_phase2_fit71plus__a_2p1__prolif_rate_0p01,singletons_phase2_fit71plus,no_prolif_no_shed,2028.4597038147517,2039.9800292807727,-1009.2298519073759,2.1,0.01,0.00021408000643678067,2239.7730996938517,0.028687928554533983,0.2409404219351835,0.5364301723336522,,
abm_111_singletons_phase2_fit71plus__a_2p1__prolif_rate_0p01,singletons_phase2_fit71plus,Cell_num_prolif_no_shed,1576.4847903284044,1590.3091808876295,-782.2423951642022,2.1,0.01,0.0001861691404349376,525.1711152443736,0.0631653465856982,0.022346587060059455,0.12226729120268665,0.014240311847983375,
abm_111_singletons_phase2_fit71plus__a_2p1__prolif_rate_0p01,singletons_phase2_fit71plus,Cell_num_prolif_cst_shed,1578.4847889809334,1594.6132446333627,-782.2423944904667,2.1,0.01,0.00018616804743705823,525.1686078937904,0.0631615429181337,0.022347195208890797,0.1222488033747127,0.014240425216449833,0.0
abm_112_singletons_phase1_to_2_fit71plus__a_0p7__prolif_rate_0p004,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,1227.0581883202108,1238.5785137862317,-608.5290941601054,0.7,0.004,0.00016551809028074208,1248.0664818573923,0.05025249072680931,0.037314905410853,0.0828864582287729,,
abm_112_singletons_phase1_to_2_fit71plus__a_0p7__prolif_rate_0p004,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,780.8722328895878,794.6966234488128,-384.4361164447939,0.7,0.004,0.0001618475880540035,1008.2277284694441,0.04610076107438269,0.016160178443708484,0.010097235628736614,0.0020528112015302242,
abm_112_singletons_phase1_to_2_fit71plus__a_0p7__prolif_rate_0p004,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,617.3271543753399,633.4556100277691,-301.66357718766994,0.7,0.004,0.00016819888178172966,969.1024572259001,0.037588576235333127,0.006881876625602622,0.009501995849489506,0.0022966842049184145,0.0008295183169194155
abm_113_singletons_phase1_to_2_fit71plus__a_0p7__prolif_rate_0p005,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,1415.8717592797566,1427.3920847457775,-702.9358796398783,0.7,0.005,0.00017082864935317964,1390.5049520193231,0.048811925110093406,0.059041446770098815,0.1339518449797799,,
abm_113_singletons_phase1_to_2_fit71plus__a_0p7__prolif_rate_0p005,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,821.4787674028498,835.3031579620748,-404.7393837014249,0.7,0.005,0.00016489572396946486,972.8592558626023,0.04203093938524527,0.016473886605543712,0.00991285841773154,0.0033990665210344487,
abm_113_singletons_phase1_to_2_fit71plus__a_0p7__prolif_rate_0p005,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,626.2167985786423,642.3452542310715,-306.10839928932114,0.7,0.005,0.00017176044926283355,939.8645068273244,0.03328409637899373,0.005550954090850313,0.009797516613164484,0.0035942930019647896,0.0008489182377921449
abm_114_singletons_phase1_to_2_fit71plus__a_0p7__prolif_rate_0p006,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,1571.1970417599791,1582.717367226,-780.5985208799896,0.7,0.006,0.0001771092440797824,1551.1241808678124,0.04200470756147889,0.08831193479569675,0.20189353976851615,,
abm_114_singletons_phase1_to_2_fit71plus__a_0p7__prolif_rate_0p006,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,758.3802162720624,772.2046068312874,-373.1901081360312,0.7,0.006,0.00016817465098602796,899.0814822257562,0.03149508557550979,0.033032497169018606,0.0029250518475518184,0.005259020632148424,
abm_114_singletons_phase1_to_2_fit71plus__a_0p7__prolif_rate_0p006,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,436.2866192232498,452.41507487567895,-211.1433096116249,0.7,0.006,0.00018197908483204696,824.0052964602909,0.014190401749558667,0.007820241819524827,0.0030701268907145167,0.005794528231089091,0.0017105137470246198
abm_115_singletons_phase1_to_2_fit71plus__a_0p7__prolif_rate_0p007,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,1671.6154901094183,1683.1358155754392,-830.8077450547091,0.7,0.007,0.00018111763490421905,1723.223294565759,0.037210535370422376,0.11259181655169248,0.25235807837846075,,
abm_115_singletons_phase1_to_2_fit71plus__a_0p7__prolif_rate_0p007,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,970.1816213595062,984.0060119187311,-479.0908106797531,0.7,0.007,0.00017102956405826882,905.67970185793,0.025816803450714,0.005611783703954812,0.0629578346145176,0.005907465575544782,
abm_115_singletons_phase1_to_2_fit71plus__a_0p7__prolif_rate_0p007,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,516.6790171160251,532.8074727684542,-251.3395085580125,0.7,0.007,0.00018528148484027094,767.7555426073707,0.00670203649465131,0.011444281762972497,0.0054772672258342914,0.0074341820502321874,0.0018931084786821483
abm_116_singletons_phase1_to_2_fit71plus__a_0p7__prolif_rate_0p008,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,1776.4391130682284,1787.9594385342493,-883.2195565341142,0.7,0.008,0.0001852781651594283,1940.3176881934614,0.03349798543223306,0.13922487637553402,0.3170268044272268,,
abm_116_singletons_phase1_to_2_fit71plus__a_0p7__prolif_rate_0p008,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,1003.9779619593053,1017.8023525185303,-495.98898097965264,0.7,0.008,0.00017291088356491828,867.2015215839064,0.019372323259553476,0.0042304045402963356,0.09632067695572069,0.007363570725294565,
abm_116_singletons_phase1_to_2_fit71plus__a_0p7__prolif_rate_0p008,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,648.3460729442351,664.4745285966643,-317.17303647211753,0.7,0.008,0.00018802609387557557,774.1884068261944,0.005959542887947794,0.002675728150002443,0.04418071310817764,0.008470245903901366,0.0017947153565407985
abm_117_singletons_phase1_to_2_fit71plus__a_0p7__prolif_rate_0p009,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,1841.958126780452,1853.478452246473,-915.979063390226,0.7,0.009,0.0001958428933323082,2183.0696745289106,0.024359720217560846,0.16978758038584837,0.3800323875361519,,
abm_117_singletons_phase1_to_2_fit71plus__a_0p7__prolif_rate_0p009,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,999.1412354613706,1012.9656260205956,-493.5706177306853,0.7,0.009,0.00017678197055343763,689.4933749768069,0.0031543937824583443,0.059158796999135246,0.02795426500199717,0.011037617911910814,
abm_117_singletons_phase1_to_2_fit71plus__a_0p7__prolif_rate_0p009,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,771.7574656887897,787.8859213412189,-378.87873284439485,0.7,0.009,0.00018439050223120147,773.1334614040833,0.003418176210700924,0.003228612580130119,0.10033417026993126,0.009464826842039637,0.00047650350912259383
abm_118_singletons_phase1_to_2_fit71plus__a_0p7__prolif_rate_0p01,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,1710.1379794232528,1721.6583048892737,-850.0689897116264,0.7,0.01,0.00021116784616727845,3049.210680923437,0.0023620039828769093,0.33575002966392953,0.5774081408528867,,
abm_118_singletons_phase1_to_2_fit71plus__a_0p7__prolif_rate_0p01,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,1103.1699901259544,1116.9943806851795,-545.5849950629772,0.7,0.01,0.0001832374261952525,728.3259869478043,0.008811511560065304,0.006160442479420495,0.13776416682914458,0.011046602838719966,
abm_118_singletons_phase1_to_2_fit71plus__a_0p7__prolif_rate_0p01,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,1105.1699971333028,1121.298452785732,-545.5849985666514,0.7,0.01,0.00018323777246295498,728.3263746756334,0.008811301195537524,0.006160457697634257,0.13776896606987457,0.011046584582806045,0.0
abm_119_singletons_phase1_to_2_fit71plus__a_0p9__prolif_rate_0p004,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,1253.4858278668694,1265.0061533328903,-621.7429139334347,0.9,0.004,0.00016883354255503377,1241.7859227324543,0.042581794778647354,0.044211566338818085,0.09693559618225771,,
abm_119_singletons_phase1_to_2_fit71plus__a_0p9__prolif_rate_0p004,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,651.3166770580655,665.1410676172904,-319.65833852903273,0.9,0.004,0.0001642421637824398,958.1930620014427,0.0374993745610955,0.010152925016074487,0.008086128023063624,0.0024484410683675052,
abm_119_singletons_phase1_to_2_fit71plus__a_0p9__prolif_rate_0p004,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,534.8191270552713,550.9475827077006,-260.40956352763567,0.9,0.004,0.00016820654658505403,935.9803664914107,0.032202790814999785,0.00567935397225971,0.007558603426778881,0.0025950467430954902,0.0005051067131309696
abm_120_singletons_phase1_to_2_fit71plus__a_0p9__prolif_rate_0p005,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,1428.1991859357208,1439.7195114017418,-709.0995929678604,0.9,0.005,0.00017253934712320083,1386.298627682218,0.041286325920117085,0.06706217666294362,0.1500205974173899,,
abm_120_singletons_phase1_to_2_fit71plus__a_0p9__prolif_rate_0p005,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,706.9193982948914,720.7437888541164,-347.4596991474457,0.9,0.005,0.00016560973537385964,924.1901297899635,0.0334935533611825,0.01769368700208548,0.005287333909535646,0.003860226638895354,
abm_120_singletons_phase1_to_2_fit71plus__a_0p9__prolif_rate_0p005,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,501.93028013051986,518.058735782949,-243.96514006525993,0.9,0.005,0.0001725482510200206,887.0138568850964,0.02446867683836773,0.006287921458461572,0.005029482255723191,0.004100719395457623,0.0008688868268413725
abm_121_singletons_phase1_to_2_fit71plus__a_0p9__prolif_rate_0p006,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,1563.587420769692,1575.107746235713,-776.793710384846,0.9,0.006,0.00018091315492537696,1554.635902956548,0.03587873980976804,0.0928394511352303,0.20465687098556326,,
abm_121_singletons_phase1_to_2_fit71plus__a_0p9__prolif_rate_0p006,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,862.1406137853999,875.9650043446248,-425.07030689269993,0.9,0.006,0.00017177094885922946,891.4267731950588,0.025419300484353858,0.030651837326342895,0.007546338346260298,0.0053474115447883,
abm_121_singletons_phase1_to_2_fit71plus__a_0p9__prolif_rate_0p006,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,461.1995901177761,477.3280457702053,-223.59979505888805,0.9,0.006,0.00018555327703731375,820.3316044842838,0.009537971007551218,0.006557011300504331,0.006176308150833989,0.005860997891639042,0.0016608273331392871
abm_122_singletons_phase1_to_2_fit71plus__a_0p9__prolif_rate_0p007,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,1672.8872079248324,1684.4075333908534,-831.4436039624162,0.9,0.007,0.00018361031018664933,1728.3125880384753,0.03275348894298291,0.11827766467293334,0.2676068341825421,,
abm_122_singletons_phase1_to_2_fit71plus__a_0p9__prolif_rate_0p007,singletons_phase1_to_2_fit71plus,Cell_num_prolif_no_shed,870.3699460179232,884.1943365771482,-429.1849730089616,0.9,0.007,0.00017108481605753354,809.7093340500589,0.01794246820609469,0.030381476680124454,0.00828678665457823,0.007228269845727233,
abm_122_singletons_phase1_to_2_fit71plus__a_0p9__prolif_rate_0p007,singletons_phase1_to_2_fit71plus,Cell_num_prolif_cst_shed,491.6053640293277,507.73381968175687,-238.80268201466384,0.9,0.007,0.00018751056101625147,793.7643003713262,0.004019375715509772,0.0027199454533316154,0.03154319880965952,0.007220460596987409,0.0017507470893789777
abm_123_singletons_phase1_to_2_fit71plus__a_0p9__prolif_rate_0p008,singletons_phase1_to_2_fit71plus,no_prolif_no_shed,1770.1065586778975,1781.6268841439185,-880.0532793389488,0.9,0.008,0.0001905772197117576,1934.5792247269583,0.02998939769421134,0.1420158841633663,0.3210353771424865,,
