model,k,max_loglik,AIC,delta_AIC,akaike_weight
no_prolif_no_shed,5,-955.9454584641602,1921.8909169283204,0.0,1.0
Cell_num_prolif_cst_shed,7,-1246.6375995189696,2507.2751990379393,585.3842821096189,7.681008459949176e-128
Cell_num_prolif_no_shed,6,-1376.5567886323831,2765.1135772647663,843.2226603364459,7.879992425839704e-184
