step,num_clusters,mean_cluster_size,mean_squared_cluster_size
71,94.83,15.74675375244508,493.54659019841364
72,91.18,16.70253579575987,572.9773451721641
73,88.91,17.460122068601592,632.6616294762767
74,87.2,18.13584967587051,684.6729359068704
75,85.65,18.813899262053933,736.0489914889835
76,84.48,19.426876481297715,786.3037314044885
77,83.23,20.080334415462513,839.7691117169713
78,81.97,20.75854064750807,892.5598560366395
79,80.98,21.389635459851547,945.8548261354829
80,79.92,22.06358175269263,1007.7728461345338
81,78.84,22.76988329712887,1075.9931545661839
82,77.96,23.42916731624397,1138.9683285135434
83,77.21,24.07339628845317,1196.408747125155
84,76.47,24.728706369375335,1259.7729462330703
85,75.72,25.407693685319977,1321.4560304297615
86,74.96,26.106797828191773,1390.8327840157124
87,74.11,26.86029843451355,1469.690042545568
88,73.23,27.63287184997494,1550.1917041373374
89,72.71,28.288448590586075,1616.4097992596262
90,72.05,29.01900930833464,1698.1945576041346
91,71.39,29.763204702744037,1776.36294216211
92,70.72,30.534306007210695,1863.1144082978808
93,70.02,31.330990491617218,1950.6302749473266
94,69.36,32.1280137184588,2041.1347844227798
95,68.74,32.9276759815039,2133.7414605254903
96,68.07,33.77177484460649,2242.656478247068
97,67.31,34.671349130217806,2344.6188022671504
98,66.72,35.50160125369321,2451.820078778968
99,66.16,36.34655577329398,2559.655635311665
100,65.49,37.27553438541088,2676.7671728402406
101,64.89,38.169977989313665,2799.5277737213305
102,64.35,39.04530595157703,2926.0375564421684
103,63.78,39.972397289971234,3056.3212665467754
104,63.29,40.852677949312636,3181.031117996243
105,62.84,41.73433725261115,3301.065260799522
106,62.32,42.66266970585626,3426.8718191984367
107,61.69,43.697625697737124,3572.4011168662214
108,61.1,44.71524606826937,3720.983019689635
109,60.67,45.64488613071409,3867.2079816639284
110,60.17,46.653588388689876,4026.4386814912145
111,59.64,47.68779904476677,4186.370664393945
112,59.16,48.70315738508666,4350.305197921071
113,58.7,49.7259620084712,4520.246245709721
114,58.13,50.85751821025551,4721.119394122273
115,57.75,51.842373173995064,4884.408518892841
116,57.42,52.80428313971827,5056.75839471244
117,56.94,53.89759173738431,5275.316041597993
118,56.5,54.983663691251806,5465.818010054079
119,56.04,56.09329483953454,5680.589231231636
120,55.7,57.13067749288462,5878.711725429049
121,55.25,58.282636144344785,6092.788936453061
122,54.94,59.31081168098483,6286.464083179524
123,54.61,60.35344551681902,6521.611858826352
124,54.14,61.5803665729929,6755.134364354308
125,53.78,62.705274521998554,6977.1484364803
126,53.42,63.84151238736695,7188.680165538223
127,52.97,65.13137221711058,7454.369836201308
128,52.51,66.41328181253087,7741.711332021064
129,52.14,67.60765530189597,7988.475382046366
130,51.63,68.9762263054004,8261.32370635905
131,51.28,70.17792205353201,8501.744458992174
132,50.78,71.59439098106913,8816.016885948999
133,50.45,72.81009295372745,9110.317536003422
134,50.12,74.03698399617629,9412.988356782114
135,49.74,75.35429661758153,9726.21733590027
136,49.44,76.54241087395035,10008.91168355334
137,49.23,77.59702954743523,10247.40349014069
138,48.75,79.13064612832434,10607.106420029684
139,48.35,80.50062973089199,10972.707456647295
140,47.91,82.01940956260734,11362.635371580147
141,47.37,83.70018557429137,11778.43076239276
142,47.14,84.88632603226326,12120.348916132283
143,46.94,86.00083941482552,12394.593599204994
144,46.49,87.59081638775913,12760.010040855806
