stage,merge_prob,adhesion,fragment_rate,heading_sigma,init_n_clusters,dist_s,dist_scale,nnd_rmse,s0_rmse,s0_rrmse,s1_rrmse,s2_rrmse,penalty,score
1,0.6715739254701745,0.8379609245718196,0.001503788898045331,0.39640042168643846,792,0.8347850352192957,3.5818308243574997,11.684260261025669,22.28774709947537,0.21899428360478557,0.15042268291732103,0.30350607318471917,1.225003567895047,35.19701092839608
1,0.6709412767292194,0.8437531612083093,0.0007250466653916334,0.8735697601299125,1018,0.7497289422795582,3.231283823281899,17.331410855029226,36.73407914780393,0.20882953951378772,0.19474276785969213,0.4013925858392741,2.1022212535306184,56.16771125636377
1,0.8060614785289407,0.9216528662690066,0.0013860247568201302,0.37104996265100954,761,0.524483181263872,2.709378739694071,22.129514951453512,48.12617347508546,0.27168105237942386,0.4069456635399043,0.6585915906456491,7.372183065649772,77.62787149218875
1,0.7723648242737725,0.8484312792126679,0.000211400829345529,0.45816152123097664,796,0.5074686799293547,2.8681915033139216,24.048000619918117,47.47115646830921,0.2711681489528533,0.4024788732505618,0.6761874441392323,7.498344663426473,79.01750175165381
1,0.7741252623802578,0.6849961766853174,0.0004939671321021714,0.7996992457537436,969,0.7336903221767385,2.2937313309347718,26.148440575586815,95.08567051265847,0.5631703352958835,0.40405483338940307,0.6706068057489706,10.378319744342571,131.61243083258785
1,0.9787279163918594,0.8035198185261455,0.001295646854331461,0.8203596792033777,778,0.7827971785735808,2.221786752703451,25.76330220981088,83.50595089338036,0.48324233681091383,0.48716279107608523,0.7626177447357401,11.330228726227391,120.59948182941862
1,0.7046212185247199,0.8653784002753849,0.000534984768635647,0.49448825838790467,882,0.5038985006149521,3.1818535142244224,21.341036818091407,40.02635993269816,0.2266050424514775,0.3154495143350929,0.5381374419056054,4.8019199869217575,66.16931673771133
1,0.8193932258498521,0.829676466831672,0.0009972944185569746,0.43615460793650707,848,0.6584840018233934,3.053970212554133,17.13432798855313,21.88738352613783,0.13809312812514285,0.25348788275853146,0.4490974217995143,3.0258530455804573,42.04756456027142
1,0.8308710017984797,0.7373217893466099,0.00020156239918486742,0.7352248486204034,858,0.5795995650961985,2.649896551545746,24.98615167125527,74.86752755390465,0.4399266442349345,0.4221816226143378,0.6985749458814594,9.606832127307316,109.46051135246724
1,0.6373783733978472,0.9571168326490088,0.014349803183111725,0.1469881740124664,793,0.8015355178004959,2.22274770180113,24.78808719878611,41.14124324125414,0.23113609861396345,0.37496686557849424,0.6150341611355317,6.211371253279893,72.14070169332014
1,0.8268199033457796,0.7374569330417635,0.005658811430164284,0.8667715207712271,1005,0.7415145058600272,1.8686309191365604,29.995170430685647,144.8987265305137,0.8705925604803735,0.4700558933044991,0.7484081509307131,14.890566047155858,189.7844630083552
1,0.9788248333246651,0.5606345929022992,0.0007231917532921908,0.32529079448047665,919,0.6680496863398813,1.7136436621421287,30.006708933253336,111.0759554120018,0.6710104559660777,0.4719721593019039,0.738356205251922,12.813388205199036,153.89605255045416
1,0.6051431550979721,0.821942086048137,0.001669518953185622,0.581105697072321,876,0.889752509564824,3.6123127731023725,9.835393279176225,17.93232564094153,0.1825373952416455,0.11380806332043804,0.2726986347036342,0.7269863470363419,28.4947052671541
1,0.675302864440946,0.9739543912617404,0.005998817901676795,0.6112210017783731,914,0.7003331264453534,3.6097055891785335,12.423642637894462,14.258165073891286,0.14006588070904713,0.13166127656403825,0.2795708323859609,0.7957083238596091,27.47751603564536
1,0.6933052824800555,0.8196921965213114,0.006726445379580099,0.20780916129690397,896,0.6215584115412657,3.2618835853724506,16.979037946925892,15.516299331948186,0.1169108164842406,0.1828998126674158,0.33772485317505735,1.3772485317505734,33.87258581062465
1,0.6270857442482162,0.8230664714653916,0.008092916265682268,0.6026782898904726,779,0.760687830757039,2.277751538292825,24.836089742421017,69.34051991368237,0.4007706158414471,0.4589717397123354,0.7373133316905002,9.970556872442826,104.14716652854621
1,0.867437115364036,0.6077549806489241,0.0006699334599878288,0.1261747025575323,684,0.7051232908990785,2.0329059092023067,25.583417913130493,62.98051180270188,0.363441773704284,0.5060867141687704,0.7739091467981947,10.43437634671249,98.99830606254486
1,0.8064330350550928,0.8468062898827785,0.008980656106411803,0.38404881167083094,777,0.5725167078600945,1.7710541824061092,29.19463049635147,111.1900136135374,0.6670822466969338,0.5471174257471062,0.8195729463664957,14.337726188105357,154.72237029799425
1,0.8652733458629058,0.9188445616467447,0.0015414984332859903,0.546637917558838,1033,0.7844033444088687,3.213580239289599,11.332540272587448,12.59258312062256,0.12944058386181476,0.14169517923696767,0.3284149675829621,1.2841496758296211,25.20927306903963
1,0.9557993429218113,0.6471057592378535,0.003312311606515533,0.673915604261115,987,0.5890820503010419,3.0842278231400098,20.752819644555636,45.58969176046102,0.26020176432725545,0.26350563334855154,0.4794648474978623,4.031722451736693,70.37423385675336
1,0.8417602423210423,0.7342124652201995,0.0003102394485711889,0.38243874702651237,1035,0.5190879258870392,1.7613673852528038,29.989908907999073,127.77867760209442,0.7942202860749844,0.45058568578707947,0.7229155072254386,13.677214790875023,171.4458013009685
1,0.7470717698948031,0.595441356447692,0.000633934463170584,0.8315648976823398,778,0.7222392330007542,2.0491129929763887,29.386833958881628,126.8085387670373,0.7581189755356587,0.5631864790526308,0.8329917248364285,15.54297179424718,171.7383445201661
1,0.8671919697594019,0.6074453744491972,0.006053004206278287,0.43835683581727425,723,0.81703726110667,2.774849839762635,19.51172344520386,24.180391177411035,0.14399172201990326,0.36428973976509427,0.6126289107294123,5.769186504945065,49.46130112755996
1,0.7752580041323877,0.658281718816198,0.005836317563469365,0.39222804536276845,667,0.930953098414574,1.5700690586872585,27.142645310245342,77.27884421555935,0.45067802372205,0.5468814645943533,0.8201796898086693,12.177391781250726,116.59888130705542
1,0.6481876310495497,0.7596156389479207,0.0004906488045190628,0.3681080300688764,877,0.9268130737424242,3.6535181157930428,11.010264866535952,24.812191776971453,0.22443035720006113,0.13098009368081587,0.389957110937451,2.143874681375121,37.96633132488253
1,0.629558390338094,0.9339911453169997,0.00041277143051630634,0.7491462980025868,769,0.7948088965055939,3.1532243715633115,16.944153655196487,28.531392564047167,0.16985281047456016,0.33575322020384385,0.5919459970951212,5.27699217298965,50.752538392233305
1,0.940220503902542,0.990831631983172,0.0006570122569790583,0.6026467669395129,946,0.4437961356665837,3.0248110768683523,18.694879387877624,47.61973022795168,0.2693440240503723,0.27275896936938837,0.49650042629328267,4.386034197130433,70.70064381295973
1,0.7286062061232992,0.6226610691974279,0.0021444840927347685,0.4695068776620541,881,0.7530546747218463,2.646938381101554,21.14424432051303,42.5241294027164,0.2427003430406688,0.31649805995255637,0.5541421845405291,5.133405875337543,68.80177959856697
1,0.9620602829756545,0.630061389275952,0.0006958762747962285,0.38497731294406806,960,0.758653964276275,1.9747721641444664,23.333278782566175,60.96291490249542,0.36090569998906225,0.33654167406452773,0.5901427584494502,6.8759013250304015,91.172095010092
1,0.8977767562375665,0.8971916670580349,0.005562626894506726,0.16269832393774897,735,0.8924617649229415,3.5226937377049343,7.8318511782256515,33.494210774735905,0.294307599199246,0.12594805293070122,0.2978991115887592,1.9220671078800518,43.248129060841606
1,0.682229063038669,0.7981190462416221,0.0006216947474315749,0.43302781725290473,658,0.5549681302052135,2.1225660733255935,25.808657880006184,76.87761063328581,0.44679129486594216,0.5504901315137729,0.8256822375143126,12.229636638940276,114.91590515223227
