replicate,timestep,S0,S1,S2,NND_med
0,22,319.0,3.457680250783699,20.82445141065831,40.04837366966687
0,23,313.0,3.5431309904153356,22.06709265175719,40.588491858540664
0,24,303.0,3.67986798679868,23.67986798679868,41.20039945670638
0,25,296.0,3.7804054054054053,25.388513513513512,41.05849797228839
0,26,285.0,3.957894736842105,27.957894736842107,42.739047865423565
0,27,281.0,4.0355871886121,29.28825622775801,41.55715906995933
0,28,277.0,4.11913357400722,30.79783393501805,41.23275579170393
0,29,265.0,4.335849056603774,33.85283018867924,41.271136323608395
0,30,256.0,4.51953125,36.62109375,41.82320276426618
0,31,252.0,4.603174603174603,37.72222222222222,41.606158517587744
0,32,239.0,4.870292887029288,43.47280334728033,44.14950780072983
0,33,228.0,5.131578947368421,48.53508771929825,44.831143421139714
0,34,223.0,5.260089686098655,50.61434977578475,44.72620334425171
0,35,219.0,5.365296803652968,56.050228310502284,44.57911878393102
0,36,211.0,5.606635071090047,60.93364928909953,46.49078816895979
0,37,207.0,5.734299516908212,63.68599033816425,46.82235403989733
0,38,200.0,5.95,69.22,47.63181126076501
0,39,197.0,6.086294416243655,73.4771573604061,47.48498122169793
0,40,193.0,6.238341968911917,77.01554404145078,49.049604199787474
0,41,188.0,6.414893617021277,80.8936170212766,47.4351732564072
0,42,182.0,6.65934065934066,87.57142857142857,48.50603315953218
0,43,178.0,6.865168539325842,97.24719101123596,48.54204720091005
0,44,174.0,7.068965517241379,105.47126436781609,49.08462045667748
0,45,170.0,7.264705882352941,110.95882352941176,48.598041328361006
0,46,163.0,7.607361963190184,121.01840490797547,51.80722874129509
0,47,157.0,7.929936305732484,128.42675159235668,54.13294442410833
0,48,154.0,8.136363636363637,136.3181818181818,53.46531950327517
0,49,149.0,8.449664429530202,145.45637583892616,53.14586159138194
0,50,147.0,8.625850340136054,151.26530612244898,55.68651327824741
0,51,141.0,9.035460992907801,162.19858156028369,55.988449240740174
0,52,138.0,9.289855072463768,170.8985507246377,58.842107920819885
0,53,136.0,9.5,177.69117647058823,58.28105862553346
0,54,131.0,9.908396946564885,193.66412213740458,60.50848733556396
0,55,129.0,10.124031007751938,201.4418604651163,57.638198349267135
0,56,124.0,10.540322580645162,224.08870967741936,61.90185784419498
0,57,124.0,10.629032258064516,228.2741935483871,61.0887718341975
